sep=;
"Title: Corrosion Survey Database (COR•SUR)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Table: Sodium chlorate";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"DOWNLOAD SHOWS ONLY THE DISPLAYED DATA, UP TO 50 ROWS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"No.";"material or substance name";"material synonym";"exposure medium";"exposure medium note";"exposure medium CAS RN";"exposure medium formula";"exposure medium class";"NACE resistance rating (unitless)";"resistance note";"conc. (%)";"temp. (°F)";"exposure time (mo (30))";"test note";"reference";"";"";"";"";"";"";"";"";"";"";""
"1";"Acetal Resins (Polyoxymethylene)";"";"sodium chlorate";"";"7775-09-09";"ClNaO3";"salts";"1";"recommended";">10";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"2";"Acetal Resins (Polyoxymethylene)";"";"sodium chlorate";"";"7775-09-09";"ClNaO3";"salts";"3";"not recommended";">10";"150 – 212";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"3";"Acrylonitrile Butadiene Styrene Polymer (ABS)";"";"sodium chlorate";"";"7775-09-09";"ClNaO3";"salts";"2";"questionable";"10";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"4";"Acrylonitrile Butadiene Styrene Polymer (ABS)";"";"sodium chlorate";"saturated";"7775-09-09";"ClNaO3";"salts";"3";"not recommended";"100";"70 – 212";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"5";"Chlorendic Unsaturated Polyester, Glass Fiber-Reinforced (190 + 47)";"HET acid polyester-Polifos 190 + 47 phr styrene";"sodium chlorate";"";"7775-09-09";"ClNaO3";"salts";"1";"recommended";"45";"190";"<6";"";"16";"";"";"";"";"";"";"";"";"";"";""
"6";"Chlorinated Polyvinyl Chloride (CPVC)";"";"sodium chlorate";"";"7775-09-09";"ClNaO3";"salts";"1";"recommended";"100";"70 – 212";"";"";"1, 12";"";"";"";"";"";"";"";"";"";"";""
"7";"Chlorosulfonated Polyethylene";"";"sodium chlorate";"";"7775-09-09";"ClNaO3";"salts";"1";"recommended";"10";"70 – 212";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"8";"Chlorosulfonated Polyethylene";"";"sodium chlorate";"saturated";"7775-09-09";"ClNaO3";"salts";"1";"recommended";">10";"70 – 212";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"9";"Concrete";"";"sodium chlorate";"";"7775-09-09";"ClNaO3";"salts";"1";"recommended";"100";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"10";"Epoxy Cements";"";"sodium chlorate";"";"7775-09-09";"ClNaO3";"salts";"1";"recommended";"50";"68";"<6";"";"5";"";"";"";"";"";"";"";"";"";"";""
"11";"Epoxy Cements";"";"sodium chlorate";"";"7775-09-09";"ClNaO3";"salts";"1";"recommended";"50";"140";"";"";"5";"";"";"";"";"";"";"";"";"";"";""
"12";"Epoxy Resin, Glass Fiber- Reinforced";"";"sodium chlorate";"";"7775-09-09";"ClNaO3";"salts";"1";"recommended";"50";"70 – 180";"";"";"1, 19";"";"";"";"";"";"";"";"";"";"";""
"13";"Ethylene Tetrafluoroethylene Copolymer (ETFE)";"Teflon; Hostaflon; Fluon";"sodium chlorate";"";"7775-09-09";"ClNaO3";"salts";"1";"recommended";"any";"250 – 400";">12";"";"10";"";"";"";"";"";"";"";"";"";"";""
"14";"Fluororubber";"";"sodium chlorate";"";"7775-09-09";"ClNaO3";"salts";"1";"recommended";"10 – 90";"70 – 212";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"15";"Fluororubber";"";"sodium chlorate";"";"7775-09-09";"ClNaO3";"salts";"1";"recommended";"100";"70 – 212";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"16";"Glass, Chemical";"";"sodium chlorate";"";"7775-09-09";"ClNaO3";"salts";"1";"recommended";"10 – 50";"70 – 212";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"17";"Phenolic Resins, Asbestos-Reinforced";"";"sodium chlorate";"";"7775-09-09";"ClNaO3";"salts";"1";"recommended";"100";"60 – 70";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"18";"Polychloroprene";"";"sodium chlorate";"";"7775-09-09";"ClNaO3";"salts";"1";"recommended";">10";"70 – 150";"";"saturated; ";"1";"";"";"";"";"";"";"";"";"";"";""
"19";"Polychloroprene";"";"sodium chlorate";"";"7775-09-09";"ClNaO3";"salts";"2";"questionable";">10";"150 – 212";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
