sep=;
"Title: Corrosion Survey Database (COR•SUR)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Table: Phosphoric acid";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"DOWNLOAD SHOWS ONLY THE DISPLAYED DATA, UP TO 50 ROWS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"No.";"material or substance name";"material synonym";"exposure medium";"exposure medium synonym";"exposure medium note";"exposure medium CAS RN";"exposure medium formula";"exposure medium class";"NACE resistance rating (unitless)";"resistance note";"conc. (%)";"temp. (°F)";"exposure time (mo (30))";"test note";"reference";"";"";"";"";"";"";"";"";"";""
"12";"Carbon-Graphite Composites";"";"phosphoric acid";"orthophosphoric acid";"";"7664-38-2";"H3O4P";"inorganic acids";"1";"recommended";"10 – 80";"70 – 212";"";"~2.5% sulfur trioxide";"1";"";"";"";"";"";"";"";"";"";""
"13";"Cellulose Acetate";"";"phosphoric acid";"orthophosphoric acid";"";"7664-38-2";"H3O4P";"inorganic acids";"3";"not recommended; weight gain";"30";"60 – 70";"<1";"";"1";"";"";"";"";"";"";"";"";"";""
"14";"Cellulose Acetate";"";"phosphoric acid";"orthophosphoric acid";"";"7664-38-2";"H3O4P";"inorganic acids";"3";"not recommended; weight gain, embrittled, surface attack";"50";"60 – 70";"";"";"1";"";"";"";"";"";"";"";"";"";""
"15";"Cellulose Acetate";"";"phosphoric acid";"orthophosphoric acid";"";"7664-38-2";"H3O4P";"inorganic acids";"3";"not recommended; disintegrated";"70";"60 – 70";"";"";"1";"";"";"";"";"";"";"";"";"";""
"16";"Cellulose Acetate Butyrate";"";"phosphoric acid";"orthophosphoric acid";"";"7664-38-2";"H3O4P";"inorganic acids";"2";"questionable; weight gain";"30";"60 – 70";"<1";"";"1";"";"";"";"";"";"";"";"";"";""
"17";"Cellulose Acetate Butyrate";"";"phosphoric acid";"orthophosphoric acid";"";"7664-38-2";"H3O4P";"inorganic acids";"1";"recommended";"50";"60 – 70";"";"";"1";"";"";"";"";"";"";"";"";"";""
"18";"Cellulose Acetate Butyrate";"";"phosphoric acid";"orthophosphoric acid";"";"7664-38-2";"H3O4P";"inorganic acids";"3";"not recommended; may dissolve";"70";"60 – 70";"";"";"1";"";"";"";"";"";"";"";"";"";""
"19";"Chlorendic Unsaturated Polyester, Glass Fiber-Reinforced (190 + 47)";"";"phosphoric acid";"orthophosphoric acid";"";"7664-38-2";"H3O4P";"inorganic acids";"1";"recommended";"<85";"250";"";"";"16";"";"";"";"";"";"";"";"";"";""
"20";"Chlorendic Unsaturated Polyester, Glass Fiber-Reinforced (190 + 47)";"HET acid polyester-Polifos 190 + 47 phr styrene";"phosphoric acid";"orthophosphoric acid";"vapor & condensate";"7664-38-2";"H3O4P";"inorganic acids";"1";"recommended";"70";"302";"";"";"16";"";"";"";"";"";"";"";"";"";""
"21";"Chlorendic Unsaturated Polyester, Glass Fiber-Reinforced (190 + 47)";"HET acid polyester-Polifos 190 + 47 phr styrene";"phosphoric acid";"orthophosphoric acid";"super phosphoric (74% P2O5)";"7664-38-2";"H3O4P";"inorganic acids";"1";"recommended";"100";"180";"<6";"";"16";"";"";"";"";"";"";"";"";"";""
"22";"Chlorendic Unsaturated Polyester, Glass Fiber-Reinforced (190 + 47)";"HET acid polyester-Polifos 190 + 47 phr styrene";"phosphoric acid";"orthophosphoric acid";"wet process, concentrated acid";"7664-38-2";"H3O4P";"inorganic acids";"1";"recommended";"100";"190";"";"";"16";"";"";"";"";"";"";"";"";"";""
"23";"Chlorendic Unsaturated Polyester, Glass Fiber-Reinforced (869 + 44.5)";"HET acid polyester-Polifos 869 + 44.5 phr styrene";"phosphoric acid";"orthophosphoric acid";"";"7664-38-2";"H3O4P";"inorganic acids";"1";"recommended";"<85";"250";"<6";"";"16";"";"";"";"";"";"";"";"";"";""
"24";"Chlorinated Polyvinyl Chloride (CPVC)";"";"phosphoric acid";"orthophosphoric acid";"";"7664-38-2";"H3O4P";"inorganic acids";"1";"recommended";"10 – 20";"70 – 175";"";"";"1";"";"";"";"";"";"";"";"";"";""
"25";"Chlorinated Polyvinyl Chloride (CPVC)";"";"phosphoric acid";"orthophosphoric acid";"";"7664-38-2";"H3O4P";"inorganic acids";"1";"recommended";"70 – 80";"70 – 175";"";"";"1";"";"";"";"";"";"";"";"";"";""
"26";"Chlorosulfonated Polyethylene";"";"phosphoric acid";"orthophosphoric acid";"";"7664-38-2";"H3O4P";"inorganic acids";"1";"recommended";"10 – 40";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";""
"27";"Chlorosulfonated Polyethylene";"";"phosphoric acid";"orthophosphoric acid";"";"7664-38-2";"H3O4P";"inorganic acids";"1";"recommended";"60";"70 – 212";"";"";"1";"";"";"";"";"";"";"";"";"";""
"28";"Chlorosulfonated Polyethylene";"";"phosphoric acid";"orthophosphoric acid";"";"7664-38-2";"H3O4P";"inorganic acids";"1";"recommended";"80 – 85";"70 – 212";"";"";"1";"";"";"";"";"";"";"";"";"";""
"29";"Concrete";"";"phosphoric acid";"orthophosphoric acid";"";"7664-38-2";"H3O4P";"inorganic acids";"2";"questionable";">10";"60 – 70";"";"no sulfuric acid or sulfates";"1";"";"";"";"";"";"";"";"";"";""
"30";"Epoxy Cements";"";"phosphoric acid";"orthophosphoric acid";"";"7664-38-2";"H3O4P";"inorganic acids";"2";"questionable";"50";"68";"<6";"";"5";"";"";"";"";"";"";"";"";"";""
"31";"Epoxy Cements";"";"phosphoric acid";"orthophosphoric acid";"";"7664-38-2";"H3O4P";"inorganic acids";"3";"not recommended";"50";"140";"";"";"5";"";"";"";"";"";"";"";"";"";""
"32";"Epoxy Cements";"";"phosphoric acid";"orthophosphoric acid";"";"7664-38-2";"H3O4P";"inorganic acids";"3";"not recommended";"100";"68";"";"";"5";"";"";"";"";"";"";"";"";"";""
"33";"Epoxy Cements";"";"phosphoric acid";"orthophosphoric acid";"";"7664-38-2";"H3O4P";"inorganic acids";"3";"not recommended";"100";"140";"";"";"5";"";"";"";"";"";"";"";"";"";""
"34";"Epoxy Resin, Asbestos/ Glass Fiber- Reinforced";"";"phosphoric acid";"orthophosphoric acid";"";"7664-38-2";"H3O4P";"inorganic acids";"2";"questionable";"10 – 50";"125 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";""
"35";"Epoxy Resin, Asbestos/ Glass Fiber- Reinforced";"";"phosphoric acid";"orthophosphoric acid";"";"7664-38-2";"H3O4P";"inorganic acids";"2";"questionable";"10 – 80";"100 – 125";"";"";"1";"";"";"";"";"";"";"";"";"";""
"36";"Epoxy Resin, Asbestos/ Glass Fiber- Reinforced";"";"phosphoric acid";"orthophosphoric acid";"";"7664-38-2";"H3O4P";"inorganic acids";"1";"recommended; over 3 years";">10";"50 – 100";">12";"";"1";"";"";"";"";"";"";"";"";"";""
"37";"Epoxy Resin, Glass Fiber- Reinforced";"";"phosphoric acid";"orthophosphoric acid";"";"7664-38-2";"H3O4P";"inorganic acids";"1";"recommended";"2";"70 – 225";"";"";"1, 19";"";"";"";"";"";"";"";"";"";""
"38";"Epoxy Resin, Glass Fiber- Reinforced";"";"phosphoric acid";"orthophosphoric acid";"";"7664-38-2";"H3O4P";"inorganic acids";"1";"recommended";"10";"70 – 175";"";"";"1, 19";"";"";"";"";"";"";"";"";"";""
"39";"Epoxy Resin, Glass Fiber- Reinforced";"";"phosphoric acid";"orthophosphoric acid";"";"7664-38-2";"H3O4P";"inorganic acids";"1";"recommended";"10 – 20";"70 – 150";"";"";"1, 19";"";"";"";"";"";"";"";"";"";""
"40";"Epoxy Resin, Glass Fiber- Reinforced";"";"phosphoric acid";"orthophosphoric acid";"";"7664-38-2";"H3O4P";"inorganic acids";"1";"recommended";"50";"70 – 150";"";"";"1, 19";"";"";"";"";"";"";"";"";"";""
"41";"Epoxy Resin, Glass Fiber- Reinforced";"";"phosphoric acid";"orthophosphoric acid";"";"7664-38-2";"H3O4P";"inorganic acids";"1";"recommended";"90";"75";"";"";"1, 19";"";"";"";"";"";"";"";"";"";""
"42";"Epoxy Resin, Glass Fiber- Reinforced";"";"phosphoric acid";"orthophosphoric acid";"";"7664-38-2";"H3O4P";"inorganic acids";"3";"not recommended";"90";"125 – 150";"";"";"1, 19";"";"";"";"";"";"";"";"";"";""
"43";"Ethylene Tetrafluoroethylene Copolymer (ETFE)";"";"phosphoric acid";"orthophosphoric acid";"";"7664-38-2";"H3O4P";"inorganic acids";"1";"recommended";"<95";"32 – 250";"";"";"1, 9, 10";"";"";"";"";"";"";"";"";"";""
"44";"Ethylene Tetrafluoroethylene Copolymer (ETFE)";"Teflon; Hostaflon; Fluon";"phosphoric acid";"orthophosphoric acid";"";"7664-38-2";"H3O4P";"inorganic acids";"1";"recommended";"any";"250 – 400";"[>12]";"";"1, 9, 10";"";"";"";"";"";"";"";"";"";""
"45";"Ethylene Tetrafluoroethylene Copolymer (ETFE)";"";"phosphoric acid";"orthophosphoric acid";"";"7664-38-2";"H3O4P";"inorganic acids";"1";"recommended; strength loss, steady state reached in 1 week exposure";"100";"32 – 250";"[";"";"1, 9, 10";"";"";"";"";"";"";"";"";"";""
"46";"Fluorinated Ethylene Propylene Copolymer (FEP)/ Polytetrafluoroethylene (PTFE)";"";"phosphoric acid";"orthophosphoric acid";"";"7664-38-2";"H3O4P";"inorganic acids";"1";"recommended";"10";"70 – 150";"";"immersed, cyclic immersion";"1, 10, 22";"";"";"";"";"";"";"";"";"";""
"47";"Fluorinated Ethylene Propylene Copolymer (FEP)/ Polytetrafluoroethylene (PTFE)";"";"phosphoric acid";"orthophosphoric acid";"";"7664-38-2";"H3O4P";"inorganic acids";"1";"recommended; >12 months";"20 – 40";"200 – 250";"";"";"1, 10, 22";"";"";"";"";"";"";"";"";"";""
"48";"Fluorinated Ethylene Propylene Copolymer (FEP)/ Polytetrafluoroethylene (PTFE)";"";"phosphoric acid";"orthophosphoric acid";"";"7664-38-2";"H3O4P";"inorganic acids";"1";"recommended";"50";"75 – 250";"";"~2.5% sulfur dioxide, immersed, cyclic immersion";"1, 10, 22";"";"";"";"";"";"";"";"";"";""
"49";"Fluorinated Ethylene Propylene Copolymer (FEP)/ Polytetrafluoroethylene (PTFE)";"";"phosphoric acid";"orthophosphoric acid";"";"7664-38-2";"H3O4P";"inorganic acids";"1";"recommended";"80";"70 – 150";"";"immersed, cyclic immersion";"1, 10, 22";"";"";"";"";"";"";"";"";"";""
"50";"Fluorinated Ethylene Propylene Copolymer (FEP)/ Polytetrafluoroethylene (PTFE)";"";"phosphoric acid";"orthophosphoric acid";"";"7664-38-2";"H3O4P";"inorganic acids";"1";"recommended";"100";"200 – 212";"";"immersed, cyclic immersion";"1, 10, 22";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Corrosion Survey Database (COR•SUR) © 2002 NACE International";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
