sep=;
"Title: Corrosion Survey Database (COR•SUR)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Table: Hexafluoroxylene";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"DOWNLOAD SHOWS ONLY THE DISPLAYED DATA, UP TO 50 ROWS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"No.";"material or substance name";"exposure medium";"exposure medium class";"conc. (%)";"temp. (°F)";"corrosion rate (mil/yr)";"reference";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1";"Alloy 20-25-4Mo (904L)";"hexafluoroxylene";"halogenated aromatics";"100";"25 – 75";"<2";"214,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2";"Alloy 20-38-3-3Cu (20Cb3/ 825)";"hexafluoroxylene";"halogenated aromatics";"100";"25 – 75";"<2";"214,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"3";"Alloy 30-44-5-3W (G-30)";"hexafluoroxylene";"halogenated aromatics";"100";"25 – 75";"<2";"214,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"4";"Aluminum Alloy (3003/ 5154)";"hexafluoroxylene";"halogenated aromatics";"100";"25 – 75";"<2";"214,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"5";"Austenitic Cr-Ni Stainless Steel (18-8; 304/ 304L/ 347)";"hexafluoroxylene";"halogenated aromatics";"100";"25 – 75";"<2";"214,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"6";"Austenitic Cr-Ni-Mo Stainless Steel (17-12-3; 316L/ 317L)";"hexafluoroxylene";"halogenated aromatics";"100";"25 – 75";"<2";"214,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"7";"Brass (>15Zn)";"hexafluoroxylene";"halogenated aromatics";"100";"25 – 75";"<2";"214,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"8";"Cast Iron, Gray/ Ductile";"hexafluoroxylene";"halogenated aromatics";"100";"25 – 75";"<2";"214,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"9";"Copper/ Bronze/ Low Brass";"hexafluoroxylene";"halogenated aromatics";"100";"25 – 75";"<2";"214,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"10";"Copper-Nickel";"hexafluoroxylene";"halogenated aromatics";"100";"25 – 75";"<2";"214,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"11";"Cr Stainless Steel (12Cr)";"hexafluoroxylene";"halogenated aromatics";"100";"25 – 75";"<2";"214,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"12";"Cr Stainless Steel (17Cr)";"hexafluoroxylene";"halogenated aromatics";"100";"25 – 75";"<2";"214,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"13";"Gold/ Platinum";"hexafluoroxylene";"halogenated aromatics";"100";"25 – 225";"<2";"214,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"14";"Lead";"hexafluoroxylene";"halogenated aromatics";"100";"25 – 75";"<2";"214,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"15";"Mo Superalloy (Ni-Cr-Fe-9Mo; 625/ 725)";"hexafluoroxylene";"halogenated aromatics";"100";"25 – 75";"<2";"214,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
