sep=;
"Title: Corrosion Survey Database (COR•SUR)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Table: Sodium bromide";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"DOWNLOAD SHOWS ONLY THE DISPLAYED DATA, UP TO 50 ROWS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"No.";"material or substance name";"material synonym";"exposure medium";"exposure medium note";"exposure medium CAS RN";"exposure medium formula";"exposure medium class";"NACE resistance rating (unitless)";"resistance note";"conc. (%)";"temp. (°F)";"exposure time (mo (30))";"test note";"reference";"";"";"";"";"";"";"";"";"";"";""
"1";"Acrylonitrile Butadiene Styrene Polymer (ABS)";"";"sodium bromide";"";"7647-15-6";"BrNa";"salts";"1";"recommended";"100";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"2";"Chlorendic Unsaturated Polyester, Glass Fiber-Reinforced (190 + 47)";"HET acid polyester-Polifos 190 + 47 phr styrene";"sodium bromide";"";"7647-15-6";"BrNa";"salts";"1";"recommended";"any";"250";"<6";"";"16";"";"";"";"";"";"";"";"";"";"";""
"3";"Chlorendic Unsaturated Polyester, Glass Fiber-Reinforced (869 + 44.5)";"HET acid polyester-Polifos 869 + 44.5 phr styrene";"sodium bromide";"";"7647-15-6";"BrNa";"salts";"1";"recommended";"any";"250";"<6";"";"16";"";"";"";"";"";"";"";"";"";"";""
"4";"Chlorinated Polyvinyl Chloride (CPVC)";"";"sodium bromide";"";"7647-15-6";"BrNa";"salts";"1";"recommended";"100";"70 – 212";"";"";"1, 20";"";"";"";"";"";"";"";"";"";"";""
"5";"Epoxy Resin, Glass Fiber- Reinforced";"";"sodium bromide";"";"7647-15-6";"BrNa";"salts";"1";"recommended";"20";"70 – 225";"";"";"1, 19";"";"";"";"";"";"";"";"";"";"";""
"6";"Epoxy Resin, Glass Fiber- Reinforced";"";"sodium bromide";"saturated";"7647-15-6";"BrNa";"salts";"1";"recommended";"100";"70 – 225";"";"";"1, 19";"";"";"";"";"";"";"";"";"";"";""
"7";"Nylon";"";"sodium bromide";"";"7647-15-6";"BrNa";"salts";"1";"recommended";"100";"60 – 70";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"8";"Polyesters, Glass Fiber-Reinforced";"";"sodium bromide";"";"7647-15-6";"BrNa";"salts";"1";"recommended; recommended for 20 bromide; 20 bromate ";">10";"70 – 250";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"9";"Polyethylene (PE)";"";"sodium bromide";"";"7647-15-6";"BrNa";"salts";"1";"recommended";"10";"70 – 150";"";"oil solution also";"1, 21";"";"";"";"";"";"";"";"";"";"";""
"10";"Polymethyl Methacrylate (PMMA)";"";"sodium bromide";"";"7647-15-6";"BrNa";"salts";"1";"recommended";"100";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"11";"Polypropylene (PP)";"";"sodium bromide";"";"7647-15-6";"BrNa";"salts";"1";"recommended";"100";"70 – 212";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"12";"Polyvinyl Chloride (PVC)";"";"sodium bromide";"";"7647-15-6";"BrNa";"salts";"1";"recommended";"100";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"13";"Polyvinylidene Fluoride (PVDF)";"Kynar";"sodium bromide";"";"7647-15-6";"BrNa";"salts";"1";"recommended";"100";"70 – 285";"";"";"1, 17";"";"";"";"";"";"";"";"";"";"";""
"14";"Styrene Acrylonitrile Copolymer (SAN)";"";"sodium bromide";"saturated";"7647-15-6";"BrNa";"salts";"1";"recommended";"80";"70 – 125";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"15";"Styrene Acrylonitrile Copolymer (SAN)";"";"sodium bromide";"";"7647-15-6";"BrNa";"salts";"1";"recommended";">80";"70 – 125";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"16";"Styrene Acrylonitrile Copolymer (SAN)";"";"sodium bromide";"saturated";"7647-15-6";"BrNa";"salts";"1";"recommended";"90";"70 – 125";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"17";"Styrene Acrylonitrile Copolymer (SAN)";"";"sodium bromide";"crystal, powders, solids";"7647-15-6";"BrNa";"salts";"1";"recommended";"100";"70 – 125";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"18";"Vinyl Ester Resins";"";"sodium bromide";"";"7647-15-6";"BrNa";"salts";"1";"recommended";">10";"70 – 210";"";"";"7";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Corrosion Survey Database (COR•SUR) © 2002 NACE International";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
