sep=;
"Title: Corrosion Survey Database (COR•SUR)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Table: Benzaldehyde";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"DOWNLOAD SHOWS ONLY THE DISPLAYED DATA, UP TO 50 ROWS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"No.";"material or substance name";"exposure medium";"exposure medium synonym";"exposure medium CAS RN";"exposure medium formula";"exposure medium class";"conc. (%)";"temp. (°F)";"corrosion rate (mil/yr)";"reference";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"23";"Nickel Cast Iron (15-35Ni)";"benzaldehyde";"benzenecarboxaldehyde";"100-52-7";"C7H6O";"aldehydes";"100";"25 – 225";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"24";"Nickel-Copper (400)";"benzaldehyde";"benzenecarboxaldehyde";"100-52-7";"C7H6O";"aldehydes";"100";"25 – 375";"<20";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"25";"Ni-Cr-Fe Alloy (600/ 690)";"benzaldehyde";"benzenecarboxaldehyde";"100-52-7";"C7H6O";"aldehydes";"100";"25 – 325";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"26";"Ni-Mo Alloy (Ni-30Mo; B-2)";"benzaldehyde";"benzenecarboxaldehyde";"100-52-7";"C7H6O";"aldehydes";"100";"25 – 225";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"27";"Silicon Cast Iron (14Si)";"benzaldehyde";"benzenecarboxaldehyde";"100-52-7";"C7H6O";"aldehydes";"100";"52 – 372";"<2";"218";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"28";"Silver";"benzaldehyde";"benzenecarboxaldehyde";"100-52-7";"C7H6O";"aldehydes";"100";"25 – 175";"<20";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"29";"Silver";"benzaldehyde";"benzenecarboxaldehyde";"100-52-7";"C7H6O";"aldehydes";"100";"175 – 225";">50";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"30";"Steels, Carbon/ Low Alloy";"benzaldehyde";"benzenecarboxaldehyde";"100-52-7";"C7H6O";"aldehydes";"100";"25 – 225";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"31";"Superferritic Stainless Steel (26-1)";"benzaldehyde";"benzenecarboxaldehyde";"100-52-7";"C7H6O";"aldehydes";"100";"25 – 225";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"32";"Tantalum";"benzaldehyde";"benzenecarboxaldehyde";"100-52-7";"C7H6O";"aldehydes";"100";"25 – 225";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"33";"Titanium, Unalloyed";"benzaldehyde";"benzenecarboxaldehyde";"100-52-7";"C7H6O";"aldehydes";"100";"25 – 75";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"34";"Zirconium";"benzaldehyde";"benzenecarboxaldehyde";"100-52-7";"C7H6O";"aldehydes";"100";"25 – 225";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Corrosion Survey Database (COR•SUR) © 2002 NACE International";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
