sep=;
"Title: Corrosion Survey Database (COR•SUR)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Table: Ethyl stearate";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"DOWNLOAD SHOWS ONLY THE DISPLAYED DATA, UP TO 50 ROWS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"No.";"material or substance name";"exposure medium";"exposure medium synonym";"exposure medium CAS RN";"exposure medium formula";"exposure medium class";"conc. (%)";"temp. (°F)";"corrosion rate (mil/yr)";"reference";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1";"Alloy 20-38-3-3Cu (20Cb3/ 825)";"ethyl stearate";"ethyl octadecanoate";"111-61-5";"C20H40O2";"esters";"100";"91 – 225";"<20";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2";"Alloy 30-44-5-3W (G-30)";"ethyl stearate";"ethyl octadecanoate";"111-61-5";"C20H40O2";"esters";"100";"91 – 225";"<20";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"3";"Aluminum Alloy (3003/ 5154)";"ethyl stearate";"ethyl octadecanoate";"111-61-5";"C20H40O2";"esters";"100";"91 – 225";"<20";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"4";"Austenitic Cr-Ni Stainless Steel (18-8; 304/ 304L/ 347)";"ethyl stearate";"ethyl octadecanoate";"111-61-5";"C20H40O2";"esters";"100";"91 – 225";"<2";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"5";"Austenitic Cr-Ni-Mo Stainless Steel (17-12-3; 316L/ 317L)";"ethyl stearate";"ethyl octadecanoate";"111-61-5";"C20H40O2";"esters";"100";"91 – 225";"<2";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"6";"Brass (>15Zn)";"ethyl stearate";"ethyl octadecanoate";"111-61-5";"C20H40O2";"esters";"100";"91 – 225";"<20";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"7";"Cast Iron, Gray/ Ductile";"ethyl stearate";"ethyl octadecanoate";"111-61-5";"C20H40O2";"esters";"100";"91 – 225";"<20";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"8";"Copper/ Bronze/ Low Brass";"ethyl stearate";"ethyl octadecanoate";"111-61-5";"C20H40O2";"esters";"100";"91 – 225";"<20";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"9";"Cr Stainless Steel (12Cr)";"ethyl stearate";"ethyl octadecanoate";"111-61-5";"C20H40O2";"esters";"100";"91 – 225";"<2";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"10";"Cr Stainless Steel (17Cr)";"ethyl stearate";"ethyl octadecanoate";"111-61-5";"C20H40O2";"esters";"100";"91 – 225";"<2";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"11";"Gold/ Platinum";"ethyl stearate";"ethyl octadecanoate";"111-61-5";"C20H40O2";"esters";"100";"91 – 225";"<2";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"12";"Lead";"ethyl stearate";"ethyl octadecanoate";"111-61-5";"C20H40O2";"esters";"100";"91 – 225";"<20";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"13";"Nickel (200)";"ethyl stearate";"ethyl octadecanoate";"111-61-5";"C20H40O2";"esters";"100";"91 – 225";"<20";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"14";"Nickel Cast Iron (15-35Ni)";"ethyl stearate";"ethyl octadecanoate";"111-61-5";"C20H40O2";"esters";"100";"91 – 225";"<20";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"15";"Nickel-Copper (400)";"ethyl stearate";"ethyl octadecanoate";"111-61-5";"C20H40O2";"esters";"100";"91 – 225";"<20";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"16";"Ni-Cr-Fe Alloy (600/ 690)";"ethyl stearate";"ethyl octadecanoate";"111-61-5";"C20H40O2";"esters";"100";"91 – 225";"<20";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"17";"Ni-Mo Alloy (Ni-30Mo; B-2)";"ethyl stearate";"ethyl octadecanoate";"111-61-5";"C20H40O2";"esters";"100";"91 – 225";"<20";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"18";"Silicon Cast Iron (14Si)";"ethyl stearate";"ethyl octadecanoate";"111-61-5";"C20H40O2";"esters";"100";"91 – 237";"<20";"218,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"19";"Steels, Carbon/ Low Alloy";"ethyl stearate";"ethyl octadecanoate";"111-61-5";"C20H40O2";"esters";"100";"91 – 225";"<20";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"20";"Superferritic Stainless Steel (26-1)";"ethyl stearate";"ethyl octadecanoate";"111-61-5";"C20H40O2";"esters";"100";"91 – 225";"<2";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"21";"Tantalum";"ethyl stearate";"ethyl octadecanoate";"111-61-5";"C20H40O2";"esters";"100";"91 – 225";"<2";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"22";"Titanium, Unalloyed";"ethyl stearate";"ethyl octadecanoate";"111-61-5";"C20H40O2";"esters";"100";"91 – 225";"<2";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"23";"Zirconium";"ethyl stearate";"ethyl octadecanoate";"111-61-5";"C20H40O2";"esters";"100";"91 – 225";"<2";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Corrosion Survey Database (COR•SUR) © 2002 NACE International";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
