sep=;
"Title: Corrosion Survey Database (COR•SUR)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Table: Potassium bitartrate";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"DOWNLOAD SHOWS ONLY THE DISPLAYED DATA, UP TO 50 ROWS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"No.";"material or substance name";"exposure medium";"exposure medium synonym";"exposure medium CAS RN";"exposure medium formula";"exposure medium class";"conc. (%)";"temp. (°F)";"corrosion rate (mil/yr)";"reference";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1";"Alloy 20-25-4Mo (904L)";"potassium bitartrate";"potassium hydrogen tartrate";"868-14-4";"C4H5KO6";"organic acid salts";"<1";"212";"<2";"189";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2";"Alloy 20-38-3-3Cu (20Cb3/ 825)";"potassium bitartrate";"potassium hydrogen tartrate";"868-14-4";"C4H5KO6";"organic acid salts";"1";"25 – 225";"<20";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"3";"Alloy 30-44-5-3W (G-30)";"potassium bitartrate";"potassium hydrogen tartrate";"868-14-4";"C4H5KO6";"organic acid salts";"1";"25 – 225";"<20";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"4";"Aluminum Alloy (3003/ 5154)";"potassium bitartrate";"potassium hydrogen tartrate";"868-14-4";"C4H5KO6";"organic acid salts";"<1";"60";"<20";"220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"5";"Aluminum Alloy (3003/ 5154)";"potassium bitartrate";"potassium hydrogen tartrate";"868-14-4";"C4H5KO6";"organic acid salts";"<1";"80";">50";"220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"6";"Austenitic Cr-Ni Stainless Steel (18-8; 304/ 304L/ 347)";"potassium bitartrate";"potassium hydrogen tartrate";"868-14-4";"C4H5KO6";"organic acid salts";"<2";"212";"20 – 50";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"7";"Austenitic Cr-Ni Stainless Steel (18-8; 304/ 304L/ 347)";"potassium bitartrate";"potassium hydrogen tartrate";"868-14-4";"C4H5KO6";"organic acid salts";"1";"25 – 75";">50";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"8";"Austenitic Cr-Ni-Mo Stainless Steel (17-12-3; 316L/ 317L)";"potassium bitartrate";"potassium hydrogen tartrate";"868-14-4";"C4H5KO6";"organic acid salts";"<2";"212";"<2";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"9";"Austenitic Cr-Ni-Mo Stainless Steel (17-12-3; 316L/ 317L)";"potassium bitartrate";"potassium hydrogen tartrate";"868-14-4";"C4H5KO6";"organic acid salts";"1";"25 – 210";"<20";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"10";"Cast Iron, Gray/ Ductile";"potassium bitartrate";"potassium hydrogen tartrate";"868-14-4";"C4H5KO6";"organic acid salts";"1";"25 – 75";">50";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
