sep=;
"Title: Corrosion Survey Database (COR•SUR)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Table: Potassium bitartrate";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"DOWNLOAD SHOWS ONLY THE DISPLAYED DATA, UP TO 50 ROWS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"No.";"material or substance name";"exposure medium";"exposure medium synonym";"exposure medium CAS RN";"exposure medium formula";"exposure medium class";"conc. (%)";"temp. (°F)";"corrosion rate (mil/yr)";"reference";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"11";"Cr Stainless Steel (12Cr)";"potassium bitartrate";"potassium hydrogen tartrate";"868-14-4";"C4H5KO6";"organic acid salts";"1";"175 – 225";">50";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"12";"Cr Stainless Steel (17Cr)";"potassium bitartrate";"potassium hydrogen tartrate";"868-14-4";"C4H5KO6";"organic acid salts";"1";"175 – 225";">50";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"13";"Nickel (200)";"potassium bitartrate";"potassium hydrogen tartrate";"868-14-4";"C4H5KO6";"organic acid salts";"1";"25 – 225";"<20";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"14";"Silicon Cast Iron (14Si)";"potassium bitartrate";"potassium hydrogen tartrate";"868-14-4";"C4H5KO6";"organic acid salts";"1";"97 – 147";">50";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"15";"Silicon Cast Iron (14Si)";"potassium bitartrate";"potassium hydrogen tartrate";"868-14-4";"C4H5KO6";"organic acid salts";"1";"187 – 237";">50";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"16";"Silver";"potassium bitartrate";"potassium hydrogen tartrate";"868-14-4";"C4H5KO6";"organic acid salts";"1";"25 – 225";"<2";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"17";"Steels, Carbon/ Low Alloy";"potassium bitartrate";"potassium hydrogen tartrate";"868-14-4";"C4H5KO6";"organic acid salts";"1";"25 – 75";">50";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"18";"Superferritic Stainless Steel (26-1)";"potassium bitartrate";"potassium hydrogen tartrate";"868-14-4";"C4H5KO6";"organic acid salts";"1";"25 – 225";"<20";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"19";"Titanium, Unalloyed";"potassium bitartrate";"potassium hydrogen tartrate";"868-14-4";"C4H5KO6";"organic acid salts";"<1";"212";"<2";"189";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Corrosion Survey Database (COR•SUR) © 2002 NACE International";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
