sep=;
"Title: Corrosion Survey Database (COR•SUR)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Table: Polychloroprene";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"DOWNLOAD SHOWS ONLY THE DISPLAYED DATA, UP TO 50 ROWS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"No.";"material or substance name";"exposure medium";"exposure medium synonym";"exposure medium note";"exposure medium CAS RN";"exposure medium formula";"exposure medium class";"NACE resistance rating (unitless)";"resistance note";"conc. (%)";"temp. (°F)";"exposure time (mo (30))";"test note";"reference";"";"";"";"";"";"";"";"";"";"";""
"1";"Polychloroprene";"acetaldehyde";"ethanal";"";"75-07-0";"C2H4O";"aldehydes";"1";"recommended";"40";"70 – 100";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"2";"Polychloroprene";"acetaldehyde";"ethanal";"";"75-07-0";"C2H4O";"aldehydes";"2";"questionable";"40";"100 – 175";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"3";"Polychloroprene";"acetaldehyde";"ethanal";"";"75-07-0";"C2H4O";"aldehydes";"2";"questionable";"100";"60 – 70";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"4";"Polychloroprene";"acetic acid";"ethanoic acid";"";"64-19-7";"C2H4O2";"organic (weak) acids";"3";"not recommended; weight gain ";"10";"175 – 212";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"5";"Polychloroprene";"acetic acid";"ethanoic acid";"";"64-19-7";"C2H4O2";"organic (weak) acids";"1";"recommended";"10 – 60";"70 – 150";"";"glacial also";"1";"";"";"";"";"";"";"";"";"";"";""
"6";"Polychloroprene";"acetic acid";"ethanoic acid";"";"64-19-7";"C2H4O2";"organic (weak) acids";"1";"recommended";"80";"70 – 100";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"7";"Polychloroprene";"acetic acid";"ethanoic acid";"";"64-19-7";"C2H4O2";"organic (weak) acids";"2";"questionable";"80";"100 – 212";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"8";"Polychloroprene";"acetic acid";"ethanoic acid";"";"64-19-7";"C2H4O2";"organic (weak) acids";"2";"questionable";"85";"70 – 212";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"9";"Polychloroprene";"acetic acid";"ethanoic acid";"";"64-19-7";"C2H4O2";"organic (weak) acids";"2";"questionable";"100";"70 – 100";"";"no water";"1";"";"";"";"";"";"";"";"";"";"";""
"10";"Polychloroprene";"acetic acid";"ethanoic acid";"";"64-19-7";"C2H4O2";"organic (weak) acids";"3";"not recommended";"100";"100 – 175";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"11";"Polychloroprene";"acetone";"2-propanone";"";"67-64-1";"C3H6O";"ketones";"1";"recommended";"10";"60 – 70";"";"traces";"1";"";"";"";"";"";"";"";"";"";"";""
"12";"Polychloroprene";"acetone";"2-propanone";"";"67-64-1";"C3H6O";"ketones";"3";"not recommended; weight gain, ";"100";"70 – 125";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"13";"Polychloroprene";"acetone";"2-propanone";"";"67-64-1";"C3H6O";"ketones";"3";"not recommended";"100";"125 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"14";"Polychloroprene";"acrylonitrile";"propenenitrile";"";"107-13-1";"C3H3N";"nitriles";"1";"recommended";"100";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"15";"Polychloroprene";"adipic acid";"";"saturated";"124-04-9";"C6H10O4";"organic (weak) acids";"1";"recommended";"10";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"16";"Polychloroprene";"allyl alcohol";"2-propen-1-ol";"";"107-18-6";"C3H6O";"alcohols";"2";"questionable";"96";"60 – 70";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"17";"Polychloroprene";"allyl alcohol";"2-propen-1-ol";"";"107-18-6";"C3H6O";"alcohols";"3";"not recommended";"96";"70 – 175";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"18";"Polychloroprene";"aluminum chloride";"aluminum trichloride";"saturated";"7446-70-0";"AlCl3";"salts";"1";"recommended";"10 – 70";"70 – 212";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"19";"Polychloroprene";"aluminum potassium sulfate";"potassium aluminum sulfate";"";"10043-67-1";"AlKO8S2";"salts";"1";"recommended";">10";"70 – 212";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"20";"Polychloroprene";"aluminum sulfate";"alunogenite";"saturated";"10043-01-3";"Al2O12S3";"salts";"1";"recommended";"10 – 90";"70 – 212";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"21";"Polychloroprene";"aminoacetic acid";"glycine";"";"56-40-6";"C2H5NO2";"organic (weak) acids";"1";"recommended";"10";"70 – 100";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"22";"Polychloroprene";"ammonia";"";"saturated";"7664-41-7";"H3N";"bases";"1";"recommended";"10";"100 – 175";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"23";"Polychloroprene";"ammonia";"";"";"7664-41-7";"H3N";"bases";"2";"questionable";"10";"175 – 212";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"24";"Polychloroprene";"ammonia";"";"";"7664-41-7";"H3N";"bases";"1";"recommended";"100";"-27.4";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"25";"Polychloroprene";"ammonia";"";"liquid";"7664-41-7";"H3N";"bases";"1";"recommended";"100";"15 – 32";"";"liquid";"1";"";"";"";"";"";"";"";"";"";"";""
"26";"Polychloroprene";"ammonia";"";"";"7664-41-7";"H3N";"bases";"1";"recommended";"100";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"27";"Polychloroprene";"ammonium acetate";"";"";"631-61-8";"C2H7NO2";"salts";"1";"recommended";"10 – 90";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"28";"Polychloroprene";"ammonium carbonate";"";"";"506-87-6";"CH8N2O3";"salts";"1";"recommended";"10 – 90";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"29";"Polychloroprene";"ammonium chloride";"sal ammoniac";"saturated";"12125-02-9";"ClH4N";"salts";"1";"recommended";"10 – 50";"70 – 80";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"30";"Polychloroprene";"ammonium chloride";"sal ammoniac";"";"12125-02-9";"ClH4N";"salts";"1";"recommended";"10 – 60";"80 – 90";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"31";"Polychloroprene";"ammonium chloride";"sal ammoniac";"";"12125-02-9";"ClH4N";"salts";"1";"recommended";"10 – 70";"90 – 212";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"32";"Polychloroprene";"ammonium fluoride";"";"";"12125-01-8";"FH4N";"salts";"1";"recommended";"10 – 20";"70 – 212";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"33";"Polychloroprene";"ammonium hydroxide";"ammonia solution";"";"1336-21-6";"H5NO";"bases";"1";"recommended";"100";"70 – 80";"<1";"";"1";"";"";"";"";"";"";"";"";"";"";""
"34";"Polychloroprene";"ammonium nitrate";"";"";"6484-52-2";"H4N2O3";"salts";"1";"recommended";">10";"70 – 212";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"35";"Polychloroprene";"ammonium phosphate";"";"";"";"";"salts";"1";"recommended";">10";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"36";"Polychloroprene";"ammonium sulfate";"";"";"7783-20-2";"H8N2O4S";"salts";"1";"recommended";">10";"70 – 212";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"37";"Polychloroprene";"ammonium sulfide";"";"";"12135-76-1";"H8N2S";"salts";"1";"recommended";"10 – 90";"70 – 212";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"38";"Polychloroprene";"amyl acetate";"pentyl acetate";"";"628-63-7";"C7H14O2";"esters";"3";"not recommended; swollen";"100";"60 – 70";"<1";"";"1";"";"";"";"";"";"";"";"";"";"";""
