sep=;
"Title: Corrosion Survey Database (COR•SUR)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Table: Chlorodifluoroethane";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"DOWNLOAD SHOWS ONLY THE DISPLAYED DATA, UP TO 50 ROWS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"No.";"material or substance name";"exposure medium";"exposure medium class";"conc. (%)";"temp. (°F)";"corrosion rate (mil/yr)";"reference";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1";"Alloy 20-25-4Mo (904L)";"chlorodifluoroethane";"chlorofluorocarbons";"100";"25 – 75";"<20";"32,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2";"Alloy 20-38-3-3Cu (20Cb3/ 825)";"chlorodifluoroethane";"chlorofluorocarbons";"100";"25 – 75";"<20";"32,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"3";"Alloy 30-44-5-3W (G-30)";"chlorodifluoroethane";"chlorofluorocarbons";"100";"25 – 75";"<20";"32,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"4";"Aluminum Alloy (3003/ 5154)";"chlorodifluoroethane";"chlorofluorocarbons";"100";"25 – 75";"<20";"32,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"5";"Austenitic Cr-Ni Stainless Steel (18-8; 304/ 304L/ 347)";"chlorodifluoroethane";"chlorofluorocarbons";"100";"25 – 75";"<20";"32,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"6";"Austenitic Cr-Ni-Mo Stainless Steel (17-12-3; 316L/ 317L)";"chlorodifluoroethane";"chlorofluorocarbons";"100";"25 – 75";"<20";"32,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"7";"Brass (>15Zn)";"chlorodifluoroethane";"chlorofluorocarbons";"100";"25 – 75";"<20";"32,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"8";"Cast Iron, Gray/ Ductile";"chlorodifluoroethane";"chlorofluorocarbons";"100";"25 – 75";"<20";"32,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"9";"Copper/ Bronze/ Low Brass";"chlorodifluoroethane";"chlorofluorocarbons";"100";"25 – 75";"<20";"32,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"10";"Copper-Nickel";"chlorodifluoroethane";"chlorofluorocarbons";"100";"25 – 75";"<20";"32,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"11";"Lead";"chlorodifluoroethane";"chlorofluorocarbons";"100";"25 – 75";"<20";"32,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"12";"Mo Superalloy (Ni-Cr-Fe-9Mo; 625/ 725)";"chlorodifluoroethane";"chlorofluorocarbons";"100";"25 – 75";"<20";"32,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"13";"Mo Superalloy (Ni-16Cr-16Mo; C276)";"chlorodifluoroethane";"chlorofluorocarbons";"100";"25 – 75";"<20";"32,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"14";"Mo Superalloy (Ni-20Cr-16Mo-4W; 686)";"chlorodifluoroethane";"chlorofluorocarbons";"100";"25 – 75";"<20";"32,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
