sep=;
"Title: Corrosion Survey Database (COR•SUR)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Table: Aluminum chloride";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"DOWNLOAD SHOWS ONLY THE DISPLAYED DATA, UP TO 50 ROWS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"No.";"material or substance name";"exposure medium";"exposure medium synonym";"exposure medium CAS RN";"exposure medium formula";"exposure medium class";"resistance note";"conc. (%)";"temp. (°F)";"corrosion rate (mil/yr)";"reference";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"17";"Alloy 30-44-5-3W (G-30)";"aluminum chloride";"aluminum trichloride";"7446-70-0";"AlCl3";"salts";"";"100";"125 – 175";"<20";"5,152,158,210,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"18";"Aluminum Alloy (3003/ 5154)";"aluminum chloride";"aluminum trichloride";"7446-70-0";"AlCl3";"salts";"";"5 – 40";"25 – 75";">50";"5,152,210,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"19";"Aluminum Alloy (3003/ 5154)";"aluminum chloride";"aluminum trichloride";"7446-70-0";"AlCl3";"salts";"";"100";"25 – 75";"<2";"5,152,210,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"20";"Austenitic Cr-Ni Stainless Steel (18-8; 304/ 304L/ 347)";"aluminum chloride";"aluminum trichloride";"7446-70-0";"AlCl3";"salts";"pitting; stress corrosion cracking";"5 – 40";"25 – 75";">50";"5,152,210,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"21";"Austenitic Cr-Ni Stainless Steel (18-8; 304/ 304L/ 347)";"aluminum chloride";"aluminum trichloride";"7446-70-0";"AlCl3";"salts";"";"15 – 25";"275 – 325";">50";"5,152,210,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"22";"Austenitic Cr-Ni Stainless Steel (18-8; 304/ 304L/ 347)";"aluminum chloride";"aluminum trichloride";"7446-70-0";"AlCl3";"salts";"";"100";"25 – 75";">50";"5,152,210,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"23";"Austenitic Cr-Ni-Mo Stainless Steel (17-12-3; 316L/ 317L)";"aluminum chloride";"aluminum trichloride";"7446-70-0";"AlCl3";"salts";"pitting; stress corrosion cracking";"5 – 25";"25 – 75";"20 – 50";"5,152,210,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"24";"Austenitic Cr-Ni-Mo Stainless Steel (17-12-3; 316L/ 317L)";"aluminum chloride";"aluminum trichloride";"7446-70-0";"AlCl3";"salts";"";"100";"125 – 175";">50";"5,152,210,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"25";"Brass (>15Zn)";"aluminum chloride";"aluminum trichloride";"7446-70-0";"AlCl3";"salts";"";"5 – 40";"25 – 75";">50";"5,152,210,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"26";"Brass (>15Zn)";"aluminum chloride";"aluminum trichloride";"7446-70-0";"AlCl3";"salts";"";"100";"25 – 75";">50";"5,152,210,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"27";"Brass (>15Zn)";"aluminum chloride";"aluminum trichloride";"7446-70-0";"AlCl3";"salts";"";"100";"175 – 225";">50";"5,152,210,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"28";"Cast Iron, Gray/ Ductile";"aluminum chloride";"aluminum trichloride";"7446-70-0";"AlCl3";"salts";"";"5 – 40";"25 – 75";">50";"5,152,210,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"29";"Cast Iron, Gray/ Ductile";"aluminum chloride";"aluminum trichloride";"7446-70-0";"AlCl3";"salts";"";"100";"25 – 75";"<2";"5,152,210,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"30";"Cast Iron, Gray/ Ductile";"aluminum chloride";"aluminum trichloride";"7446-70-0";"AlCl3";"salts";"";"100";"125 – 175";">50";"5,152,210,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"31";"Copper/ Bronze/ Low Brass";"aluminum chloride";"aluminum trichloride";"7446-70-0";"AlCl3";"salts";"";"5 – 15";"25 – 75";"<2";"5,152,210,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"32";"Copper/ Bronze/ Low Brass";"aluminum chloride";"aluminum trichloride";"7446-70-0";"AlCl3";"salts";"";"15 – 35";"25 – 75";"<20";"5,152,210,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"33";"Copper/ Bronze/ Low Brass";"aluminum chloride";"aluminum trichloride";"7446-70-0";"AlCl3";"salts";"";"25 – 35";"75 – 225";">50";"5,152,210,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"34";"Copper/ Bronze/ Low Brass";"aluminum chloride";"aluminum trichloride";"7446-70-0";"AlCl3";"salts";"";"100";"25 – 75";"<2";"5,152,210,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"35";"Copper/ Bronze/ Low Brass";"aluminum chloride";"aluminum trichloride";"7446-70-0";"AlCl3";"salts";"";"100";"175 – 225";">50";"5,152,210,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"36";"Cr Stainless Steel (12Cr)";"aluminum chloride";"aluminum trichloride";"7446-70-0";"AlCl3";"salts";"pitting";"5 – 40";"25 – 75";">50";"5,152,210,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"37";"Cr Stainless Steel (12Cr)";"aluminum chloride";"aluminum trichloride";"7446-70-0";"AlCl3";"salts";"";"100";"25 – 75";"<2";"5,152,210,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"38";"Cr Stainless Steel (12Cr)";"aluminum chloride";"aluminum trichloride";"7446-70-0";"AlCl3";"salts";"";"100";"125 – 175";">50";"5,152,210,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"39";"Cr Stainless Steel (17Cr)";"aluminum chloride";"aluminum trichloride";"7446-70-0";"AlCl3";"salts";"pitting";"5 – 40";"25 – 75";">50";"5,152,210,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"40";"Cr Stainless Steel (17Cr)";"aluminum chloride";"aluminum trichloride";"7446-70-0";"AlCl3";"salts";"";"100";"25 – 75";"<2";"5,152,210,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"41";"Cr Stainless Steel (17Cr)";"aluminum chloride";"aluminum trichloride";"7446-70-0";"AlCl3";"salts";"";"100";"125 – 175";">50";"5,152,210,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"42";"Duplex Stainless Steel (25-6-3)";"aluminum chloride";"aluminum trichloride";"7446-70-0";"AlCl3";"salts";"";"5";"0 – 212";"<2";"5,152,158,210";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"43";"Duplex Stainless Steel (25-6-3)";"aluminum chloride";"aluminum trichloride";"7446-70-0";"AlCl3";"salts";"";"10";"0 – 212";">50";"5,152,158,210";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"44";"Duplex Stainless Steel (25-6-3)";"aluminum chloride";"aluminum trichloride";"7446-70-0";"AlCl3";"salts";"";"20 – 30";"212 – 230";">50";"5,152,158,210";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"45";"Gold/ Platinum";"aluminum chloride";"aluminum trichloride";"7446-70-0";"AlCl3";"salts";"";"5 – 40";"25 – 75";"<2";"5,152,210,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"46";"Gold/ Platinum";"aluminum chloride";"aluminum trichloride";"7446-70-0";"AlCl3";"salts";"";"100";"25 – 75";"<2";"5,152,210,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"47";"Lead";"aluminum chloride";"aluminum trichloride";"7446-70-0";"AlCl3";"salts";"";"5 – 40";"25 – 75";">50";"5,152,210,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"48";"Lead";"aluminum chloride";"aluminum trichloride";"7446-70-0";"AlCl3";"salts";"";"100";"25 – 75";">50";"5,152,210,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"49";"Mo Superalloy (Ni-Cr-Fe-9Mo; 625/ 725)";"aluminum chloride";"aluminum trichloride";"7446-70-0";"AlCl3";"salts";"";"5 – 40";"25 – 225";"<2";"5,152,210,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"50";"Mo Superalloy (Ni-Cr-Fe-9Mo; 625/ 725)";"aluminum chloride";"aluminum trichloride";"7446-70-0";"AlCl3";"salts";"";"100";"25 – 175";"<2";"5,152,210,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Corrosion Survey Database (COR•SUR) © 2002 NACE International";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
