sep=;
"Title: Corrosion Survey Database (COR•SUR)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Table: Diallyl phthalate";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"DOWNLOAD SHOWS ONLY THE DISPLAYED DATA, UP TO 50 ROWS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"No.";"material or substance name";"exposure medium";"exposure medium class";"conc. (%)";"temp. (°F)";"corrosion rate (mil/yr)";"reference";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1";"Alloy 20-38-3-3Cu (20Cb3/ 825)";"diallyl phthalate";"esters";"100";"25 – 225";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2";"Alloy 20-38-3-3Cu (20Cb3/ 825)";"diallyl phthalate";"esters";"100";"225 – 325";"<20";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"3";"Alloy 30-44-5-3W (G-30)";"diallyl phthalate";"esters";"100";"25 – 225";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"4";"Alloy 30-44-5-3W (G-30)";"diallyl phthalate";"esters";"100";"225 – 325";"<20";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"5";"Austenitic Cr-Ni Stainless Steel (18-8; 304/ 304L/ 347)";"diallyl phthalate";"esters";"100";"25 – 325";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"6";"Austenitic Cr-Ni-Mo Stainless Steel (17-12-3; 316L/ 317L)";"diallyl phthalate";"esters";"100";"25 – 325";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"7";"Brass (>15Zn)";"diallyl phthalate";"esters";"100";"25 – 225";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"8";"Cast Iron, Gray/ Ductile";"diallyl phthalate";"esters";"100";"25 – 225";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"9";"Copper/ Bronze/ Low Brass";"diallyl phthalate";"esters";"100";"25 – 225";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"10";"Copper/ Bronze/ Low Brass";"diallyl phthalate";"esters";"100";"225 – 325";">50";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"11";"Copper-Nickel";"diallyl phthalate";"esters";"100";"25 – 225";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"12";"Cr Stainless Steel (12Cr)";"diallyl phthalate";"esters";"100";"25 – 225";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"13";"Cr Stainless Steel (17Cr)";"diallyl phthalate";"esters";"100";"25 – 225";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"14";"Gold/ Platinum";"diallyl phthalate";"esters";"100";"25 – 225";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"15";"Lead";"diallyl phthalate";"esters";"100";"25 – 75";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"16";"Mo Superalloy (Ni-Cr-Fe-9Mo; 625/ 725)";"diallyl phthalate";"esters";"100";"25 – 75";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"17";"Mo Superalloy (Ni-16Cr-16Mo; C276)";"diallyl phthalate";"esters";"100";"25 – 75";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"18";"Mo Superalloy (Ni-20Cr-16Mo-4W; 686)";"diallyl phthalate";"esters";"100";"25 – 75";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"19";"Mo Superalloy (Ni-22Cr-16Mo; C22/ 59)";"diallyl phthalate";"esters";"100";"25 – 75";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"20";"Mo Superalloy (Ni-23Cr-16Mo-1Cu; C20000)";"diallyl phthalate";"esters";"100";"25 – 75";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"21";"Nickel (200)";"diallyl phthalate";"esters";"100";"25 – 75";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"22";"Nickel (200)";"diallyl phthalate";"esters";"100";"275 – 325";"20 – 50";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"23";"Nickel Cast Iron (15-35Ni)";"diallyl phthalate";"esters";"100";"25 – 225";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"24";"Nickel-Copper (400)";"diallyl phthalate";"esters";"100";"25 – 75";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"25";"Nickel-Copper (400)";"diallyl phthalate";"esters";"100";"275 – 325";"20 – 50";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"26";"Ni-Mo Alloy (Ni-30Mo; B-2)";"diallyl phthalate";"esters";"100";"25 – 75";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
