sep=;
"Title: Corrosion Survey Database (COR•SUR)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Table: Diisobutyl ketone";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"DOWNLOAD SHOWS ONLY THE DISPLAYED DATA, UP TO 50 ROWS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"No.";"material or substance name";"exposure medium";"exposure medium synonym";"exposure medium CAS RN";"exposure medium formula";"exposure medium class";"conc. (%)";"temp. (°F)";"corrosion rate (mil/yr)";"reference";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1";"Alloy 20-38-3-3Cu (20Cb3/ 825)";"diisobutyl ketone";"2,6-dimethyl-4-heptanone";"108-83-8";"C9H18O";"ketones";"100";"25 – 225";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2";"Alloy 30-44-5-3W (G-30)";"diisobutyl ketone";"2,6-dimethyl-4-heptanone";"108-83-8";"C9H18O";"ketones";"100";"25 – 225";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"3";"Aluminum Alloy (3003/ 5154)";"diisobutyl ketone";"2,6-dimethyl-4-heptanone";"108-83-8";"C9H18O";"ketones";"100";"25 – 225";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"4";"Austenitic Cr-Ni Stainless Steel (18-8; 304/ 304L/ 347)";"diisobutyl ketone";"2,6-dimethyl-4-heptanone";"108-83-8";"C9H18O";"ketones";"100";"25 – 225";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"5";"Austenitic Cr-Ni-Mo Stainless Steel (17-12-3; 316L/ 317L)";"diisobutyl ketone";"2,6-dimethyl-4-heptanone";"108-83-8";"C9H18O";"ketones";"100";"25 – 225";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"6";"Brass (>15Zn)";"diisobutyl ketone";"2,6-dimethyl-4-heptanone";"108-83-8";"C9H18O";"ketones";"100";"25 – 225";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"7";"Cast Iron, Gray/ Ductile";"diisobutyl ketone";"2,6-dimethyl-4-heptanone";"108-83-8";"C9H18O";"ketones";"100";"25 – 225";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"8";"Copper/ Bronze/ Low Brass";"diisobutyl ketone";"2,6-dimethyl-4-heptanone";"108-83-8";"C9H18O";"ketones";"100";"25 – 225";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"9";"Copper-Nickel";"diisobutyl ketone";"2,6-dimethyl-4-heptanone";"108-83-8";"C9H18O";"ketones";"100";"25 – 225";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"10";"Cr Stainless Steel (12Cr)";"diisobutyl ketone";"2,6-dimethyl-4-heptanone";"108-83-8";"C9H18O";"ketones";"100";"25 – 225";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"11";"Cr Stainless Steel (17Cr)";"diisobutyl ketone";"2,6-dimethyl-4-heptanone";"108-83-8";"C9H18O";"ketones";"100";"25 – 225";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"12";"Gold/ Platinum";"diisobutyl ketone";"2,6-dimethyl-4-heptanone";"108-83-8";"C9H18O";"ketones";"100";"25 – 225";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"13";"Lead";"diisobutyl ketone";"2,6-dimethyl-4-heptanone";"108-83-8";"C9H18O";"ketones";"100";"25 – 225";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"14";"Nickel (200)";"diisobutyl ketone";"2,6-dimethyl-4-heptanone";"108-83-8";"C9H18O";"ketones";"100";"25 – 225";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
