sep=;
"Title: Corrosion Survey Database (COR•SUR)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Table: Mersol sulfonic acid";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"DOWNLOAD SHOWS ONLY THE DISPLAYED DATA, UP TO 50 ROWS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"No.";"material or substance name";"exposure medium";"exposure medium class";"conc. (%)";"temp. (°F)";"corrosion rate (mil/yr)";"reference";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1";"Alloy 20-25-4Mo (904L)";"mersol sulfonic acid";"surfactants & detergents";">5";"25 – 75";"<2";"207,215,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2";"Alloy 20-38-3-3Cu (20Cb3/ 825)";"mersol sulfonic acid";"surfactants & detergents";">5";"25 – 75";"<2";"207,215,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"3";"Alloy 30-44-5-3W (G-30)";"mersol sulfonic acid";"surfactants & detergents";">5";"25 – 75";"<2";"207,215,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"4";"Aluminum Alloy (3003/ 5154)";"mersol sulfonic acid";"surfactants & detergents";">5";"25 – 75";"<2";"207,215,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"5";"Austenitic Cr-Ni Stainless Steel (18-8; 304/ 304L/ 347)";"mersol sulfonic acid";"surfactants & detergents";">5";"25 – 75";"<2";"207,215,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"6";"Austenitic Cr-Ni-Mo Stainless Steel (17-12-3; 316L/ 317L)";"mersol sulfonic acid";"surfactants & detergents";">5";"25 – 75";"<2";"207,215,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"7";"Copper/ Bronze/ Low Brass";"mersol sulfonic acid";"surfactants & detergents";">5";"25 – 75";"<2";"207,215,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"8";"Copper-Nickel";"mersol sulfonic acid";"surfactants & detergents";"5 – 95";"25 – 75";"<2";"207,215,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"9";"Cr Stainless Steel (12Cr)";"mersol sulfonic acid";"surfactants & detergents";"100";"25 – 75";">50";"207,215,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"10";"Cr Stainless Steel (17Cr)";"mersol sulfonic acid";"surfactants & detergents";"100";"25 – 75";">50";"207,215,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"11";"Gold/ Platinum";"mersol sulfonic acid";"surfactants & detergents";"5 – 25";"25 – 225";"<2";"207,215,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"12";"Gold/ Platinum";"mersol sulfonic acid";"surfactants & detergents";"5 – 65";"175 – 225";"<2";"207,215,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"13";"Gold/ Platinum";"mersol sulfonic acid";"surfactants & detergents";"35 – 45";"25 – 225";"<2";"207,215,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"14";"Gold/ Platinum";"mersol sulfonic acid";"surfactants & detergents";"55 – 65";"25 – 225";"<2";"207,215,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"15";"Gold/ Platinum";"mersol sulfonic acid";"surfactants & detergents";"75 – 85";"25 – 225";"<2";"207,215,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"16";"Gold/ Platinum";"mersol sulfonic acid";"surfactants & detergents";"100";"25 – 225";"<2";"207,215,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"17";"Mo Superalloy (Ni-Cr-Fe-9Mo; 625/ 725)";"mersol sulfonic acid";"surfactants & detergents";">5";"175 – 225";"<20";"207,215,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"18";"Mo Superalloy (Ni-Cr-Fe-9Mo; 625/ 725)";"mersol sulfonic acid";"surfactants & detergents";"100";"25 – 225";"<20";"207,215,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"19";"Mo Superalloy (Ni-16Cr-16Mo; C276)";"mersol sulfonic acid";"surfactants & detergents";">5";"175 – 225";"<20";"207,215,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"20";"Mo Superalloy (Ni-16Cr-16Mo; C276)";"mersol sulfonic acid";"surfactants & detergents";"100";"25 – 225";"<20";"207,215,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"21";"Mo Superalloy (Ni-20Cr-16Mo-4W; 686)";"mersol sulfonic acid";"surfactants & detergents";">5";"175 – 225";"<20";"207,215,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"22";"Mo Superalloy (Ni-20Cr-16Mo-4W; 686)";"mersol sulfonic acid";"surfactants & detergents";"100";"25 – 225";"<20";"207,215,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"23";"Mo Superalloy (Ni-22Cr-16Mo; C22/ 59)";"mersol sulfonic acid";"surfactants & detergents";">5";"175 – 225";"<20";"207,215,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"24";"Mo Superalloy (Ni-22Cr-16Mo; C22/ 59)";"mersol sulfonic acid";"surfactants & detergents";"100";"25 – 225";"<20";"207,215,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"25";"Mo Superalloy (Ni-23Cr-16Mo-1Cu; C20000)";"mersol sulfonic acid";"surfactants & detergents";">5";"175 – 225";"<20";"207,215,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"26";"Mo Superalloy (Ni-23Cr-16Mo-1Cu; C20000)";"mersol sulfonic acid";"surfactants & detergents";"100";"25 – 225";"<20";"207,215,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"27";"Nickel-Copper (400)";"mersol sulfonic acid";"surfactants & detergents";">5";"25 – 75";"<2";"207,215,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"28";"Ni-Mo Alloy (Ni-30Mo; B-2)";"mersol sulfonic acid";"surfactants & detergents";">5";"175 – 225";"<20";"207,215,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"29";"Ni-Mo Alloy (Ni-30Mo; B-2)";"mersol sulfonic acid";"surfactants & detergents";"100";"25 – 225";"<20";"207,215,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"30";"Silver";"mersol sulfonic acid";"surfactants & detergents";"5 – 25";"25 – 225";"<2";"207,215,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"31";"Silver";"mersol sulfonic acid";"surfactants & detergents";"5 – 65";"175 – 225";"<2";"207,215,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"32";"Silver";"mersol sulfonic acid";"surfactants & detergents";"35 – 45";"25 – 225";"<2";"207,215,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"33";"Silver";"mersol sulfonic acid";"surfactants & detergents";"55 – 65";"25 – 225";"<2";"207,215,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"34";"Silver";"mersol sulfonic acid";"surfactants & detergents";"75 – 85";"25 – 225";"<2";"207,215,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"35";"Silver";"mersol sulfonic acid";"surfactants & detergents";"100";"25 – 225";"<2";"207,215,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"36";"Superferritic Stainless Steel (26-1)";"mersol sulfonic acid";"surfactants & detergents";">5";"25 – 75";"<2";"207,215,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Corrosion Survey Database (COR•SUR) © 2002 NACE International";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
