sep=;
"Title: Corrosion Survey Database (COR•SUR)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Table: Ammonium bisulfite";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"DOWNLOAD SHOWS ONLY THE DISPLAYED DATA, UP TO 50 ROWS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"No.";"material or substance name";"exposure medium";"exposure medium synonym";"exposure medium CAS RN";"exposure medium formula";"exposure medium class";"warnings";"conc. (%)";"temp. (°F)";"corrosion rate (mil/yr)";"reference";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1";"Alloy 20-25-4Mo (904L)";"ammonium bisulfite";"ammonium hydrogen sulfite";"10192-30-0";"H5NO3S";"salts";"";"10";"68";"<2";"151,159,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2";"Alloy 20-25-4Mo (904L)";"ammonium bisulfite";"ammonium hydrogen sulfite";"10192-30-0";"H5NO3S";"salts";"";"10";"212";"<2";"151,159,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"3";"Alloy 20-25-4Mo (904L)";"ammonium bisulfite";"ammonium hydrogen sulfite";"10192-30-0";"H5NO3S";"salts";"";"15 – 95";"25 – 225";"<20";"151,159,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"4";"Alloy 20-25-6Mo (254SMO/ 6XN)";"ammonium bisulfite";"ammonium hydrogen sulfite";"10192-30-0";"H5NO3S";"salts";"";"10";"68";"<2";"151,159";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"5";"Alloy 20-25-6Mo (254SMO/ 6XN)";"ammonium bisulfite";"ammonium hydrogen sulfite";"10192-30-0";"H5NO3S";"salts";"";"10";"212";"<2";"151,159";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"6";"Alloy 20-38-3-3Cu (20Cb3/ 825)";"ammonium bisulfite";"ammonium hydrogen sulfite";"10192-30-0";"H5NO3S";"salts";"";"10";"68";"<2";"151,159,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"7";"Alloy 20-38-3-3Cu (20Cb3/ 825)";"ammonium bisulfite";"ammonium hydrogen sulfite";"10192-30-0";"H5NO3S";"salts";"";"10";"212";"<2";"151,159,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"8";"Alloy 20-38-3-3Cu (20Cb3/ 825)";"ammonium bisulfite";"ammonium hydrogen sulfite";"10192-30-0";"H5NO3S";"salts";"";"25 – 95";"25 – 225";"<20";"151,159,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"9";"Alloy 30-44-5-3W (G-30)";"ammonium bisulfite";"ammonium hydrogen sulfite";"10192-30-0";"H5NO3S";"salts";"";"10";"68";"<2";"151,159,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"10";"Alloy 30-44-5-3W (G-30)";"ammonium bisulfite";"ammonium hydrogen sulfite";"10192-30-0";"H5NO3S";"salts";"";"10";"212";"<2";"151,159,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"11";"Alloy 30-44-5-3W (G-30)";"ammonium bisulfite";"ammonium hydrogen sulfite";"10192-30-0";"H5NO3S";"salts";"";"25 – 95";"25 – 225";"<20";"151,159,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
