sep=;
"Title: Corrosion Survey Database (COR•SUR)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Table: Potassium bisulfite";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"DOWNLOAD SHOWS ONLY THE DISPLAYED DATA, UP TO 50 ROWS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"No.";"material or substance name";"exposure medium";"exposure medium synonym";"exposure medium CAS RN";"exposure medium formula";"exposure medium class";"conc. (%)";"temp. (°F)";"corrosion rate (mil/yr)";"reference";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1";"Alloy 20-25-4Mo (904L)";"potassium bisulfite";"potassium hydrogen sulfite";"7773-03-07";"HKO3S";"salts";"5 – 15";"25 – 225";"<2";"189,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2";"Alloy 20-25-6Mo (254SMO/ 6XN)";"potassium bisulfite";"potassium hydrogen sulfite";"7773-03-07";"HKO3S";"salts";"10";"68";"<2";"189";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"3";"Alloy 20-38-3-3Cu (20Cb3/ 825)";"potassium bisulfite";"potassium hydrogen sulfite";"7773-03-07";"HKO3S";"salts";"5 – 15";"70 – 225";"<20";"189,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"4";"Alloy 20-38-3-3Cu (20Cb3/ 825)";"potassium bisulfite";"potassium hydrogen sulfite";"7773-03-07";"HKO3S";"salts";"10";"68";"<2";"189,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"5";"Alloy 30-44-5-3W (G-30)";"potassium bisulfite";"potassium hydrogen sulfite";"7773-03-07";"HKO3S";"salts";"5 – 15";"70 – 225";"<20";"189,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"6";"Alloy 30-44-5-3W (G-30)";"potassium bisulfite";"potassium hydrogen sulfite";"7773-03-07";"HKO3S";"salts";"10";"68";"<2";"189,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"7";"Aluminum Alloy (3003/ 5154)";"potassium bisulfite";"potassium hydrogen sulfite";"7773-03-07";"HKO3S";"salts";"5 – 15";"25 – 75";"<20";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"8";"Aluminum Alloy (3003/ 5154)";"potassium bisulfite";"potassium hydrogen sulfite";"7773-03-07";"HKO3S";"salts";"5 – 15";"175 – 225";"20 – 50";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"9";"Austenitic Cr-Ni Stainless Steel (18-8; 304/ 304L/ 347)";"potassium bisulfite";"potassium hydrogen sulfite";"7773-03-07";"HKO3S";"salts";"5 – 15";"70 – 210";"<20";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"10";"Austenitic Cr-Ni Stainless Steel (18-8; 304/ 304L/ 347)";"potassium bisulfite";"potassium hydrogen sulfite";"7773-03-07";"HKO3S";"salts";"10";"68";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"11";"Austenitic Cr-Ni Stainless Steel (18-8; 304/ 304L/ 347)";"potassium bisulfite";"potassium hydrogen sulfite";"7773-03-07";"HKO3S";"salts";"10";"212";"20 – 50";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"12";"Austenitic Cr-Ni-Mo Stainless Steel (17-12-3; 316L/ 317L)";"potassium bisulfite";"potassium hydrogen sulfite";"7773-03-07";"HKO3S";"salts";"5 – 15";"68 – 212";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"13";"Brass (>15Zn)";"potassium bisulfite";"potassium hydrogen sulfite";"7773-03-07";"HKO3S";"salts";"5 – 15";"25 – 75";"<20";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"14";"Brass (>15Zn)";"potassium bisulfite";"potassium hydrogen sulfite";"7773-03-07";"HKO3S";"salts";"5 – 15";"175 – 225";"20 – 50";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"15";"Cast Iron, Gray/ Ductile";"potassium bisulfite";"potassium hydrogen sulfite";"7773-03-07";"HKO3S";"salts";"5 – 15";"25 – 75";">50";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"16";"Copper/ Bronze/ Low Brass";"potassium bisulfite";"potassium hydrogen sulfite";"7773-03-07";"HKO3S";"salts";"5 – 15";"25 – 225";"<20";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"17";"Duplex Stainless Steel (25-6-3)";"potassium bisulfite";"potassium hydrogen sulfite";"7773-03-07";"HKO3S";"salts";"10";"68";"<2";"189";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
