sep=;
"Title: Corrosion Survey Database (COR•SUR)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Table: Ammonium hydroxide";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"DOWNLOAD SHOWS ONLY THE DISPLAYED DATA, UP TO 50 ROWS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"No.";"material or substance name";"material synonym";"exposure medium";"exposure medium synonym";"exposure medium CAS RN";"exposure medium formula";"exposure medium class";"NACE resistance rating (unitless)";"resistance note";"conc. (%)";"temp. (°F)";"exposure time (mo (30))";"test note";"reference";"";"";"";"";"";"";"";"";"";"";""
"51";"Polyphenylene Sulfide (40% Glass-Filled)";"Fortron PPS";"ammonium hydroxide";"ammonia solution";"1336-21-6";"H5NO";"bases";"1";"recommended";"100";"0 – 200";"<1";"";"11";"";"";"";"";"";"";"";"";"";"";""
"52";"Polypropylene (PP)";"";"ammonium hydroxide";"ammonia solution";"1336-21-6";"H5NO";"bases";"1";"recommended";"10";"60 – 150";"<6";"";"1";"";"";"";"";"";"";"";"";"";"";""
"53";"Polypropylene (PP)";"";"ammonium hydroxide";"ammonia solution";"1336-21-6";"H5NO";"bases";"1";"recommended";"100";"70 – 212";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"54";"Polyvinyl Chloride (PVC)";"";"ammonium hydroxide";"ammonia solution";"1336-21-6";"H5NO";"bases";"1";"recommended";"10";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"55";"Polyvinyl Chloride (PVC)";"";"ammonium hydroxide";"ammonia solution";"1336-21-6";"H5NO";"bases";"1";"recommended";"30";"70 – 135";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"56";"Polyvinyl Chloride (PVC)";"";"ammonium hydroxide";"ammonia solution";"1336-21-6";"H5NO";"bases";"1";"recommended; discolored";"30";"135 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"57";"Polyvinylidene Chloride (PVDC)";"Saran brand resin";"ammonium hydroxide";"ammonia solution";"1336-21-6";"H5NO";"bases";"3";"not recommended";"20";"50";"";"";"6";"";"";"";"";"";"";"";"";"";"";""
"58";"Polyvinylidene Chloride (PVDC)";"";"ammonium hydroxide";"ammonia solution";"1336-21-6";"H5NO";"bases";"3";"not recommended";"60";"50";"";"";"6";"";"";"";"";"";"";"";"";"";"";""
"59";"Polyvinylidene Chloride (PVDC)";"";"ammonium hydroxide";"ammonia solution";"1336-21-6";"H5NO";"bases";"3";"not recommended";"100";"50";"";"";"6";"";"";"";"";"";"";"";"";"";"";""
"60";"Polyvinylidene Fluoride (PVDF)";"Kynar";"ammonium hydroxide";"ammonia solution";"1336-21-6";"H5NO";"bases";"1";"recommended";"100";"70 – 210";"";"";"1, 17";"";"";"";"";"";"";"";"";"";"";""
"61";"Polyvinylidene Fluoride (PVDF)";"";"ammonium hydroxide";"ammonia solution";"1336-21-6";"H5NO";"bases";"2";"questionable";"100";"210 – 230";"";"";"1, 17";"";"";"";"";"";"";"";"";"";"";""
"62";"Polyvinylidene Fluoride (PVDF)";"";"ammonium hydroxide";"ammonia solution";"1336-21-6";"H5NO";"bases";"3";"not recommended";"100";"230 – 285";"";"";"1, 17";"";"";"";"";"";"";"";"";"";"";""
"63";"Rubber, Natural (NR)";"";"ammonium hydroxide";"ammonia solution";"1336-21-6";"H5NO";"bases";"3";"not recommended; swollen";"100";"60 – 70";"<1";"";"1";"";"";"";"";"";"";"";"";"";"";""
"64";"Styrene Acrylonitrile Copolymer (SAN)";"";"ammonium hydroxide";"ammonia solution";"1336-21-6";"H5NO";"bases";"1";"recommended";"10";"70 – 125";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"65";"Styrene Acrylonitrile Copolymer (SAN)";"";"ammonium hydroxide";"ammonia solution";"1336-21-6";"H5NO";"bases";"1";"recommended";"30";"70 – 125";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"66";"Vinyl Ester Resins";"";"ammonium hydroxide";"ammonia solution";"1336-21-6";"H5NO";"bases";"1";"recommended";"1 – 5";"50 – 180";"";"";"7";"";"";"";"";"";"";"";"";"";"";""
"67";"Vinyl Ester Resins";"";"ammonium hydroxide";"ammonia solution";"1336-21-6";"H5NO";"bases";"1";"recommended";"5 – 20";"50 – 150";"";"";"7";"";"";"";"";"";"";"";"";"";"";""
"68";"Vinyl Ester Resins";"";"ammonium hydroxide";"ammonia solution";"1336-21-6";"H5NO";"bases";"1";"recommended";"20 – 29";"50 – 100";"";"to 29%";"7";"";"";"";"";"";"";"";"";"";"";""
"69";"Vinyl Ester Resins";"";"ammonium hydroxide";"ammonia solution";"1336-21-6";"H5NO";"bases";"3";"not recommended";"30 – 50";"50 – 100";"";"";"7";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Corrosion Survey Database (COR•SUR) © 2002 NACE International";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
