sep=;
"Title: Corrosion Survey Database (COR•SUR)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Table: Sodium bisulfate";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"DOWNLOAD SHOWS ONLY THE DISPLAYED DATA, UP TO 50 ROWS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"No.";"material or substance name";"exposure medium";"exposure medium synonym";"exposure medium CAS RN";"exposure medium formula";"exposure medium class";"conc. (%)";"temp. (°F)";"corrosion rate (mil/yr)";"reference";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1";"Alloy 20-25-4Mo (904L)";"sodium bisulfate";"sodium hydrogen sulfate";"7681-38-1";"HNaO4S";"salts";"5";"212";"20 – 50";"194,215,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2";"Alloy 20-25-4Mo (904L)";"sodium bisulfate";"sodium hydrogen sulfate";"7681-38-1";"HNaO4S";"salts";"5 – 15";"25 – 212";"<2";"194,215,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"3";"Alloy 20-25-4Mo (904L)";"sodium bisulfate";"sodium hydrogen sulfate";"7681-38-1";"HNaO4S";"salts";"10";"221";"20 – 50";"194,215,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"4";"Alloy 20-25-6Mo (254SMO/ 6XN)";"sodium bisulfate";"sodium hydrogen sulfate";"7681-38-1";"HNaO4S";"salts";"5";"68 – 185";"<2";"194,215";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"5";"Alloy 20-25-6Mo (254SMO/ 6XN)";"sodium bisulfate";"sodium hydrogen sulfate";"7681-38-1";"HNaO4S";"salts";"5";"212";"20 – 50";"194,215";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"6";"Alloy 20-25-6Mo (254SMO/ 6XN)";"sodium bisulfate";"sodium hydrogen sulfate";"7681-38-1";"HNaO4S";"salts";"10";"221";"20 – 50";"194,215";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"7";"Alloy 20-25-6Mo (254SMO/ 6XN)";"sodium bisulfate";"sodium hydrogen sulfate";"7681-38-1";"HNaO4S";"salts";"15";"185";"<2";"194,215";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"8";"Alloy 20-38-3-3Cu (20Cb3/ 825)";"sodium bisulfate";"sodium hydrogen sulfate";"7681-38-1";"HNaO4S";"salts";"5";"212";"20 – 50";"194,215,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"9";"Alloy 20-38-3-3Cu (20Cb3/ 825)";"sodium bisulfate";"sodium hydrogen sulfate";"7681-38-1";"HNaO4S";"salts";"5 – 45";"25 – 212";"<2";"194,215,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"10";"Alloy 20-38-3-3Cu (20Cb3/ 825)";"sodium bisulfate";"sodium hydrogen sulfate";"7681-38-1";"HNaO4S";"salts";"10";"221";"20 – 50";"194,215,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
