sep=;
"Title: Corrosion Survey Database (COR•SUR)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Table: Potassium nitrate";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"DOWNLOAD SHOWS ONLY THE DISPLAYED DATA, UP TO 50 ROWS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"No.";"material or substance name";"material synonym";"exposure medium";"exposure medium synonym";"exposure medium note";"exposure medium CAS RN";"exposure medium formula";"exposure medium class";"NACE resistance rating (unitless)";"resistance note";"conc. (%)";"temp. (°F)";"exposure time (mo (30))";"test note";"reference";"";"";"";"";"";"";"";"";"";""
"11";"Epoxy Resin, Asbestos/ Glass Fiber- Reinforced";"";"potassium nitrate";"saltpeter";"";"7757-79-1";"KNO3";"salts";"1";"recommended";">10";"75 – 250";">12";"";"1";"";"";"";"";"";"";"";"";"";""
"12";"Epoxy Resin, Glass Fiber- Reinforced";"";"potassium nitrate";"saltpeter";"";"7757-79-1";"KNO3";"salts";"1";"recommended";"10 – 90";"70 – 200";"";"";"1, 19";"";"";"";"";"";"";"";"";"";""
"13";"Epoxy Resin, Glass Fiber- Reinforced";"";"potassium nitrate";"saltpeter";"saturated";"7757-79-1";"KNO3";"salts";"1";"recommended";"100";"70 – 250";"";"";"1, 19";"";"";"";"";"";"";"";"";"";""
"14";"Fluorinated Ethylene Propylene Copolymer (FEP)/ Polytetrafluoroethylene (PTFE)";"";"potassium nitrate";"saltpeter";"";"7757-79-1";"KNO3";"salts";"1";"recommended";"100";"70 – 150";"";"cyclic immersion; immersed";"1";"";"";"";"";"";"";"";"";"";""
"15";"Fluororubber";"";"potassium nitrate";"saltpeter";"saturated";"7757-79-1";"KNO3";"salts";"1";"recommended";">10";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";""
"16";"Furfuryl Alcohol Resin, Glass Fiber-Reinforced";"";"potassium nitrate";"saltpeter";"";"7757-79-1";"KNO3";"salts";"1";"recommended";"100";"70 – 250";">12";"~7pH";"1";"";"";"";"";"";"";"";"";"";""
"17";"Glass, Chemical";"";"potassium nitrate";"saltpeter";"";"7757-79-1";"KNO3";"salts";"1";"recommended";">10";"70 – 212";"";"";"1";"";"";"";"";"";"";"";"";"";""
"18";"Nylon";"";"potassium nitrate";"saltpeter";"";"7757-79-1";"KNO3";"salts";"1";"recommended";"10";"60 – 70";"";"";"1";"";"";"";"";"";"";"";"";"";""
"19";"Polychloroprene";"";"potassium nitrate";"saltpeter";"";"7757-79-1";"KNO3";"salts";"1";"recommended";">10";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";""
"20";"Polyesters, Glass Fiber-Reinforced";"";"potassium nitrate";"saltpeter";"";"7757-79-1";"KNO3";"salts";"1";"recommended";">10";"50 – 212";"";"";"1";"";"";"";"";"";"";"";"";"";""
"21";"Polyethylene (PE)";"";"potassium nitrate";"saltpeter";"saturated";"7757-79-1";"KNO3";"salts";"1";"recommended";"10";"60 – 70";"";"";"1, 21";"";"";"";"";"";"";"";"";"";""
"22";"Polyethylene (PE)";"";"potassium nitrate";"saltpeter";"saturated";"7757-79-1";"KNO3";"salts";"1";"recommended";"100";"70 – 150";"";"";"1, 21";"";"";"";"";"";"";"";"";"";""
"23";"Polymethyl Methacrylate (PMMA)";"";"potassium nitrate";"saltpeter";"";"7757-79-1";"KNO3";"salts";"1";"recommended";">10";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";""
"24";"Polyphenylene Sulfide (40% Glass-Filled)";"Fortron PPS";"potassium nitrate";"saltpeter";"";"7757-79-1";"KNO3";"salts";"1";"recommended";"100";"0 – 200";"<1";"";"11";"";"";"";"";"";"";"";"";"";""
"25";"Polypropylene (PP)";"";"potassium nitrate";"saltpeter";"saturated";"7757-79-1";"KNO3";"salts";"1";"recommended";">10";"60 – 150";"<6";"";"1";"";"";"";"";"";"";"";"";"";""
"26";"Polyvinyl Chloride (PVC)";"";"potassium nitrate";"saltpeter";"";"7757-79-1";"KNO3";"salts";"1";"recommended";"100";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";""
"27";"Polyvinylidene Fluoride (PVDF)";"";"potassium nitrate";"saltpeter";"";"7757-79-1";"KNO3";"salts";"1";"recommended";"100";"70 – 275";"";"";"1, 23";"";"";"";"";"";"";"";"";"";""
"28";"Rubber, Butyl (BR)";"";"potassium nitrate";"saltpeter";"saturated";"7757-79-1";"KNO3";"salts";"1";"recommended";"10 – 90";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";""
"29";"Rubber, Natural (NR)";"";"potassium nitrate";"saltpeter";"";"7757-79-1";"KNO3";"salts";"1";"recommended";">10";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";""
"30";"Vinyl Ester Resins";"";"potassium nitrate";"saltpeter";"";"7757-79-1";"KNO3";"salts";"1";"recommended";">10";"50 – 210";"";"";"7";"";"";"";"";"";"";"";"";"";""
"31";"Wood";"";"potassium nitrate";"saltpeter";"";"7757-79-1";"KNO3";"salts";"1";"recommended";"10 – 90";"70 – 175";"";"";"1";"";"";"";"";"";"";"";"";"";""
"32";"Wood";"";"potassium nitrate";"saltpeter";"";"7757-79-1";"KNO3";"salts";"3";"not recommended";"100";"60 – 70";"";"ignites if dry";"1";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Corrosion Survey Database (COR•SUR) © 2002 NACE International";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
