sep=;
"Title: Corrosion Survey Database (COR•SUR)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Table: Mercuric nitrate";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"DOWNLOAD SHOWS ONLY THE DISPLAYED DATA, UP TO 50 ROWS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"No.";"material or substance name";"exposure medium";"exposure medium synonym";"exposure medium CAS RN";"exposure medium formula";"exposure medium class";"conc. (%)";"temp. (°F)";"corrosion rate (mil/yr)";"reference";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"11";"Austenitic Cr-Ni-Mo Stainless Steel (17-12-3; 316L/ 317L)";"mercuric nitrate";"mercury nitrate";"10045-94-0";"HgN2O6";"salts";"5";"68";"<2";"124,216,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"12";"Austenitic Cr-Ni-Mo Stainless Steel (17-12-3; 316L/ 317L)";"mercuric nitrate";"mercury nitrate";"10045-94-0";"HgN2O6";"salts";"10 – 15";"25 – 225";"<20";"124,216,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"13";"Brass (>15Zn)";"mercuric nitrate";"mercury nitrate";"10045-94-0";"HgN2O6";"salts";"5 – 15";"25 – 75";">50";"124,216,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"14";"Copper/ Bronze/ Low Brass";"mercuric nitrate";"mercury nitrate";"10045-94-0";"HgN2O6";"salts";"5 – 15";"25 – 75";">50";"124,216,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"15";"Cr Stainless Steel (12Cr)";"mercuric nitrate";"mercury nitrate";"10045-94-0";"HgN2O6";"salts";"5 – 15";"25 – 225";"<20";"124,216,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"16";"Cr Stainless Steel (17Cr)";"mercuric nitrate";"mercury nitrate";"10045-94-0";"HgN2O6";"salts";"5 – 15";"25 – 225";"<20";"124,216,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"17";"Duplex Stainless Steel (25-6-3)";"mercuric nitrate";"mercury nitrate";"10045-94-0";"HgN2O6";"salts";"5";"68";"<2";"124,184,216";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"18";"Gold/ Platinum";"mercuric nitrate";"mercury nitrate";"10045-94-0";"HgN2O6";"salts";"100";"167 – 225";"<2";"124,216,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"19";"Silicon Cast Iron (14Si)";"mercuric nitrate";"mercury nitrate";"10045-94-0";"HgN2O6";"salts";"100";"167 – 237";"<2";"124,216,218,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"20";"Silver";"mercuric nitrate";"mercury nitrate";"10045-94-0";"HgN2O6";"salts";"5 – 15";"25 – 75";">50";"124,216,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"21";"Superferritic Stainless Steel (26-1)";"mercuric nitrate";"mercury nitrate";"10045-94-0";"HgN2O6";"salts";"5 – 15";"25 – 225";"<20";"124,216,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"22";"Tantalum";"mercuric nitrate";"mercury nitrate";"10045-94-0";"HgN2O6";"salts";"100";"167 – 225";"<2";"124,216,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"23";"Titanium, Unalloyed";"mercuric nitrate";"mercury nitrate";"10045-94-0";"HgN2O6";"salts";"5";"68";"<2";"124,184,216";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Corrosion Survey Database (COR•SUR) © 2002 NACE International";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
