sep=;
"Title: Corrosion Survey Database (COR•SUR)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Table: Copal";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"DOWNLOAD SHOWS ONLY THE DISPLAYED DATA, UP TO 50 ROWS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"No.";"material or substance name";"exposure medium";"exposure medium class";"conc. (%)";"temp. (°F)";"corrosion rate (mil/yr)";"reference";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1";"Aluminum Alloy (3003/ 5154)";"copal";"natural products";"100";"25 – 500";"<2";"40,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2";"Austenitic Cr-Ni Stainless Steel (18-8; 304/ 304L/ 347)";"copal";"natural products";"100";"25 – 500";"<2";"40,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"3";"Austenitic Cr-Ni-Mo Stainless Steel (17-12-3; 316L/ 317L)";"copal";"natural products";"100";"25 – 500";"<2";"40,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"4";"Brass (>15Zn)";"copal";"natural products";"100";"25 – 500";"<2";"40,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"5";"Cast Iron, Gray/ Ductile";"copal";"natural products";"100";"25 – 75";"<2";"40,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"6";"Cast Iron, Gray/ Ductile";"copal";"natural products";"100";"175 – 500";">50";"40,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"7";"Copper/ Bronze/ Low Brass";"copal";"natural products";"100";"25 – 500";"<2";"40,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"8";"Copper-Nickel";"copal";"natural products";"100";"25 – 500";"<2";"40,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"9";"Nickel (200)";"copal";"natural products";"100";"25 – 500";"<2";"40,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"10";"Nickel-Copper (400)";"copal";"natural products";"100";"25 – 500";"<2";"40,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"11";"Ni-Cr-Fe Alloy (600/ 690)";"copal";"natural products";"100";"25 – 500";"<2";"40,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"12";"Silver";"copal";"natural products";"100";"25 – 500";"<2";"40,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"13";"Steels, Carbon/ Low Alloy";"copal";"natural products";"100";"25 – 75";"<2";"40,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"14";"Steels, Carbon/ Low Alloy";"copal";"natural products";"100";"175 – 500";">50";"40,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Corrosion Survey Database (COR•SUR) © 2002 NACE International";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
