sep=;
"Title: Corrosion Survey Database (COR•SUR)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Table: Bromoform";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"DOWNLOAD SHOWS ONLY THE DISPLAYED DATA, UP TO 50 ROWS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"No.";"material or substance name";"exposure medium";"exposure medium synonym";"exposure medium CAS RN";"exposure medium formula";"exposure medium class";"conc. (%)";"temp. (°F)";"corrosion rate (mil/yr)";"reference";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1";"Alloy 20-38-3-3Cu (20Cb3/ 825)";"bromoform";"tribromomethane";"75-25-2";"CHBr3";"halogenated aliphatics";"100";"25 – 225";"<20";"210,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2";"Alloy 30-44-5-3W (G-30)";"bromoform";"tribromomethane";"75-25-2";"CHBr3";"halogenated aliphatics";"100";"25 – 225";"<20";"210,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"3";"Aluminum Alloy (3003/ 5154)";"bromoform";"tribromomethane";"75-25-2";"CHBr3";"halogenated aliphatics";"100";"25 – 75";"<20";"210,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"4";"Austenitic Cr-Ni Stainless Steel (18-8; 304/ 304L/ 347)";"bromoform";"tribromomethane";"75-25-2";"CHBr3";"halogenated aliphatics";"100";"25 – 225";"<20";"210,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"5";"Austenitic Cr-Ni-Mo Stainless Steel (17-12-3; 316L/ 317L)";"bromoform";"tribromomethane";"75-25-2";"CHBr3";"halogenated aliphatics";"100";"25 – 225";"<20";"210,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"6";"Brass (>15Zn)";"bromoform";"tribromomethane";"75-25-2";"CHBr3";"halogenated aliphatics";"100";"25 – 225";"<20";"210,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"7";"Cast Iron, Gray/ Ductile";"bromoform";"tribromomethane";"75-25-2";"CHBr3";"halogenated aliphatics";"100";"25 – 225";"<20";"210,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"8";"Copper/ Bronze/ Low Brass";"bromoform";"tribromomethane";"75-25-2";"CHBr3";"halogenated aliphatics";"100";"25 – 225";"<20";"210,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"9";"Copper-Nickel";"bromoform";"tribromomethane";"75-25-2";"CHBr3";"halogenated aliphatics";"100";"25 – 225";"<20";"210,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"10";"Cr Stainless Steel (12Cr)";"bromoform";"tribromomethane";"75-25-2";"CHBr3";"halogenated aliphatics";"100";"25 – 225";"<20";"210,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"11";"Cr Stainless Steel (17Cr)";"bromoform";"tribromomethane";"75-25-2";"CHBr3";"halogenated aliphatics";"100";"25 – 225";"<20";"210,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"12";"Gold/ Platinum";"bromoform";"tribromomethane";"75-25-2";"CHBr3";"halogenated aliphatics";"100";"25 – 225";"<2";"210,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"13";"Lead";"bromoform";"tribromomethane";"75-25-2";"CHBr3";"halogenated aliphatics";"100";"25 – 225";"<20";"210,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"14";"Mo Superalloy (Ni-Cr-Fe-9Mo; 625/ 725)";"bromoform";"tribromomethane";"75-25-2";"CHBr3";"halogenated aliphatics";"100";"25 – 225";"<20";"210,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"15";"Mo Superalloy (Ni-16Cr-16Mo; C276)";"bromoform";"tribromomethane";"75-25-2";"CHBr3";"halogenated aliphatics";"100";"25 – 225";"<20";"210,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"16";"Mo Superalloy (Ni-20Cr-16Mo-4W; 686)";"bromoform";"tribromomethane";"75-25-2";"CHBr3";"halogenated aliphatics";"100";"25 – 225";"<20";"210,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"17";"Mo Superalloy (Ni-22Cr-16Mo; C22/ 59)";"bromoform";"tribromomethane";"75-25-2";"CHBr3";"halogenated aliphatics";"100";"25 – 225";"<20";"210,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"18";"Mo Superalloy (Ni-23Cr-16Mo-1Cu; C20000)";"bromoform";"tribromomethane";"75-25-2";"CHBr3";"halogenated aliphatics";"100";"25 – 225";"<20";"210,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"19";"Nickel (200)";"bromoform";"tribromomethane";"75-25-2";"CHBr3";"halogenated aliphatics";"100";"25 – 225";"<20";"210,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"20";"Nickel Cast Iron (15-35Ni)";"bromoform";"tribromomethane";"75-25-2";"CHBr3";"halogenated aliphatics";"100";"25 – 225";"<20";"210,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"21";"Nickel-Copper (400)";"bromoform";"tribromomethane";"75-25-2";"CHBr3";"halogenated aliphatics";"100";"25 – 225";"<20";"210,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"22";"Ni-Cr-Fe Alloy (600/ 690)";"bromoform";"tribromomethane";"75-25-2";"CHBr3";"halogenated aliphatics";"100";"25 – 225";"<20";"210,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"23";"Ni-Mo Alloy (Ni-30Mo; B-2)";"bromoform";"tribromomethane";"75-25-2";"CHBr3";"halogenated aliphatics";"100";"25 – 225";"<20";"210,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"24";"Silicon Cast Iron (14Si)";"bromoform";"tribromomethane";"75-25-2";"CHBr3";"halogenated aliphatics";"100";"52 – 237";"<20";"210,218";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"25";"Silver";"bromoform";"tribromomethane";"75-25-2";"CHBr3";"halogenated aliphatics";"100";"25 – 225";"<20";"210,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"26";"Steels, Carbon/ Low Alloy";"bromoform";"tribromomethane";"75-25-2";"CHBr3";"halogenated aliphatics";"100";"25 – 225";"<20";"210,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"27";"Tantalum";"bromoform";"tribromomethane";"75-25-2";"CHBr3";"halogenated aliphatics";"100";"25 – 225";"<2";"210,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"28";"Titanium, Unalloyed";"bromoform";"tribromomethane";"75-25-2";"CHBr3";"halogenated aliphatics";"100";"25 – 225";"<20";"210,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"29";"Zirconium";"bromoform";"tribromomethane";"75-25-2";"CHBr3";"halogenated aliphatics";"100";"25 – 225";"<20";"210,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Corrosion Survey Database (COR•SUR) © 2002 NACE International";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
