sep=;
"Title: Corrosion Survey Database (COR•SUR)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Table: Calcium chloride";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"DOWNLOAD SHOWS ONLY THE DISPLAYED DATA, UP TO 50 ROWS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"No.";"material or substance name";"material synonym";"exposure medium";"exposure medium synonym";"exposure medium note";"exposure medium CAS RN";"exposure medium formula";"exposure medium class";"NACE resistance rating (unitless)";"resistance note";"conc. (%)";"temp. (°F)";"exposure time (mo (30))";"test note";"reference";"";"";"";"";"";"";"";"";"";""
"1";"Acetal Resins (Polyoxymethylene)";"";"calcium chloride";"hydrophilite";"";"10043-52-4";"CaCl2";"salts";"1";"recommended";">10";"70 – 150";"";"also with calcium hypochlorite";"1";"";"";"";"";"";"";"";"";"";""
"2";"Acetal Resins (Polyoxymethylene)";"";"calcium chloride";"hydrophilite";"";"10043-52-4";"CaCl2";"salts";"2";"questionable";">10";"150 – 175";"";"";"1";"";"";"";"";"";"";"";"";"";""
"3";"Acetal Resins (Polyoxymethylene)";"";"calcium chloride";"hydrophilite";"";"10043-52-4";"CaCl2";"salts";"3";"not recommended";">10";"175 – 212";"";"";"1";"";"";"";"";"";"";"";"";"";""
"4";"Acrylonitrile Butadiene Styrene Polymer (ABS)";"";"calcium chloride";"hydrophilite";"";"10043-52-4";"CaCl2";"salts";"1";"recommended";"100";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";""
"5";"Bisphenol A Fumarate Unsaturated Polyester";"fiberglass reinforced polyester (FRP)";"calcium chloride";"hydrophilite";"";"10043-52-4";"CaCl2";"salts";"1";"recommended";">10";"75 – 212";"";"";"1";"";"";"";"";"";"";"";"";"";""
"6";"Cellulose Acetate";"";"calcium chloride";"hydrophilite";"";"10043-52-4";"CaCl2";"salts";"3";"not recommended; weight gain >12 months";"10";"60 – 70";"";"";"1";"";"";"";"";"";"";"";"";"";""
"7";"Cellulose Acetate";"";"calcium chloride";"hydrophilite";"";"10043-52-4";"CaCl2";"salts";"1";"recommended";"40";"60 – 70";"[";"";"1";"";"";"";"";"";"";"";"";"";""
"8";"Cellulose Acetate";"";"calcium chloride";"hydrophilite";"";"10043-52-4";"CaCl2";"salts";"3";"not recommended; weight gain ";"100";"60 – 70";"";"";"1";"";"";"";"";"";"";"";"";"";""
"9";"Cellulose Acetate Butyrate";"";"calcium chloride";"hydrophilite";"";"10043-52-4";"CaCl2";"salts";"1";"recommended; >12 months";"";"60 – 70";"";"";"1";"";"";"";"";"";"";"";"";"";""
"10";"Cellulose Acetate Butyrate";"";"calcium chloride";"hydrophilite";"";"10043-52-4";"CaCl2";"salts";"1";"recommended";"40";"60 – 70";"[";"";"1";"";"";"";"";"";"";"";"";"";""
"11";"Chlorendic Unsaturated Polyester, Glass Fiber-Reinforced (190 + 47)";"HET acid polyester-Polifos 190 + 47 phr styrene";"calcium chloride";"hydrophilite";"";"10043-52-4";"CaCl2";"salts";"1";"recommended";"any";"250";"<6";"";"16";"";"";"";"";"";"";"";"";"";""
"12";"Chlorendic Unsaturated Polyester, Glass Fiber-Reinforced (869 + 44.5)";"HET acid polyester-Polifos 869 + 44.5 phr styrene";"calcium chloride";"hydrophilite";"";"10043-52-4";"CaCl2";"salts";"1";"recommended";"any";"250";"<6";"";"16";"";"";"";"";"";"";"";"";"";""
"13";"Chlorinated Polyvinyl Chloride (CPVC)";"";"calcium chloride";"hydrophilite";"";"10043-52-4";"CaCl2";"salts";"1";"recommended";"100";"70 – 212";"";"";"1, 20";"";"";"";"";"";"";"";"";"";""
"14";"Chlorosulfonated Polyethylene";"";"calcium chloride";"hydrophilite";"saturated";"10043-52-4";"CaCl2";"salts";"1";"recommended";">10";"70 – 175";"";"";"1";"";"";"";"";"";"";"";"";"";""
"15";"Concrete";"";"calcium chloride";"hydrophilite";"";"10043-52-4";"CaCl2";"salts";"2";"questionable";"10 – 20";"60 – 70";"";"";"1";"";"";"";"";"";"";"";"";"";""
"16";"Concrete";"";"calcium chloride";"hydrophilite";"";"10043-52-4";"CaCl2";"salts";"3";"not recommended";"60 – 70";"60 – 70";"";"";"1";"";"";"";"";"";"";"";"";"";""
"17";"Epoxy Cements";"";"calcium chloride";"hydrophilite";"";"10043-52-4";"CaCl2";"salts";"1";"recommended";"42";"68";"<6";"";"5";"";"";"";"";"";"";"";"";"";""
"18";"Epoxy Cements";"";"calcium chloride";"hydrophilite";"";"10043-52-4";"CaCl2";"salts";"1";"recommended";"42";"140";"";"";"5";"";"";"";"";"";"";"";"";"";""
"19";"Epoxy Resin, Asbestos/ Glass Fiber- Reinforced";"";"calcium chloride";"hydrophilite";"";"10043-52-4";"CaCl2";"salts";"1";"recommended; over 3 years";">10";"75 – 275";">12";"";"1";"";"";"";"";"";"";"";"";"";""
"20";"Epoxy Resin, Glass Fiber- Reinforced";"";"calcium chloride";"hydrophilite";"";"10043-52-4";"CaCl2";"salts";"1";"recommended";"20";"70 – 150";"";"";"1, 19";"";"";"";"";"";"";"";"";"";""
"21";"Epoxy Resin, Glass Fiber- Reinforced";"";"calcium chloride";"hydrophilite";"";"10043-52-4";"CaCl2";"salts";"1";"recommended";"40";"70 – 212";"";"";"1, 19";"";"";"";"";"";"";"";"";"";""
"22";"Epoxy Resin, Glass Fiber- Reinforced";"";"calcium chloride";"hydrophilite";"saturated";"10043-52-4";"CaCl2";"salts";"1";"recommended";"100";"70 – 250";"";"";"1, 19";"";"";"";"";"";"";"";"";"";""
"23";"Fluorinated Ethylene Propylene Copolymer (FEP)/ Polytetrafluoroethylene (PTFE)";"";"calcium chloride";"hydrophilite";"";"10043-52-4";"CaCl2";"salts";"1";"recommended";"100";"60 – 70";"";"saturated, in methanol";"1, 22";"";"";"";"";"";"";"";"";"";""
"24";"Fluororubber";"";"calcium chloride";"hydrophilite";"saturated";"10043-52-4";"CaCl2";"salts";"1";"recommended";">10";"70 – 212";"";"";"1";"";"";"";"";"";"";"";"";"";""
"25";"Furfuryl Alcohol Resin, Asbestos-Reinforced";"";"calcium chloride";"hydrophilite";"";"10043-52-4";"CaCl2";"salts";"1";"recommended";"100";"70 – 80";"";"";"1";"";"";"";"";"";"";"";"";"";""
"26";"Furfuryl Alcohol Resin, Glass Fiber-Reinforced";"";"calcium chloride";"hydrophilite";"";"10043-52-4";"CaCl2";"salts";"1";"recommended";">10";"70 – 250";">12";"";"1";"";"";"";"";"";"";"";"";"";""
"27";"Glass, Chemical";"";"calcium chloride";"hydrophilite";"";"10043-52-4";"CaCl2";"salts";"1";"recommended";">10";"70 – 212";"";"";"1";"";"";"";"";"";"";"";"";"";""
