sep=;
"Title: Corrosion Survey Database (COR•SUR)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Table: Calcium chloride";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"DOWNLOAD SHOWS ONLY THE DISPLAYED DATA, UP TO 50 ROWS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"No.";"material or substance name";"material synonym";"exposure medium";"exposure medium synonym";"exposure medium note";"exposure medium CAS RN";"exposure medium formula";"exposure medium class";"NACE resistance rating (unitless)";"resistance note";"conc. (%)";"temp. (°F)";"exposure time (mo (30))";"test note";"reference";"";"";"";"";"";"";"";"";"";""
"28";"Glass, Chemical";"";"calcium chloride";"hydrophilite";"";"10043-52-4";"CaCl2";"salts";"1";"recommended";"100";"60 – 212";"";"vapor, hardness unchanged";"1";"";"";"";"";"";"";"";"";"";""
"29";"Nylon";"";"calcium chloride";"hydrophilite";"";"10043-52-4";"CaCl2";"salts";"2";"questionable";"10";"60 – 212";"";"";"1";"";"";"";"";"";"";"";"";"";""
"30";"Nylon";"";"calcium chloride";"hydrophilite";"";"10043-52-4";"CaCl2";"salts";"3";"not recommended";"20";"60 – 70";"";"in alcohol";"1";"";"";"";"";"";"";"";"";"";""
"31";"Phenolic Resins, Asbestos-Reinforced";"";"calcium chloride";"hydrophilite";"";"10043-52-4";"CaCl2";"salts";"1";"recommended";"100";"60 – 70";"";"";"1";"";"";"";"";"";"";"";"";"";""
"32";"Phenolic Resins, Asbestos-Reinforced";"";"calcium chloride";"hydrophilite";"";"10043-52-4";"CaCl2";"salts";"1";"recommended";"100";"70 – 300";"";"";"1";"";"";"";"";"";"";"";"";"";""
"33";"Polychloroprene";"";"calcium chloride";"hydrophilite";"";"10043-52-4";"CaCl2";"salts";"1";"recommended";"10 – 90";"70 – 175";"";"";"1";"";"";"";"";"";"";"";"";"";""
"34";"Polyethylene (PE)";"";"calcium chloride";"hydrophilite";"";"10043-52-4";"CaCl2";"salts";"1";"recommended; swollen";"10";"60 – 125";"";"";"1, 8";"";"";"";"";"";"";"";"";"";""
"35";"Polyethylene (PE)";"";"calcium chloride";"hydrophilite";"";"10043-52-4";"CaCl2";"salts";"1";"recommended";"50";"70 – 150";"";"";"1, 8";"";"";"";"";"";"";"";"";"";""
"36";"Polyethylene (PE)";"";"calcium chloride";"hydrophilite";"";"10043-52-4";"CaCl2";"salts";"1";"recommended";"80";"60 – 70";"";"";"1, 8";"";"";"";"";"";"";"";"";"";""
"37";"Polyethylene (PE)";"";"calcium chloride";"hydrophilite";"saturated";"10043-52-4";"CaCl2";"salts";"1";"recommended";"100";"70 – 150";"";"";"1, 8";"";"";"";"";"";"";"";"";"";""
"38";"Polymethyl Methacrylate (PMMA)";"";"calcium chloride";"hydrophilite";"";"10043-52-4";"CaCl2";"salts";"1";"recommended";"100";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";""
"39";"Polyphenylene Sulfide (40% Glass-Filled)";"Fortron PPS";"calcium chloride";"hydrophilite";"";"10043-52-4";"CaCl2";"salts";"1";"recommended";"60";"0 – 200";"<1";"";"11";"";"";"";"";"";"";"";"";"";""
"40";"Polyphenylene Sulfide (40% Glass-Filled)";"";"calcium chloride";"hydrophilite";"";"10043-52-4";"CaCl2";"salts";"1";"recommended";"100";"0 – 200";"";"";"11";"";"";"";"";"";"";"";"";"";""
"41";"Polypropylene (PP)";"";"calcium chloride";"hydrophilite";"";"10043-52-4";"CaCl2";"salts";"1";"recommended";"50";"60 – 212";"<6";"";"1";"";"";"";"";"";"";"";"";"";""
"42";"Polypropylene (PP)";"";"calcium chloride";"hydrophilite";"";"10043-52-4";"CaCl2";"salts";"1";"recommended";"100";"70 – 212";"";"";"1";"";"";"";"";"";"";"";"";"";""
"43";"Polyvinyl Chloride (PVC)";"";"calcium chloride";"hydrophilite";"";"10043-52-4";"CaCl2";"salts";"1";"recommended";"100";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";""
"44";"Polyvinylidene Chloride (PVDC)";"Saran brand resin";"calcium chloride";"hydrophilite";"";"10043-52-4";"CaCl2";"salts";"1";"recommended";"100";"175";"";"";"6";"";"";"";"";"";"";"";"";"";""
"45";"Polyvinylidene Fluoride (PVDF)";"Kynar";"calcium chloride";"hydrophilite";"";"10043-52-4";"CaCl2";"salts";"1";"recommended";"100";"70 – 285";"";"";"1, 17";"";"";"";"";"";"";"";"";"";""
"46";"Rubber, Butyl (BR)";"";"calcium chloride";"hydrophilite";"saturated";"10043-52-4";"CaCl2";"salts";"1";"recommended";">10";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";""
"47";"Rubber, Butyl (BR)";"";"calcium chloride";"hydrophilite";"";"10043-52-4";"CaCl2";"salts";"2";"questionable";">10";"150 – 212";"";"";"1";"";"";"";"";"";"";"";"";"";""
"48";"Rubber, Natural (NR)";"";"calcium chloride";"hydrophilite";"";"10043-52-4";"CaCl2";"salts";"1";"recommended";">10";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";""
"49";"Rubber, Natural (NR)";"";"calcium chloride";"hydrophilite";"";"10043-52-4";"CaCl2";"salts";"3";"not recommended";">10";"150 – 212";"";"";"1";"";"";"";"";"";"";"";"";"";""
"50";"Styrene Acrylonitrile Copolymer (SAN)";"";"calcium chloride";"hydrophilite";"saturated";"10043-52-4";"CaCl2";"salts";"1";"recommended";"70";"60 – 125";"";"";"1";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Corrosion Survey Database (COR•SUR) © 2002 NACE International";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
