sep=;
"Title: Corrosion Survey Database (COR•SUR)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Table: Picric acid";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"DOWNLOAD SHOWS ONLY THE DISPLAYED DATA, UP TO 50 ROWS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"No.";"material or substance name";"exposure medium";"exposure medium synonym";"exposure medium CAS RN";"exposure medium formula";"exposure medium class";"conc. (%)";"temp. (°F)";"corrosion rate (mil/yr)";"reference";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1";"Alloy 20-25-4Mo (904L)";"picric acid";"2,4,6-trinitrophenol";"88-89-1";"C6H3N3O7";"organic (weak) acids";"5";"175 – 225";"<2";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2";"Aluminum Alloy (3003/ 5154)";"picric acid";"2,4,6-trinitrophenol";"88-89-1";"C6H3N3O7";"organic (weak) acids";"5";"25 – 75";">50";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"3";"Austenitic Cr-Ni Stainless Steel (18-8; 304/ 304L/ 347)";"picric acid";"2,4,6-trinitrophenol";"88-89-1";"C6H3N3O7";"organic (weak) acids";"5";"175 – 225";"<2";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"4";"Austenitic Cr-Ni-Mo Stainless Steel (17-12-3; 316L/ 317L)";"picric acid";"2,4,6-trinitrophenol";"88-89-1";"C6H3N3O7";"organic (weak) acids";"5";"175 – 225";"<2";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"5";"Brass (>15Zn)";"picric acid";"2,4,6-trinitrophenol";"88-89-1";"C6H3N3O7";"organic (weak) acids";"5";"25 – 75";">50";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"6";"Cast Iron, Gray/ Ductile";"picric acid";"2,4,6-trinitrophenol";"88-89-1";"C6H3N3O7";"organic (weak) acids";"5";"25 – 75";">50";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"7";"Cast Iron, Gray/ Ductile";"picric acid";"2,4,6-trinitrophenol";"88-89-1";"C6H3N3O7";"organic (weak) acids";"100";"252 – 275";">50";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"8";"Copper/ Bronze/ Low Brass";"picric acid";"2,4,6-trinitrophenol";"88-89-1";"C6H3N3O7";"organic (weak) acids";"5";"25 – 75";">50";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"9";"Copper-Nickel";"picric acid";"2,4,6-trinitrophenol";"88-89-1";"C6H3N3O7";"organic (weak) acids";"5";"25 – 75";">50";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"10";"Cr Stainless Steel (12Cr)";"picric acid";"2,4,6-trinitrophenol";"88-89-1";"C6H3N3O7";"organic (weak) acids";"5";"25 – 175";"<20";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"11";"Cr Stainless Steel (12Cr)";"picric acid";"2,4,6-trinitrophenol";"88-89-1";"C6H3N3O7";"organic (weak) acids";"5";"175 – 225";">50";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"12";"Cr Stainless Steel (17Cr)";"picric acid";"2,4,6-trinitrophenol";"88-89-1";"C6H3N3O7";"organic (weak) acids";"5";"25 – 225";"<20";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"13";"Gold/ Platinum";"picric acid";"2,4,6-trinitrophenol";"88-89-1";"C6H3N3O7";"organic (weak) acids";"5";"25 – 275";"<2";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"14";"Lead";"picric acid";"2,4,6-trinitrophenol";"88-89-1";"C6H3N3O7";"organic (weak) acids";"5";"25 – 75";">50";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"15";"Lead";"picric acid";"2,4,6-trinitrophenol";"88-89-1";"C6H3N3O7";"organic (weak) acids";"100";"275 – 325";">50";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"16";"Mo Superalloy (Ni-Cr-Fe-9Mo; 625/ 725)";"picric acid";"2,4,6-trinitrophenol";"88-89-1";"C6H3N3O7";"organic (weak) acids";"5";"25 – 225";"<20";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"17";"Mo Superalloy (Ni-Cr-Fe-9Mo; 625/ 725)";"picric acid";"2,4,6-trinitrophenol";"88-89-1";"C6H3N3O7";"organic (weak) acids";"100";"252 – 325";"<20";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"18";"Mo Superalloy (Ni-16Cr-16Mo; C276)";"picric acid";"2,4,6-trinitrophenol";"88-89-1";"C6H3N3O7";"organic (weak) acids";"5";"25 – 225";"<20";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"19";"Mo Superalloy (Ni-16Cr-16Mo; C276)";"picric acid";"2,4,6-trinitrophenol";"88-89-1";"C6H3N3O7";"organic (weak) acids";"100";"252 – 325";"<20";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"20";"Mo Superalloy (Ni-20Cr-16Mo-4W; 686)";"picric acid";"2,4,6-trinitrophenol";"88-89-1";"C6H3N3O7";"organic (weak) acids";"5";"25 – 225";"<20";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"21";"Mo Superalloy (Ni-20Cr-16Mo-4W; 686)";"picric acid";"2,4,6-trinitrophenol";"88-89-1";"C6H3N3O7";"organic (weak) acids";"100";"252 – 325";"<20";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"22";"Mo Superalloy (Ni-22Cr-16Mo; C22/ 59)";"picric acid";"2,4,6-trinitrophenol";"88-89-1";"C6H3N3O7";"organic (weak) acids";"5";"25 – 225";"<20";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"23";"Mo Superalloy (Ni-22Cr-16Mo; C22/ 59)";"picric acid";"2,4,6-trinitrophenol";"88-89-1";"C6H3N3O7";"organic (weak) acids";"100";"252 – 325";"<20";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"24";"Mo Superalloy (Ni-23Cr-16Mo-1Cu; C20000)";"picric acid";"2,4,6-trinitrophenol";"88-89-1";"C6H3N3O7";"organic (weak) acids";"5";"25 – 225";"<20";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"25";"Mo Superalloy (Ni-23Cr-16Mo-1Cu; C20000)";"picric acid";"2,4,6-trinitrophenol";"88-89-1";"C6H3N3O7";"organic (weak) acids";"100";"252 – 325";"<20";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"26";"Nickel (200)";"picric acid";"2,4,6-trinitrophenol";"88-89-1";"C6H3N3O7";"organic (weak) acids";"5";"25 – 75";">50";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"27";"Nickel-Copper (400)";"picric acid";"2,4,6-trinitrophenol";"88-89-1";"C6H3N3O7";"organic (weak) acids";"5";"25 – 75";"20 – 50";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"28";"Nickel-Copper (400)";"picric acid";"2,4,6-trinitrophenol";"88-89-1";"C6H3N3O7";"organic (weak) acids";"5";"175 – 225";">50";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"29";"Nickel-Copper (400)";"picric acid";"2,4,6-trinitrophenol";"88-89-1";"C6H3N3O7";"organic (weak) acids";"100";"252 – 275";">50";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"30";"Silicon Cast Iron (14Si)";"picric acid";"2,4,6-trinitrophenol";"88-89-1";"C6H3N3O7";"organic (weak) acids";"5";"52 – 102";"<2";"218,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"31";"Silicon Cast Iron (14Si)";"picric acid";"2,4,6-trinitrophenol";"88-89-1";"C6H3N3O7";"organic (weak) acids";"5";"102 – 192";"<20";"218,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"32";"Silver";"picric acid";"2,4,6-trinitrophenol";"88-89-1";"C6H3N3O7";"organic (weak) acids";"5";"25 – 225";"<2";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"33";"Steels, Carbon/ Low Alloy";"picric acid";"2,4,6-trinitrophenol";"88-89-1";"C6H3N3O7";"organic (weak) acids";"5";"25 – 75";">50";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"34";"Steels, Carbon/ Low Alloy";"picric acid";"2,4,6-trinitrophenol";"88-89-1";"C6H3N3O7";"organic (weak) acids";"100";"252 – 275";">50";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"35";"Superferritic Stainless Steel (26-1)";"picric acid";"2,4,6-trinitrophenol";"88-89-1";"C6H3N3O7";"organic (weak) acids";"5";"175 – 225";"<2";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"36";"Tantalum";"picric acid";"2,4,6-trinitrophenol";"88-89-1";"C6H3N3O7";"organic (weak) acids";"5";"25 – 225";"<2";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Corrosion Survey Database (COR•SUR) © 2002 NACE International";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
