sep=;
"Title: Corrosion Survey Database (COR•SUR)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Table: Stannic chloride";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"DOWNLOAD SHOWS ONLY THE DISPLAYED DATA, UP TO 50 ROWS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"No.";"material or substance name";"exposure medium";"exposure medium synonym";"exposure medium CAS RN";"exposure medium formula";"exposure medium class";"conc. (%)";"temp. (°F)";"corrosion rate (mil/yr)";"reference";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1";"Alloy 20-25-4Mo (904L)";"stannic chloride";"tin chloride";"7646-78-8";"Cl4Sn";"salts";"5 – 15";"25 – 68";"<20";"199,210,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2";"Alloy 20-25-4Mo (904L)";"stannic chloride";"tin chloride";"7646-78-8";"Cl4Sn";"salts";"5 – 24";"68";"20 – 50";"199,210,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"3";"Alloy 20-25-4Mo (904L)";"stannic chloride";"tin chloride";"7646-78-8";"Cl4Sn";"salts";"18 – 24";"212";">50";"199,210,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"4";"Alloy 20-25-4Mo (904L)";"stannic chloride";"tin chloride";"7646-78-8";"Cl4Sn";"salts";">85";"25 – 75";">50";"199,210,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"5";"Alloy 20-38-3-3Cu (20Cb3/ 825)";"stannic chloride";"tin chloride";"7646-78-8";"Cl4Sn";"salts";"5 – 15";"25 – 175";"<20";"210,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"6";"Alloy 20-38-3-3Cu (20Cb3/ 825)";"stannic chloride";"tin chloride";"7646-78-8";"Cl4Sn";"salts";"15 – 25";"25 – 75";">50";"210,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"7";"Alloy 20-38-3-3Cu (20Cb3/ 825)";"stannic chloride";"tin chloride";"7646-78-8";"Cl4Sn";"salts";">85";"25 – 75";">50";"210,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"8";"Alloy 30-44-5-3W (G-30)";"stannic chloride";"tin chloride";"7646-78-8";"Cl4Sn";"salts";"5 – 15";"25 – 175";"<20";"210,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"9";"Alloy 30-44-5-3W (G-30)";"stannic chloride";"tin chloride";"7646-78-8";"Cl4Sn";"salts";"15 – 25";"25 – 75";">50";"210,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"10";"Alloy 30-44-5-3W (G-30)";"stannic chloride";"tin chloride";"7646-78-8";"Cl4Sn";"salts";">85";"25 – 75";">50";"210,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"11";"Aluminum Alloy (3003/ 5154)";"stannic chloride";"tin chloride";"7646-78-8";"Cl4Sn";"salts";"5 – 25";"25 – 75";">50";"210,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"12";"Aluminum Alloy (3003/ 5154)";"stannic chloride";"tin chloride";"7646-78-8";"Cl4Sn";"salts";"85 – 95";"25 – 75";">50";"210,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"13";"Aluminum Alloy (3003/ 5154)";"stannic chloride";"tin chloride";"7646-78-8";"Cl4Sn";"salts";"100";"25 – 75";"<20";"210,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"14";"Austenitic Cr-Ni Stainless Steel (18-8; 304/ 304L/ 347)";"stannic chloride";"tin chloride";"7646-78-8";"Cl4Sn";"salts";"5 – 15";"25 – 175";"<20";"210,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"15";"Austenitic Cr-Ni Stainless Steel (18-8; 304/ 304L/ 347)";"stannic chloride";"tin chloride";"7646-78-8";"Cl4Sn";"salts";"15 – 25";"25 – 225";">50";"210,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"16";"Austenitic Cr-Ni Stainless Steel (18-8; 304/ 304L/ 347)";"stannic chloride";"tin chloride";"7646-78-8";"Cl4Sn";"salts";"15 – 55";"25 – 75";">50";"210,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"17";"Austenitic Cr-Ni Stainless Steel (18-8; 304/ 304L/ 347)";"stannic chloride";"tin chloride";"7646-78-8";"Cl4Sn";"salts";">85";"25 – 225";">50";"210,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
