sep=;
"Title: Corrosion Survey Database (COR•SUR)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Table: Sulfuric acid";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"DOWNLOAD SHOWS ONLY THE DISPLAYED DATA, UP TO 50 ROWS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"No.";"material or substance name";"material synonym";"exposure medium";"exposure medium synonym";"exposure medium note";"exposure medium CAS RN";"exposure medium formula";"exposure medium class";"NACE resistance rating (unitless)";"resistance note";"conc. (%)";"temp. (°F)";"exposure time (mo (30))";"test note";"reference";"";"";"";"";"";"";"";"";"";""
"1";"Acetal Resins (Polyoxymethylene)";"";"sulfuric acid";"oil of vitriol";"";"7664-93-9";"H2O4S";"inorganic acids";"3";"not recommended; 12 months";"10";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";""
"2";"Acetal Resins (Polyoxymethylene)";"";"sulfuric acid";"oil of vitriol";"";"7664-93-9";"H2O4S";"inorganic acids";"3";"not recommended";"10 – 30";"70 – 150";"<6";"";"1";"";"";"";"";"";"";"";"";"";""
"3";"Acetal Resins (Polyoxymethylene)";"";"sulfuric acid";"oil of vitriol";"";"7664-93-9";"H2O4S";"inorganic acids";"3";"not recommended";"70";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";""
"4";"Acetal Resins (Polyoxymethylene)";"";"sulfuric acid";"oil of vitriol";"";"7664-93-9";"H2O4S";"inorganic acids";"3";"not recommended";"70 – 96";"70 – 100";"";"";"1";"";"";"";"";"";"";"";"";"";""
"5";"Acetal Resins (Polyoxymethylene)";"";"sulfuric acid";"oil of vitriol";"";"7664-93-9";"H2O4S";"inorganic acids";"3";"not recommended";"96";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";""
"6";"Acrylonitrile Butadiene Styrene Polymer (ABS)";"";"sulfuric acid";"oil of vitriol";"";"7664-93-9";"H2O4S";"inorganic acids";"1";"recommended";"10 – 30";"70 – 100";"";"";"1";"";"";"";"";"";"";"";"";"";""
"7";"Acrylonitrile Butadiene Styrene Polymer (ABS)";"";"sulfuric acid";"oil of vitriol";"";"7664-93-9";"H2O4S";"inorganic acids";"3";"not recommended";"10 – 50";"100 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";""
"8";"Acrylonitrile Butadiene Styrene Polymer (ABS)";"";"sulfuric acid";"oil of vitriol";"";"7664-93-9";"H2O4S";"inorganic acids";"2";"questionable";"40 – 50";"60 – 70";"";"";"1";"";"";"";"";"";"";"";"";"";""
"9";"Acrylonitrile Butadiene Styrene Polymer (ABS)";"";"sulfuric acid";"oil of vitriol";"";"7664-93-9";"H2O4S";"inorganic acids";"3";"not recommended";"40 – 50";"70 – 100";"";"";"1";"";"";"";"";"";"";"";"";"";""
"10";"Acrylonitrile Butadiene Styrene Polymer (ABS)";"";"sulfuric acid";"oil of vitriol";"";"7664-93-9";"H2O4S";"inorganic acids";"3";"not recommended";">70";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";""
"11";"Acrylonitrile Butadiene Styrene Polymer (ABS)";"";"sulfuric acid";"oil of vitriol";"";"7664-93-9";"H2O4S";"inorganic acids";"3";"not recommended";"100";"70 – 135";"";"";"1";"";"";"";"";"";"";"";"";"";""
"12";"Acrylonitrile Butadiene Styrene Polymer (ABS)";"";"sulfuric acid";"oil of vitriol";"";"7664-93-9";"H2O4S";"inorganic acids";"3";"not recommended; disintegrated ";"100";"135 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";""
"13";"Carbon-Graphite Composites";"";"sulfuric acid";"oil of vitriol";"";"7664-93-9";"H2O4S";"inorganic acids";"1";"recommended";"10 – 70";"70 – 250";"";"";"1";"";"";"";"";"";"";"";"";"";""
"14";"Carbon-Graphite Composites";"";"sulfuric acid";"oil of vitriol";"";"7664-93-9";"H2O4S";"inorganic acids";"1";"recommended";"50";"225 – 640";"";"";"1";"";"";"";"";"";"";"";"";"";""
"15";"Carbon-Graphite Composites";"";"sulfuric acid";"oil of vitriol";"";"7664-93-9";"H2O4S";"inorganic acids";"1";"recommended";"70";"70 – 225";"";"";"1";"";"";"";"";"";"";"";"";"";""
"16";"Carbon-Graphite Composites";"";"sulfuric acid";"oil of vitriol";"";"7664-93-9";"H2O4S";"inorganic acids";"1";"recommended";"70";"225 – 298";"";"";"1";"";"";"";"";"";"";"";"";"";""
"17";"Carbon-Graphite Composites";"";"sulfuric acid";"oil of vitriol";"";"7664-93-9";"H2O4S";"inorganic acids";"1";"recommended";"80";"70 – 225";"";"";"1";"";"";"";"";"";"";"";"";"";""
"18";"Carbon-Graphite Composites";"";"sulfuric acid";"oil of vitriol";"";"7664-93-9";"H2O4S";"inorganic acids";"1";"recommended";"80";"225 – 298";"";"";"1";"";"";"";"";"";"";"";"";"";""
"19";"Carbon-Graphite Composites";"";"sulfuric acid";"oil of vitriol";"";"7664-93-9";"H2O4S";"inorganic acids";"1";"recommended";"80 – 90";"70 – 250";"";"";"1";"";"";"";"";"";"";"";"";"";""
