sep=;
"Title: Corrosion Survey Database (COR•SUR)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Table: Chlorine dioxide";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"DOWNLOAD SHOWS ONLY THE DISPLAYED DATA, UP TO 50 ROWS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"No.";"material or substance name";"material synonym";"exposure medium";"exposure medium note";"exposure medium CAS RN";"exposure medium formula";"exposure medium class";"NACE resistance rating (unitless)";"resistance note";"conc. (%)";"temp. (°F)";"exposure time (mo (30))";"test note";"reference";"";"";"";"";"";"";"";"";"";"";""
"1";"Carbon-Graphite Composites";"";"chlorine dioxide";"gas";"10049-04-4";"ClO2";"oxidizing agents";"1";"recommended";"100";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"2";"Chlorendic Unsaturated Polyester, Glass Fiber-Reinforced (190 + 47)";"HET acid polyester-Polifos 190 + 47 phr styrene";"chlorine dioxide";"";"10049-04-4";"ClO2";"oxidizing agents";"1";"recommended";"100";"0 – 180";"";"process generator covers";"16";"";"";"";"";"";"";"";"";"";"";""
"3";"Chlorendic Unsaturated Polyester, Glass Fiber-Reinforced (190 + 47)";"HET acid polyester-Polifos 190 + 47 phr styrene";"chlorine dioxide";"";"10049-04-4";"ClO2";"oxidizing agents";"1";"recommended";"100";"0 – 180";"";"process generators";"16";"";"";"";"";"";"";"";"";"";"";""
"4";"Chlorendic Unsaturated Polyester, Glass Fiber-Reinforced (190 + 47)";"HET acid polyester-Polifos 190 + 47 phr styrene";"chlorine dioxide";"";"10049-04-4";"ClO2";"oxidizing agents";"1";"recommended";"100";"0 – 180";"";"process bleach towers";"16";"";"";"";"";"";"";"";"";"";"";""
"5";"Chlorendic Unsaturated Polyester, Glass Fiber-Reinforced (190 + 47)";"HET acid polyester-Polifos 190 + 47 phr styrene";"chlorine dioxide";"";"10049-04-4";"ClO2";"oxidizing agents";"1";"recommended";"100";"35";"<6";"absorber (water)";"16";"";"";"";"";"";"";"";"";"";"";""
"6";"Chlorendic Unsaturated Polyester, Glass Fiber-Reinforced (190 + 47)";"HET acid polyester-Polifos 190 + 47 phr styrene";"chlorine dioxide";"wet, saturated";"10049-04-4";"ClO2";"oxidizing agents";"1";"recommended";"100";"140";"";"";"16";"";"";"";"";"";"";"";"";"";"";""
"7";"Chlorendic Unsaturated Polyester, Glass Fiber-Reinforced (190 + 47)";"HET acid polyester-Polifos 190 + 47 phr styrene";"chlorine dioxide";"";"10049-04-4";"ClO2";"oxidizing agents";"1";"recommended";"100";"190";"";"condensate (saturated)";"16";"";"";"";"";"";"";"";"";"";"";""
"8";"Epoxy Cements";"";"chlorine dioxide";"";"10049-04-4";"ClO2";"oxidizing agents";"3";"not recommended";"";"68";"<6";"acidified";"5";"";"";"";"";"";"";"";"";"";"";""
"9";"Epoxy Cements";"";"chlorine dioxide";"";"10049-04-4";"ClO2";"oxidizing agents";"3";"not recommended";"";"140";"";"acidified";"5";"";"";"";"";"";"";"";"";"";"";""
"10";"Epoxy Resin, Asbestos/ Glass Fiber- Reinforced";"";"chlorine dioxide";"saturated";"10049-04-4";"ClO2";"oxidizing agents";"1";"recommended";"10 – 20";"50 – 140";">12";"may contain droplets of sulfuric acid";"1";"";"";"";"";"";"";"";"";"";"";""
