sep=;
"Title: Corrosion Survey Database (COR•SUR)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Table: Chlorine dioxide";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"DOWNLOAD SHOWS ONLY THE DISPLAYED DATA, UP TO 50 ROWS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"No.";"material or substance name";"material synonym";"exposure medium";"exposure medium note";"exposure medium CAS RN";"exposure medium formula";"exposure medium class";"NACE resistance rating (unitless)";"resistance note";"conc. (%)";"temp. (°F)";"exposure time (mo (30))";"test note";"reference";"";"";"";"";"";"";"";"";"";"";""
"11";"Epoxy Resin, Asbestos/ Glass Fiber- Reinforced";"";"chlorine dioxide";"gas";"10049-04-4";"ClO2";"oxidizing agents";"1";"recommended";"20";"50 – 90";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"12";"Epoxy Resin, Asbestos/ Glass Fiber- Reinforced";"";"chlorine dioxide";"gas";"10049-04-4";"ClO2";"oxidizing agents";"1";"recommended";"20";"90 – 140";"";"in air only, 10-60°C (50-140°F)";"1";"";"";"";"";"";"";"";"";"";"";""
"13";"Epoxy Resin, Asbestos/ Glass Fiber- Reinforced";"";"chlorine dioxide";"gas";"10049-04-4";"ClO2";"oxidizing agents";"3";"not recommended";">30";"0 – 250";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"14";"Furfuryl Alcohol Resin, Glass Fiber-Reinforced";"";"chlorine dioxide";"gas";"10049-04-4";"ClO2";"oxidizing agents";"1";"recommended";"20";"70 – 250";">12";"";"1";"";"";"";"";"";"";"";"";"";"";""
"15";"Glassed Steel";"";"chlorine dioxide";"gas";"10049-04-4";"ClO2";"oxidizing agents";"1";"recommended; questionable ";">10";"50 – 300";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"16";"Polyesters, Glass Fiber-Reinforced";"";"chlorine dioxide";"gas";"10049-04-4";"ClO2";"oxidizing agents";"1";"recommended";"10";"70 – 135";"";"saturated, also in vapor";"1";"";"";"";"";"";"";"";"";"";"";""
"17";"Polyesters, Glass Fiber-Reinforced";"";"chlorine dioxide";"gas";"10049-04-4";"ClO2";"oxidizing agents";"1";"recommended; vapor, gas, recommended";"10";"135 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"18";"Polyvinylidene Fluoride (PVDF)";"Kynar";"chlorine dioxide";"gas";"10049-04-4";"ClO2";"oxidizing agents";"1";"recommended";"100";"70 – 175";"";"";"1, 17";"";"";"";"";"";"";"";"";"";"";""
"19";"Polyvinylidene Fluoride (PVDF)";"";"chlorine dioxide";"gas";"10049-04-4";"ClO2";"oxidizing agents";"2";"questionable";"100";"175 – 225";"";"";"1, 17";"";"";"";"";"";"";"";"";"";"";""
"20";"Polyvinylidene Fluoride (PVDF)";"";"chlorine dioxide";"gas";"10049-04-4";"ClO2";"oxidizing agents";"3";"not recommended";"100";"225 – 285";"";"";"1, 17";"";"";"";"";"";"";"";"";"";"";""
"21";"Vinyl Ester Resins";"";"chlorine dioxide";"gas";"10049-04-4";"ClO2";"oxidizing agents";"1";"recommended";"10";"70 – 135";"";"saturated, also in vapor";"7";"";"";"";"";"";"";"";"";"";"";""
"22";"Vinyl Ester Resins";"";"chlorine dioxide";"gas";"10049-04-4";"ClO2";"oxidizing agents";"1";"recommended; vapor, gas recommended";"10";"135 – 150";"";"";"7";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Corrosion Survey Database (COR•SUR) © 2002 NACE International";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
