sep=;
"Title: Corrosion Survey Database (COR•SUR)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Table: Dipentene";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"DOWNLOAD SHOWS ONLY THE DISPLAYED DATA, UP TO 50 ROWS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"No.";"material or substance name";"exposure medium";"exposure medium synonym";"exposure medium CAS RN";"exposure medium formula";"exposure medium class";"conc. (%)";"temp. (°F)";"corrosion rate (mil/yr)";"reference";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"11";"Cr Stainless Steel (17Cr)";"dipentene";"p-menthadiene";"7705-14-8";"C10H16";"hydrocarbons";"100";"25 – 225";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"12";"Gold/ Platinum";"dipentene";"p-menthadiene";"7705-14-8";"C10H16";"hydrocarbons";"100";"25 – 375";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"13";"Lead";"dipentene";"p-menthadiene";"7705-14-8";"C10H16";"hydrocarbons";"100";"25 – 225";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"14";"Nickel (200)";"dipentene";"p-menthadiene";"7705-14-8";"C10H16";"hydrocarbons";"100";"25 – 375";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"15";"Nickel-Copper (400)";"dipentene";"p-menthadiene";"7705-14-8";"C10H16";"hydrocarbons";"100";"25 – 375";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"16";"Ni-Cr-Fe Alloy (600/ 690)";"dipentene";"p-menthadiene";"7705-14-8";"C10H16";"hydrocarbons";"100";"25 – 375";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"17";"Ni-Mo Alloy (Ni-30Mo; B-2)";"dipentene";"p-menthadiene";"7705-14-8";"C10H16";"hydrocarbons";"100";"25 – 375";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"18";"Silicon Cast Iron (14Si)";"dipentene";"p-menthadiene";"7705-14-8";"C10H16";"hydrocarbons";"100";"52 – 237";"<20";"218";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"19";"Silver";"dipentene";"p-menthadiene";"7705-14-8";"C10H16";"hydrocarbons";"100";"25 – 375";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"20";"Steels, Carbon/ Low Alloy";"dipentene";"p-menthadiene";"7705-14-8";"C10H16";"hydrocarbons";"100";"25 – 375";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"21";"Superferritic Stainless Steel (26-1)";"dipentene";"p-menthadiene";"7705-14-8";"C10H16";"hydrocarbons";"100";"25 – 225";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"22";"Tantalum";"dipentene";"p-menthadiene";"7705-14-8";"C10H16";"hydrocarbons";"100";"25 – 375";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"23";"Titanium, Unalloyed";"dipentene";"p-menthadiene";"7705-14-8";"C10H16";"hydrocarbons";"100";"25 – 375";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Corrosion Survey Database (COR•SUR) © 2002 NACE International";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
