sep=;
"Title: Corrosion Survey Database (COR•SUR)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Table: Ethylene glycol";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"DOWNLOAD SHOWS ONLY THE DISPLAYED DATA, UP TO 50 ROWS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"No.";"material or substance name";"exposure medium";"exposure medium synonym";"exposure medium CAS RN";"exposure medium formula";"exposure medium class";"conc. (%)";"temp. (°F)";"corrosion rate (mil/yr)";"reference";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1";"Alloy 20-25-4Mo (904L)";"ethylene glycol";"1,2-ethanediol";"107-21-1";"C2H6O2";"alcohols";">1";"0 – 212";"<2";"46,125,177";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2";"Alloy 20-25-6Mo (254SMO/ 6XN)";"ethylene glycol";"1,2-ethanediol";"107-21-1";"C2H6O2";"alcohols";">1";"0 – 212";"<2";"46,125,177";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"3";"Alloy 20-38-3-3Cu (20Cb3/ 825)";"ethylene glycol";"1,2-ethanediol";"107-21-1";"C2H6O2";"alcohols";">1";"0 – 225";"<2";"46,125,177,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"4";"Alloy 30-44-5-3W (G-30)";"ethylene glycol";"1,2-ethanediol";"107-21-1";"C2H6O2";"alcohols";">1";"0 – 225";"<2";"46,125,177,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"5";"Aluminum Alloy (3003/ 5154)";"ethylene glycol";"1,2-ethanediol";"107-21-1";"C2H6O2";"alcohols";"5 – 55";"25 – 225";"<2";"46,125,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"6";"Aluminum Alloy (3003/ 5154)";"ethylene glycol";"1,2-ethanediol";"107-21-1";"C2H6O2";"alcohols";"100";"25 – 225";"<2";"46,125,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"7";"Austenitic Cr-Ni Stainless Steel (18-8; 304/ 304L/ 347)";"ethylene glycol";"1,2-ethanediol";"107-21-1";"C2H6O2";"alcohols";"100";"25 – 225";"<2";"46,125,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"8";"Austenitic Cr-Ni-Mo Stainless Steel (17-12-3; 316L/ 317L)";"ethylene glycol";"1,2-ethanediol";"107-21-1";"C2H6O2";"alcohols";"100";"25 – 225";"<2";"46,125,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"9";"Brass (>15Zn)";"ethylene glycol";"1,2-ethanediol";"107-21-1";"C2H6O2";"alcohols";"35 – 45";"25 – 175";"<2";"46,125,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"10";"Brass (>15Zn)";"ethylene glycol";"1,2-ethanediol";"107-21-1";"C2H6O2";"alcohols";"100";"25 – 225";"<20";"46,125,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"11";"Cast Iron, Gray/ Ductile";"ethylene glycol";"1,2-ethanediol";"107-21-1";"C2H6O2";"alcohols";"35 – 45";"125 – 175";"20 – 50";"46,125,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"12";"Cast Iron, Gray/ Ductile";"ethylene glycol";"1,2-ethanediol";"107-21-1";"C2H6O2";"alcohols";"100";"25 – 225";"<20";"46,125,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"13";"Copper/ Bronze/ Low Brass";"ethylene glycol";"1,2-ethanediol";"107-21-1";"C2H6O2";"alcohols";"5 – 15";"25 – 175";"<20";"46,125,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"14";"Copper/ Bronze/ Low Brass";"ethylene glycol";"1,2-ethanediol";"107-21-1";"C2H6O2";"alcohols";"35 – 45";"75 – 225";"<20";"46,125,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"15";"Copper/ Bronze/ Low Brass";"ethylene glycol";"1,2-ethanediol";"107-21-1";"C2H6O2";"alcohols";"75 – 85";"175 – 275";"<20";"46,125,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
