sep=;
"Title: Corrosion Survey Database (COR•SUR)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Table: Nitromethane";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"DOWNLOAD SHOWS ONLY THE DISPLAYED DATA, UP TO 50 ROWS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"No.";"material or substance name";"exposure medium";"exposure medium CAS RN";"exposure medium formula";"exposure medium class";"conc. (%)";"temp. (°F)";"corrosion rate (mil/yr)";"reference";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1";"Alloy 20-25-4Mo (904L)";"nitromethane";"75-52-5";"CH3NO2";"hydrocarbons";"100";"25 – 225";"<2";"216,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2";"Alloy 20-38-3-3Cu (20Cb3/ 825)";"nitromethane";"75-52-5";"CH3NO2";"hydrocarbons";"5 – 15";"25 – 225";"<20";"216,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"3";"Alloy 20-38-3-3Cu (20Cb3/ 825)";"nitromethane";"75-52-5";"CH3NO2";"hydrocarbons";"100";"25 – 75";"<20";"216,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"4";"Alloy 30-44-5-3W (G-30)";"nitromethane";"75-52-5";"CH3NO2";"hydrocarbons";"5 – 15";"25 – 225";"<20";"216,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"5";"Alloy 30-44-5-3W (G-30)";"nitromethane";"75-52-5";"CH3NO2";"hydrocarbons";"100";"25 – 75";"<20";"216,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"6";"Aluminum Alloy (3003/ 5154)";"nitromethane";"75-52-5";"CH3NO2";"hydrocarbons";"5 – 15";"25 – 75";">50";"216,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"7";"Aluminum Alloy (3003/ 5154)";"nitromethane";"75-52-5";"CH3NO2";"hydrocarbons";"100";"25 – 75";"<2";"216,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"8";"Austenitic Cr-Ni Stainless Steel (18-8; 304/ 304L/ 347)";"nitromethane";"75-52-5";"CH3NO2";"hydrocarbons";"100";"25 – 225";"<2";"216,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"9";"Austenitic Cr-Ni-Mo Stainless Steel (17-12-3; 316L/ 317L)";"nitromethane";"75-52-5";"CH3NO2";"hydrocarbons";"100";"25 – 225";"<2";"216,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"10";"Brass (>15Zn)";"nitromethane";"75-52-5";"CH3NO2";"hydrocarbons";"100";"25 – 225";"<2";"216,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
