sep=;
"Title: Corrosion Survey Database (COR•SUR)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Table: Potassium nitrate";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"DOWNLOAD SHOWS ONLY THE DISPLAYED DATA, UP TO 50 ROWS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"No.";"material or substance name";"exposure medium";"exposure medium synonym";"exposure medium CAS RN";"exposure medium formula";"exposure medium class";"conc. (%)";"temp. (°F)";"corrosion rate (mil/yr)";"reference";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1";"Alloy 20-25-4Mo (904L)";"potassium nitrate";"saltpeter";"7757-79-1";"KNO3";"salts";"1 – 80";"212 – 248";"<2";"191,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2";"Alloy 20-25-4Mo (904L)";"potassium nitrate";"saltpeter";"7757-79-1";"KNO3";"salts";"5 – 55";"25 – 225";"<2";"191,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"3";"Alloy 20-25-4Mo (904L)";"potassium nitrate";"saltpeter";"7757-79-1";"KNO3";"salts";"55 – 75";"75 – 225";"<2";"191,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"4";"Alloy 20-25-4Mo (904L)";"potassium nitrate";"saltpeter";"7757-79-1";"KNO3";"salts";"75 – 85";"175 – 225";"<2";"191,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"5";"Alloy 20-25-6Mo (254SMO/ 6XN)";"potassium nitrate";"saltpeter";"7757-79-1";"KNO3";"salts";"1 – 80";"212 – 248";"<2";"191";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"6";"Alloy 20-38-3-3Cu (20Cb3/ 825)";"potassium nitrate";"saltpeter";"7757-79-1";"KNO3";"salts";"1 – 80";"212 – 248";"<2";"191";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"7";"Alloy 30-44-5-3W (G-30)";"potassium nitrate";"saltpeter";"7757-79-1";"KNO3";"salts";"1 – 80";"212 – 248";"<2";"191";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"8";"Aluminum Alloy (3003/ 5154)";"potassium nitrate";"saltpeter";"7757-79-1";"KNO3";"salts";"5 – 65";"25 – 225";"<2";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"9";"Aluminum Alloy (3003/ 5154)";"potassium nitrate";"saltpeter";"7757-79-1";"KNO3";"salts";"65 – 85";"125 – 225";"<2";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"10";"Austenitic Cr-Ni Stainless Steel (18-8; 304/ 304L/ 347)";"potassium nitrate";"saltpeter";"7757-79-1";"KNO3";"salts";"5 – 45";"25 – 225";"<2";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"11";"Austenitic Cr-Ni Stainless Steel (18-8; 304/ 304L/ 347)";"potassium nitrate";"saltpeter";"7757-79-1";"KNO3";"salts";"45 – 85";"75 – 225";"<2";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
