sep=;
"Title: Corrosion Survey Database (COR•SUR)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Table: Quinoline";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"DOWNLOAD SHOWS ONLY THE DISPLAYED DATA, UP TO 50 ROWS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"No.";"material or substance name";"exposure medium";"exposure medium synonym";"exposure medium CAS RN";"exposure medium formula";"exposure medium class";"conc. (%)";"temp. (°F)";"corrosion rate (mil/yr)";"reference";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"13";"Gold/ Platinum";"quinoline";"1-azanaphthalene";"91-22-5";"C9H7N";"heterocyclic organics";"100";"25 – 475";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"14";"Lead";"quinoline";"1-azanaphthalene";"91-22-5";"C9H7N";"heterocyclic organics";"100";"25 – 475";"<2";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"15";"Mo Superalloy (Ni-Cr-Fe-9Mo; 625/ 725)";"quinoline";"1-azanaphthalene";"91-22-5";"C9H7N";"heterocyclic organics";"100";"25 – 475";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"16";"Mo Superalloy (Ni-16Cr-16Mo; C276)";"quinoline";"1-azanaphthalene";"91-22-5";"C9H7N";"heterocyclic organics";"100";"25 – 475";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"17";"Mo Superalloy (Ni-20Cr-16Mo-4W; 686)";"quinoline";"1-azanaphthalene";"91-22-5";"C9H7N";"heterocyclic organics";"100";"25 – 475";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"18";"Mo Superalloy (Ni-22Cr-16Mo; C22/ 59)";"quinoline";"1-azanaphthalene";"91-22-5";"C9H7N";"heterocyclic organics";"100";"25 – 475";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"19";"Mo Superalloy (Ni-23Cr-16Mo-1Cu; C20000)";"quinoline";"1-azanaphthalene";"91-22-5";"C9H7N";"heterocyclic organics";"100";"25 – 475";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"20";"Nickel (200)";"quinoline";"1-azanaphthalene";"91-22-5";"C9H7N";"heterocyclic organics";"100";"25 – 475";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"21";"Nickel Cast Iron (15-35Ni)";"quinoline";"1-azanaphthalene";"91-22-5";"C9H7N";"heterocyclic organics";"100";"25 – 225";"<20";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"22";"Nickel-Copper (400)";"quinoline";"1-azanaphthalene";"91-22-5";"C9H7N";"heterocyclic organics";"100";"25 – 475";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"23";"Ni-Cr-Fe Alloy (600/ 690)";"quinoline";"1-azanaphthalene";"91-22-5";"C9H7N";"heterocyclic organics";"100";"25 – 475";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"24";"Ni-Mo Alloy (Ni-30Mo; B-2)";"quinoline";"1-azanaphthalene";"91-22-5";"C9H7N";"heterocyclic organics";"100";"25 – 475";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"25";"Silicon Cast Iron (14Si)";"quinoline";"1-azanaphthalene";"91-22-5";"C9H7N";"heterocyclic organics";"100";"52 – 237";"<20";"218";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"26";"Silver";"quinoline";"1-azanaphthalene";"91-22-5";"C9H7N";"heterocyclic organics";"100";"25 – 475";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"27";"Steels, Carbon/ Low Alloy";"quinoline";"1-azanaphthalene";"91-22-5";"C9H7N";"heterocyclic organics";"100";"25 – 475";"20 – 50";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"28";"Superferritic Stainless Steel (26-1)";"quinoline";"1-azanaphthalene";"91-22-5";"C9H7N";"heterocyclic organics";"100";"25 – 475";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"29";"Tantalum";"quinoline";"1-azanaphthalene";"91-22-5";"C9H7N";"heterocyclic organics";"100";"25 – 475";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"30";"Titanium, Unalloyed";"quinoline";"1-azanaphthalene";"91-22-5";"C9H7N";"heterocyclic organics";"100";"25 – 75";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"31";"Zirconium";"quinoline";"1-azanaphthalene";"91-22-5";"C9H7N";"heterocyclic organics";"100";"25 – 75";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Corrosion Survey Database (COR•SUR) © 2002 NACE International";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
