sep=;
"Title: Corrosion Survey Database (COR•SUR)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Table: Ferric chloride";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"DOWNLOAD SHOWS ONLY THE DISPLAYED DATA, UP TO 50 ROWS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"No.";"material or substance name";"material synonym";"exposure medium";"exposure medium synonym";"exposure medium note";"exposure medium CAS RN";"exposure medium formula";"exposure medium class";"NACE resistance rating (unitless)";"resistance note";"conc. (%)";"temp. (°F)";"exposure time (mo (30))";"test note";"reference";"";"";"";"";"";"";"";"";"";""
"11";"Cellulose Acetate";"";"ferric chloride";"iron chloride";"";"7705-08-0";"Cl3Fe";"salts";"3";"not recommended; tacky surface";"60";"60 – 70";"";"";"1";"";"";"";"";"";"";"";"";"";""
"12";"Cellulose Acetate Butyrate";"";"ferric chloride";"iron chloride";"";"7705-08-0";"Cl3Fe";"salts";"3";"not recommended; ";"10";"60 – 70";"";"";"1";"";"";"";"";"";"";"";"";"";""
"13";"Cellulose Acetate Butyrate";"";"ferric chloride";"iron chloride";"";"7705-08-0";"Cl3Fe";"salts";"3";"not recommended";"10 – 20";"60 – 70";"<1";"";"1";"";"";"";"";"";"";"";"";"";""
"14";"Cellulose Acetate Butyrate";"";"ferric chloride";"iron chloride";"";"7705-08-0";"Cl3Fe";"salts";"3";"not recommended; weight gain";"20";"60 – 70";"";"";"1";"";"";"";"";"";"";"";"";"";""
"15";"Cellulose Acetate Butyrate";"";"ferric chloride";"iron chloride";"";"7705-08-0";"Cl3Fe";"salts";"2";"questionable";"40";"60 – 70";"";"";"1";"";"";"";"";"";"";"";"";"";""
"16";"Cellulose Acetate Butyrate";"";"ferric chloride";"iron chloride";"";"7705-08-0";"Cl3Fe";"salts";"1";"recommended";"70";"60 – 70";"";"";"1";"";"";"";"";"";"";"";"";"";""
"17";"Chlorendic Unsaturated Polyester, Glass Fiber-Reinforced (190 + 47)";"HET acid polyester-Polifos 190 + 47 phr styrene";"ferric chloride";"iron chloride";"";"7705-08-0";"Cl3Fe";"salts";"1";"recommended";"<25";"250";"<6";"";"16";"";"";"";"";"";"";"";"";"";""
"18";"Chlorendic Unsaturated Polyester, Glass Fiber-Reinforced (190 + 47)";"";"ferric chloride";"iron chloride";"";"7705-08-0";"Cl3Fe";"salts";"1";"recommended";"100";"250";"";"";"16";"";"";"";"";"";"";"";"";"";""
"19";"Chlorendic Unsaturated Polyester, Glass Fiber-Reinforced (869 + 44.5)";"HET acid polyester-Polifos 869 + 44.5 phr styrene";"ferric chloride";"iron chloride";"";"7705-08-0";"Cl3Fe";"salts";"1";"recommended";"<25";"200";"<6";"";"16";"";"";"";"";"";"";"";"";"";""
"20";"Chlorendic Unsaturated Polyester, Glass Fiber-Reinforced (869 + 44.5)";"";"ferric chloride";"iron chloride";"";"7705-08-0";"Cl3Fe";"salts";"1";"recommended";"100";"250";"";"";"16";"";"";"";"";"";"";"";"";"";""
"21";"Chlorinated Polyvinyl Chloride (CPVC)";"";"ferric chloride";"iron chloride";"";"7705-08-0";"Cl3Fe";"salts";"1";"recommended";"100";"70 – 212";"";"";"1, 20";"";"";"";"";"";"";"";"";"";""
"22";"Chlorosulfonated Polyethylene";"";"ferric chloride";"iron chloride";"";"7705-08-0";"Cl3Fe";"salts";"1";"recommended";"10";"70 – 212";"";"";"1";"";"";"";"";"";"";"";"";"";""
"23";"Chlorosulfonated Polyethylene";"";"ferric chloride";"iron chloride";"";"7705-08-0";"Cl3Fe";"salts";"1";"recommended";">10";"150 – 212";"";"";"1";"";"";"";"";"";"";"";"";"";""
"24";"Chlorosulfonated Polyethylene";"";"ferric chloride";"iron chloride";"saturated";"7705-08-0";"Cl3Fe";"salts";"1";"recommended";"80";"150 – 165";"";"";"1";"";"";"";"";"";"";"";"";"";""
"25";"Concrete";"";"ferric chloride";"iron chloride";"";"7705-08-0";"Cl3Fe";"salts";"3";"not recommended";"10 – 90";"60 – 70";"";"";"1";"";"";"";"";"";"";"";"";"";""
"26";"Epoxy Cements";"";"ferric chloride";"iron chloride";"";"7705-08-0";"Cl3Fe";"salts";"1";"recommended";"46";"68";"<6";"";"5";"";"";"";"";"";"";"";"";"";""
"27";"Epoxy Cements";"";"ferric chloride";"iron chloride";"";"7705-08-0";"Cl3Fe";"salts";"1";"recommended";"46";"140";"";"";"5";"";"";"";"";"";"";"";"";"";""
"28";"Epoxy Resin, Asbestos/ Glass Fiber- Reinforced";"";"ferric chloride";"iron chloride";"";"7705-08-0";"Cl3Fe";"salts";"1";"recommended";"10 – 20";"212 – 230";"";"";"1";"";"";"";"";"";"";"";"";"";""
"29";"Epoxy Resin, Asbestos/ Glass Fiber- Reinforced";"";"ferric chloride";"iron chloride";"";"7705-08-0";"Cl3Fe";"salts";"1";"recommended; over 3 years";">10";"50 – 212";">12";"";"1";"";"";"";"";"";"";"";"";"";""
"30";"Epoxy Resin, Glass Fiber- Reinforced";"";"ferric chloride";"iron chloride";"";"7705-08-0";"Cl3Fe";"salts";"1";"recommended";"any";"205";"";"";"1, 19";"";"";"";"";"";"";"";"";"";""
"31";"Epoxy Resin, Glass Fiber- Reinforced";"";"ferric chloride";"iron chloride";"";"7705-08-0";"Cl3Fe";"salts";"1";"recommended";"10";"70 – 200";"";"";"1, 19";"";"";"";"";"";"";"";"";"";""
"32";"Epoxy Resin, Glass Fiber- Reinforced";"";"ferric chloride";"iron chloride";"";"7705-08-0";"Cl3Fe";"salts";"1";"recommended";"10 – 20";"70 – 150";"";"";"1, 19";"";"";"";"";"";"";"";"";"";""
"33";"Epoxy Resin, Glass Fiber- Reinforced";"";"ferric chloride";"iron chloride";"";"7705-08-0";"Cl3Fe";"salts";"1";"recommended";"40";"70 – 200";"";"";"1, 19";"";"";"";"";"";"";"";"";"";""
"34";"Epoxy Resin, Glass Fiber- Reinforced";"";"ferric chloride";"iron chloride";"saturated";"7705-08-0";"Cl3Fe";"salts";"1";"recommended";"100";"70 – 250";"";"";"1, 19";"";"";"";"";"";"";"";"";"";""
"35";"Ethylene Tetrafluoroethylene Copolymer (ETFE)";"";"ferric chloride";"iron chloride";"";"7705-08-0";"Cl3Fe";"salts";"1";"recommended; strength loss; steady state reached after one week exposure";"20";"32 – 212";"<1";"";"1, 22";"";"";"";"";"";"";"";"";"";""
"36";"Fluorinated Ethylene Propylene Copolymer (FEP)/ Polytetrafluoroethylene (PTFE)";"";"ferric chloride";"iron chloride";"";"7705-08-0";"Cl3Fe";"salts";"1";"recommended";"10";"60 – 70";"";"1-5% hydrate reduces mechanical properties";"1, 22";"";"";"";"";"";"";"";"";"";""
"37";"Fluorinated Ethylene Propylene Copolymer (FEP)/ Polytetrafluoroethylene (PTFE)";"";"ferric chloride";"iron chloride";"";"7705-08-0";"Cl3Fe";"salts";"1";"recommended; discolored, ";"20";"200 – 250";"";"";"1, 22";"";"";"";"";"";"";"";"";"";""
"38";"Fluorinated Ethylene Propylene Copolymer (FEP)/ Polytetrafluoroethylene (PTFE)";"";"ferric chloride";"iron chloride";"";"7705-08-0";"Cl3Fe";"salts";"1";"recommended";"100";"70 – 150";"";"immersed, cyclic immersion";"1, 22";"";"";"";"";"";"";"";"";"";""
"39";"Fluororubber";"";"ferric chloride";"iron chloride";"";"7705-08-0";"Cl3Fe";"salts";"1";"recommended";">10";"70 – 212";"";"saturated; ";"1";"";"";"";"";"";"";"";"";"";""
"40";"Furfuryl Alcohol Resin, Glass Fiber-Reinforced";"";"ferric chloride";"iron chloride";"";"7705-08-0";"Cl3Fe";"salts";"1";"recommended";">10";"70 – 250";">12";"";"1";"";"";"";"";"";"";"";"";"";""
"41";"Glass, Chemical";"";"ferric chloride";"iron chloride";"";"7705-08-0";"Cl3Fe";"salts";"1";"recommended";">10";"70 – 212";"";"";"1";"";"";"";"";"";"";"";"";"";""
"42";"Glassed Steel";"";"ferric chloride";"iron chloride";"";"7705-08-0";"Cl3Fe";"salts";"1";"recommended; questionable ";">10";"50 – 300";"";"";"1";"";"";"";"";"";"";"";"";"";""
"43";"Nylon";"";"ferric chloride";"iron chloride";"";"7705-08-0";"Cl3Fe";"salts";"2";"questionable";"10";"60 – 70";"";"";"1";"";"";"";"";"";"";"";"";"";""
"44";"Perfluoroalkoxy Resins";"";"ferric chloride";"iron chloride";"";"7705-08-0";"Cl3Fe";"salts";"1";"recommended; strength loss; steady state reached in one week exposure";"20";"70 – 212";"<1";"";"1, 22";"";"";"";"";"";"";"";"";"";""
"45";"Polychloroprene";"";"ferric chloride";"iron chloride";"";"7705-08-0";"Cl3Fe";"salts";"1";"recommended";"10";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";""
"46";"Polychloroprene";"";"ferric chloride";"iron chloride";"saturated";"7705-08-0";"Cl3Fe";"salts";"1";"recommended";"100";"70 – 212";"";"";"1";"";"";"";"";"";"";"";"";"";""
"47";"Polyethylene (PE)";"";"ferric chloride";"iron chloride";"saturated";"7705-08-0";"Cl3Fe";"salts";"1";"recommended";"100";"70 – 150";"";"";"1, 21";"";"";"";"";"";"";"";"";"";""
"48";"Polymethyl Methacrylate (PMMA)";"";"ferric chloride";"iron chloride";"";"7705-08-0";"Cl3Fe";"salts";"1";"recommended";"100";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";""
"49";"Polyphenylene Sulfide (40% Glass-Filled)";"Fortron PPS";"ferric chloride";"iron chloride";"";"7705-08-0";"Cl3Fe";"salts";"1";"recommended";"100";"0 – 200";"<1";"";"11";"";"";"";"";"";"";"";"";"";""
"50";"Polypropylene (PP)";"";"ferric chloride";"iron chloride";"saturated";"7705-08-0";"Cl3Fe";"salts";"1";"recommended";">10";"60 – 150";"<6";"";"1";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Corrosion Survey Database (COR•SUR) © 2002 NACE International";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
