sep=;
"Title: Corrosion Survey Database (COR•SUR)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Table: Ferric chloride";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"DOWNLOAD SHOWS ONLY THE DISPLAYED DATA, UP TO 50 ROWS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"No.";"material or substance name";"material synonym";"exposure medium";"exposure medium synonym";"exposure medium note";"exposure medium CAS RN";"exposure medium formula";"exposure medium class";"NACE resistance rating (unitless)";"resistance note";"conc. (%)";"temp. (°F)";"exposure time (mo (30))";"test note";"reference";"";"";"";"";"";"";"";"";"";""
"1";"Acetal Resins (Polyoxymethylene)";"";"ferric chloride";"iron chloride";"";"7705-08-0";"Cl3Fe";"salts";"1";"recommended";">10";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";""
"2";"Acetal Resins (Polyoxymethylene)";"";"ferric chloride";"iron chloride";"";"7705-08-0";"Cl3Fe";"salts";"2";"questionable";">10";"150 – 175";"";"";"1";"";"";"";"";"";"";"";"";"";""
"3";"Acetal Resins (Polyoxymethylene)";"";"ferric chloride";"iron chloride";"";"7705-08-0";"Cl3Fe";"salts";"3";"not recommended";">10";"175 – 212";"";"";"1";"";"";"";"";"";"";"";"";"";""
"4";"Acrylonitrile Butadiene Styrene Polymer (ABS)";"";"ferric chloride";"iron chloride";"";"7705-08-0";"Cl3Fe";"salts";"1";"recommended";"10";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";""
"5";"Acrylonitrile Butadiene Styrene Polymer (ABS)";"";"ferric chloride";"iron chloride";"saturated";"7705-08-0";"Cl3Fe";"salts";"1";"recommended";"100";"70 – 175";"";"";"1";"";"";"";"";"";"";"";"";"";""
"6";"Bisphenol A Fumarate Unsaturated Polyester";"fiberglass reinforced polyester (FRP)";"ferric chloride";"iron chloride";"";"7705-08-0";"Cl3Fe";"salts";"1";"recommended";">10";"75 – 212";"";"";"1";"";"";"";"";"";"";"";"";"";""
"7";"Carbon-Graphite Composites";"";"ferric chloride";"iron chloride";"";"7705-08-0";"Cl3Fe";"salts";"1";"recommended";"10 – 90";"70 – 212";"";"";"1";"";"";"";"";"";"";"";"";"";""
"8";"Cellulose Acetate";"";"ferric chloride";"iron chloride";"";"7705-08-0";"Cl3Fe";"salts";"3";"not recommended; weight gain";"5";"60 – 70";"<1";"";"1";"";"";"";"";"";"";"";"";"";""
"9";"Cellulose Acetate";"";"ferric chloride";"iron chloride";"";"7705-08-0";"Cl3Fe";"salts";"3";"not recommended";"20";"60 – 70";"";"";"1";"";"";"";"";"";"";"";"";"";""
"10";"Cellulose Acetate";"";"ferric chloride";"iron chloride";"";"7705-08-0";"Cl3Fe";"salts";"3";"not recommended";"40";"60 – 70";"";"";"1";"";"";"";"";"";"";"";"";"";""
