sep=;
"Title: Corrosion Survey Database (COR•SUR)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Table: Propylene oxide";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"DOWNLOAD SHOWS ONLY THE DISPLAYED DATA, UP TO 50 ROWS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"No.";"material or substance name";"exposure medium";"exposure medium class";"conc. (%)";"temp. (°F)";"corrosion rate (mil/yr)";"reference";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1";"Alloy 20-25-4Mo (904L)";"propylene oxide";"ethers";"15 – 25";"25 – 375";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2";"Alloy 20-25-4Mo (904L)";"propylene oxide";"ethers";"100";"25 – 225";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"3";"Alloy 20-38-3-3Cu (20Cb3/ 825)";"propylene oxide";"ethers";"15 – 25";"25 – 375";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"4";"Alloy 20-38-3-3Cu (20Cb3/ 825)";"propylene oxide";"ethers";"100";"25 – 225";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"5";"Alloy 30-44-5-3W (G-30)";"propylene oxide";"ethers";"15 – 25";"25 – 375";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"6";"Alloy 30-44-5-3W (G-30)";"propylene oxide";"ethers";"100";"25 – 225";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"7";"Aluminum Alloy (3003/ 5154)";"propylene oxide";"ethers";"100";"25 – 225";"<20";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"8";"Austenitic Cr-Ni Stainless Steel (18-8; 304/ 304L/ 347)";"propylene oxide";"ethers";"15 – 25";"25 – 375";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"9";"Austenitic Cr-Ni Stainless Steel (18-8; 304/ 304L/ 347)";"propylene oxide";"ethers";">85";"75 – 125";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"10";"Austenitic Cr-Ni Stainless Steel (18-8; 304/ 304L/ 347)";"propylene oxide";"ethers";"100";"25 – 225";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"11";"Austenitic Cr-Ni-Mo Stainless Steel (17-12-3; 316L/ 317L)";"propylene oxide";"ethers";"15 – 25";"25 – 375";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"12";"Austenitic Cr-Ni-Mo Stainless Steel (17-12-3; 316L/ 317L)";"propylene oxide";"ethers";">85";"75 – 125";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"13";"Austenitic Cr-Ni-Mo Stainless Steel (17-12-3; 316L/ 317L)";"propylene oxide";"ethers";"100";"25 – 225";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"14";"Brass (>15Zn)";"propylene oxide";"ethers";"100";"25 – 75";"<20";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"15";"Cast Iron, Gray/ Ductile";"propylene oxide";"ethers";"100";"25 – 225";"<20";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"16";"Copper/ Bronze/ Low Brass";"propylene oxide";"ethers";"100";"25 – 75";"<20";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"17";"Copper-Nickel";"propylene oxide";"ethers";"100";"25 – 75";"<20";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"18";"Cr Stainless Steel (12Cr)";"propylene oxide";"ethers";"100";"25 – 225";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"19";"Cr Stainless Steel (17Cr)";"propylene oxide";"ethers";"100";"25 – 325";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"20";"Nickel Cast Iron (15-35Ni)";"propylene oxide";"ethers";"100";"25 – 125";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"21";"Nickel Cast Iron (15-35Ni)";"propylene oxide";"ethers";"100";"125 – 225";"<20";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"22";"Silicon Cast Iron (14Si)";"propylene oxide";"ethers";"100";"52 – 237";"<20";"218";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"23";"Steels, Carbon/ Low Alloy";"propylene oxide";"ethers";"100";"25 – 125";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"24";"Superferritic Stainless Steel (26-1)";"propylene oxide";"ethers";"100";"25 – 325";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Corrosion Survey Database (COR•SUR) © 2002 NACE International";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
