sep=;
"Title: Corrosion Survey Database (COR•SUR)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Table: Toluene";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"DOWNLOAD SHOWS ONLY THE DISPLAYED DATA, UP TO 50 ROWS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"No.";"material or substance name";"material synonym";"exposure medium";"exposure medium synonym";"exposure medium note";"exposure medium CAS RN";"exposure medium formula";"exposure medium class";"NACE resistance rating (unitless)";"resistance note";"conc. (%)";"temp. (°F)";"exposure time (mo (30))";"test note";"reference";"";"";"";"";"";"";"";"";"";""
"51";"Rubber, Butyl (BR)";"";"toluene";"methylbenzene";"petroleum product";"108-88-3";"C7H8";"aromatics";"3";"not recommended";"100";"150 – 212";"[";"";"1";"";"";"";"";"";"";"";"";"";""
"52";"Rubber, Natural (NR)";"";"toluene";"methylbenzene";"petroleum product";"108-88-3";"C7H8";"aromatics";"3";"not recommended";"100";"60 – 70";"";"";"1";"";"";"";"";"";"";"";"";"";""
"53";"Rubber, Natural (NR)";"";"toluene";"methylbenzene";"petroleum product";"108-88-3";"C7H8";"aromatics";"3";"not recommended; swollen >12 months";"100";"70 – 195";"";"";"1";"";"";"";"";"";"";"";"";"";""
"54";"Rubber, Natural (NR)";"";"toluene";"methylbenzene";"petroleum product";"108-88-3";"C7H8";"aromatics";"3";"not recommended; disintegrated ";"100";"195 – 212";"";"";"1";"";"";"";"";"";"";"";"";"";""
"55";"Styrene Acrylonitrile Copolymer (SAN)";"";"toluene";"methylbenzene";"petroleum product";"108-88-3";"C7H8";"aromatics";"3";"not recommended";"100";"70 – 125";"";"";"1";"";"";"";"";"";"";"";"";"";""
"56";"Vinyl Ester Resins";"";"toluene";"methylbenzene";"petroleum product";"108-88-3";"C7H8";"aromatics";"1";"recommended";"100";"60 – 120";"";"";"7";"";"";"";"";"";"";"";"";"";""
"57";"Wood";"";"toluene";"methylbenzene";"petroleum product";"108-88-3";"C7H8";"aromatics";"3";"not recommended";"100";"60 – 70";"";"";"1";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Corrosion Survey Database (COR•SUR) © 2002 NACE International";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
