sep=;
"Title: Corrosion Survey Database (COR•SUR)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Table: Ethylamine";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"DOWNLOAD SHOWS ONLY THE DISPLAYED DATA, UP TO 50 ROWS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"No.";"material or substance name";"exposure medium";"exposure medium synonym";"exposure medium CAS RN";"exposure medium formula";"exposure medium class";"warnings";"conc. (%)";"temp. (°F)";"corrosion rate (mil/yr)";"reference";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"11";"Alloy 30-44-5-3W (G-30)";"ethylamine";"ethanamine";"1975-04-07";"C2H7N";"amines";"";"100";"25 – 125";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"12";"Alloy 30-44-5-3W (G-30)";"ethylamine";"ethanamine";"1975-04-07";"C2H7N";"amines";"";"100";"125 – 225";"<20";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"13";"Aluminum Alloy (3003/ 5154)";"ethylamine";"ethanamine";"1975-04-07";"C2H7N";"amines";"";"5 – 15";"25 – 75";"<20";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"14";"Aluminum Alloy (3003/ 5154)";"ethylamine";"ethanamine";"1975-04-07";"C2H7N";"amines";"";"5 – 15";"175 – 225";"<20";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"15";"Aluminum Alloy (3003/ 5154)";"ethylamine";"ethanamine";"1975-04-07";"C2H7N";"amines";"";"85 – 95";"25 – 75";"<20";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"16";"Aluminum Alloy (3003/ 5154)";"ethylamine";"ethanamine";"1975-04-07";"C2H7N";"amines";"";"85 – 95";"175 – 225";"<20";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"17";"Austenitic Cr-Ni Stainless Steel (18-8; 304/ 304L/ 347)";"ethylamine";"ethanamine";"1975-04-07";"C2H7N";"amines";"";"5 – 95";"25 – 225";"<20";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"18";"Austenitic Cr-Ni Stainless Steel (18-8; 304/ 304L/ 347)";"ethylamine";"ethanamine";"1975-04-07";"C2H7N";"amines";"";">95";"125 – 225";"<20";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"19";"Austenitic Cr-Ni Stainless Steel (18-8; 304/ 304L/ 347)";"ethylamine";"ethanamine";"1975-04-07";"C2H7N";"amines";"";"100";"25 – 125";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"20";"Austenitic Cr-Ni Stainless Steel (18-8; 304/ 304L/ 347)";"ethylamine";"ethanamine";"1975-04-07";"C2H7N";"amines";"";"100";"125 – 225";"<20";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"21";"Austenitic Cr-Ni-Mo Stainless Steel (17-12-3; 316L/ 317L)";"ethylamine";"ethanamine";"1975-04-07";"C2H7N";"amines";"";"5 – 95";"25 – 225";"<20";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"22";"Austenitic Cr-Ni-Mo Stainless Steel (17-12-3; 316L/ 317L)";"ethylamine";"ethanamine";"1975-04-07";"C2H7N";"amines";"";">95";"125 – 225";"<20";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"23";"Austenitic Cr-Ni-Mo Stainless Steel (17-12-3; 316L/ 317L)";"ethylamine";"ethanamine";"1975-04-07";"C2H7N";"amines";"";"100";"25 – 125";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"24";"Austenitic Cr-Ni-Mo Stainless Steel (17-12-3; 316L/ 317L)";"ethylamine";"ethanamine";"1975-04-07";"C2H7N";"amines";"";"100";"125 – 225";"<20";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"25";"Brass (>15Zn)";"ethylamine";"ethanamine";"1975-04-07";"C2H7N";"amines";"severe corrosion with oxygen ingress";"100";"25 – 75";">50";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"26";"Cast Iron, Gray/ Ductile";"ethylamine";"ethanamine";"1975-04-07";"C2H7N";"amines";"";"5 – 95";"25 – 225";"<20";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"27";"Cast Iron, Gray/ Ductile";"ethylamine";"ethanamine";"1975-04-07";"C2H7N";"amines";"";">95";"125 – 225";"<20";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"28";"Cast Iron, Gray/ Ductile";"ethylamine";"ethanamine";"1975-04-07";"C2H7N";"amines";"";"100";"25 – 125";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"29";"Cast Iron, Gray/ Ductile";"ethylamine";"ethanamine";"1975-04-07";"C2H7N";"amines";"";"100";"125 – 225";"<20";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"30";"Copper/ Bronze/ Low Brass";"ethylamine";"ethanamine";"1975-04-07";"C2H7N";"amines";"severe corrosion with oxygen ingress";"100";"25 – 75";">50";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"31";"Nickel Cast Iron (15-35Ni)";"ethylamine";"ethanamine";"1975-04-07";"C2H7N";"amines";"";"5 – 95";"25 – 225";"<20";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"32";"Nickel Cast Iron (15-35Ni)";"ethylamine";"ethanamine";"1975-04-07";"C2H7N";"amines";"";">95";"125 – 225";"<20";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"33";"Nickel Cast Iron (15-35Ni)";"ethylamine";"ethanamine";"1975-04-07";"C2H7N";"amines";"";"100";"25 – 125";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"34";"Nickel Cast Iron (15-35Ni)";"ethylamine";"ethanamine";"1975-04-07";"C2H7N";"amines";"";"100";"125 – 225";"<20";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"35";"Nickel-Copper (400)";"ethylamine";"ethanamine";"1975-04-07";"C2H7N";"amines";"severe corrosion with oxygen ingress";"";"0";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"36";"Silicon Cast Iron (14Si)";"ethylamine";"ethanamine";"1975-04-07";"C2H7N";"amines";"";">5";"52 – 237";"<20";"218";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"37";"Steels, Carbon/ Low Alloy";"ethylamine";"ethanamine";"1975-04-07";"C2H7N";"amines";"";"5 – 95";"25 – 225";"<20";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"38";"Steels, Carbon/ Low Alloy";"ethylamine";"ethanamine";"1975-04-07";"C2H7N";"amines";"";">95";"125 – 225";"<20";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"39";"Steels, Carbon/ Low Alloy";"ethylamine";"ethanamine";"1975-04-07";"C2H7N";"amines";"";"100";"25 – 125";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"40";"Steels, Carbon/ Low Alloy";"ethylamine";"ethanamine";"1975-04-07";"C2H7N";"amines";"";"100";"125 – 225";"<20";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Corrosion Survey Database (COR•SUR) © 2002 NACE International";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
