sep=;
"Title: Corrosion Survey Database (COR•SUR)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Table: Aluminum sulfate";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"DOWNLOAD SHOWS ONLY THE DISPLAYED DATA, UP TO 50 ROWS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"No.";"material or substance name";"material synonym";"exposure medium";"exposure medium synonym";"exposure medium note";"exposure medium CAS RN";"exposure medium formula";"exposure medium class";"NACE resistance rating (unitless)";"resistance note";"conc. (%)";"temp. (°F)";"exposure time (mo (30))";"test note";"reference";"";"";"";"";"";"";"";"";"";""
"24";"Phenolic Resins, Asbestos-Reinforced";"";"aluminum sulfate";"alunogenite";"";"10043-01-3";"Al2O12S3";"salts";"1";"recommended";"100";"60 – 70";"";"";"1";"";"";"";"";"";"";"";"";"";""
"25";"Phenolic Resins, Asbestos-Reinforced";"";"aluminum sulfate";"alunogenite";"";"10043-01-3";"Al2O12S3";"salts";"1";"recommended";"100";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";""
"26";"Polychloroprene";"";"aluminum sulfate";"alunogenite";"saturated";"10043-01-3";"Al2O12S3";"salts";"1";"recommended";"10 – 90";"70 – 212";"";"";"1";"";"";"";"";"";"";"";"";"";""
"27";"Polyesters, Glass Fiber-Reinforced";"";"aluminum sulfate";"alunogenite";"";"10043-01-3";"Al2O12S3";"salts";"1";"recommended";">10";"70 – 250";"";"";"1";"";"";"";"";"";"";"";"";"";""
"28";"Polyethylene (PE)";"";"aluminum sulfate";"alunogenite";"";"10043-01-3";"Al2O12S3";"salts";"1";"recommended";"90";"70 – 150";"";"";"1, 21";"";"";"";"";"";"";"";"";"";""
"29";"Polymethyl Methacrylate (PMMA)";"";"aluminum sulfate";"alunogenite";"";"10043-01-3";"Al2O12S3";"salts";"1";"recommended";">10";"70 – 212";"";"";"1";"";"";"";"";"";"";"";"";"";""
"30";"Polypropylene (PP)";"";"aluminum sulfate";"alunogenite";"";"10043-01-3";"Al2O12S3";"salts";"1";"recommended";"100";"60 – 212";"<6";"";"1";"";"";"";"";"";"";"";"";"";""
"31";"Polyvinyl Chloride (PVC)";"";"aluminum sulfate";"alunogenite";"";"10043-01-3";"Al2O12S3";"salts";"1";"recommended";"100";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";""
"32";"Polyvinylidene Chloride (PVDC)";"Saran brand resin";"aluminum sulfate";"alunogenite";"";"10043-01-3";"Al2O12S3";"salts";"1";"recommended";"100";"175";"";"";"6";"";"";"";"";"";"";"";"";"";""
"33";"Rubber, Butyl (BR)";"";"aluminum sulfate";"alunogenite";"";"10043-01-3";"Al2O12S3";"salts";"1";"recommended";"10";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";""
"34";"Rubber, Butyl (BR)";"";"aluminum sulfate";"alunogenite";"";"10043-01-3";"Al2O12S3";"salts";"1";"recommended";">20";"70 – 212";"";"";"1";"";"";"";"";"";"";"";"";"";""
"35";"Rubber, Butyl (BR)";"";"aluminum sulfate";"alunogenite";"saturated";"10043-01-3";"Al2O12S3";"salts";"1";"recommended";"100";"70 – 212";"";"";"1";"";"";"";"";"";"";"";"";"";""
"36";"Rubber, Natural (NR)";"";"aluminum sulfate";"alunogenite";"";"10043-01-3";"Al2O12S3";"salts";"1";"recommended";"10";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";""
"37";"Rubber, Natural (NR)";"";"aluminum sulfate";"alunogenite";"saturated";"10043-01-3";"Al2O12S3";"salts";"1";"recommended";"30";"32 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";""
"38";"Rubber, Natural (NR)";"";"aluminum sulfate";"alunogenite";"";"10043-01-3";"Al2O12S3";"salts";"3";"not recommended";"30";"150 – 212";"";"";"1";"";"";"";"";"";"";"";"";"";""
"39";"Rubber, Natural (NR)";"";"aluminum sulfate";"alunogenite";"";"10043-01-3";"Al2O12S3";"salts";"3";"not recommended";">30";"175 – 212";"";"";"1";"";"";"";"";"";"";"";"";"";""
"40";"Styrene Acrylonitrile Copolymer (SAN)";"";"aluminum sulfate";"alunogenite";"saturated";"10043-01-3";"Al2O12S3";"salts";"1";"recommended";"90";"60 – 125";"";"";"1";"";"";"";"";"";"";"";"";"";""
"41";"Styrene Acrylonitrile Copolymer (SAN)";"";"aluminum sulfate";"alunogenite";"";"10043-01-3";"Al2O12S3";"salts";"1";"recommended";">90";"70 – 125";"";"";"1";"";"";"";"";"";"";"";"";"";""
"42";"Vinyl Ester Resins";"";"aluminum sulfate";"alunogenite";"";"10043-01-3";"Al2O12S3";"salts";"1";"recommended";">10";"70 – 250";"";"";"7";"";"";"";"";"";"";"";"";"";""
"43";"Wood";"";"aluminum sulfate";"alunogenite";"";"10043-01-3";"Al2O12S3";"salts";"1";"recommended; tanks; 1 to 3 years";"2 – 4";"50 – 100";">12";"";"1";"";"";"";"";"";"";"";"";"";""
"44";"Wood";"";"aluminum sulfate";"alunogenite";"";"10043-01-3";"Al2O12S3";"salts";"1";"recommended";"30";"60 – 70";"";"pine";"1";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Corrosion Survey Database (COR•SUR) © 2002 NACE International";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
