sep=;
"Title: Corrosion Survey Database (COR•SUR)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Table: Cyclohexane";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"DOWNLOAD SHOWS ONLY THE DISPLAYED DATA, UP TO 50 ROWS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"No.";"material or substance name";"material synonym";"exposure medium";"exposure medium synonym";"exposure medium note";"exposure medium CAS RN";"exposure medium formula";"exposure medium class";"NACE resistance rating (unitless)";"resistance note";"conc. (%)";"temp. (°F)";"exposure time (mo (30))";"test note";"reference";"";"";"";"";"";"";"";"";"";""
"1";"Acetal Resins (Polyoxymethylene)";"";"cyclohexane";"hexahydrobenzene";"";"110-82-7";"C6H12";"hydrocarbons";"1";"recommended";"100";"60 – 70";"";"";"1";"";"";"";"";"";"";"";"";"";""
"2";"Acrylonitrile Butadiene Styrene Polymer (ABS)";"";"cyclohexane";"hexahydrobenzene";"";"110-82-7";"C6H12";"hydrocarbons";"3";"not recommended; weight gain ";"100";"70 – 135";"";"";"1";"";"";"";"";"";"";"";"";"";""
"3";"Acrylonitrile Butadiene Styrene Polymer (ABS)";"";"cyclohexane";"hexahydrobenzene";"";"110-82-7";"C6H12";"hydrocarbons";"3";"not recommended; weight gain ";"100";"135 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";""
"4";"Chlorendic Unsaturated Polyester, Glass Fiber-Reinforced (869 + 44.5)";"HET acid polyester-Polifos 869 + 44.5 phr styrene";"cyclohexane";"hexahydrobenzene";"";"110-82-7";"C6H12";"hydrocarbons";"1";"recommended";"100";"140";"<6";"";"16";"";"";"";"";"";"";"";"";"";""
"5";"Chlorendic Unsaturated Polyester, Glass Fiber-Reinforced (869 + 44.5)";"HET acid polyester-Polifos 869 + 44.5 phr styrene";"cyclohexane";"hexahydrobenzene";"vapor";"110-82-7";"C6H12";"hydrocarbons";"1";"recommended";"100";"175";"";"";"16";"";"";"";"";"";"";"";"";"";""
"6";"Chlorosulfonated Polyethylene";"";"cyclohexane";"hexahydrobenzene";"";"110-82-7";"C6H12";"hydrocarbons";"3";"not recommended";"100";"60 – 70";"";"";"1";"";"";"";"";"";"";"";"";"";""
"7";"Fluorinated Ethylene Propylene Copolymer (FEP)/ Polytetrafluoroethylene (PTFE)";"";"cyclohexane";"hexahydrobenzene";"";"110-82-7";"C6H12";"hydrocarbons";"1";"recommended";"100";"70 – 90";"<1";"immersed, cyclic immersion";"1, 22";"";"";"";"";"";"";"";"";"";""
"8";"Fluorinated Ethylene Propylene Copolymer (FEP)/ Polytetrafluoroethylene (PTFE)";"";"cyclohexane";"hexahydrobenzene";"";"110-82-7";"C6H12";"hydrocarbons";"1";"recommended";"100";"90 – 175";"";"";"1, 22";"";"";"";"";"";"";"";"";"";""
"9";"Fluorinated Ethylene Propylene Copolymer (FEP)/ Polytetrafluoroethylene (PTFE)";"";"cyclohexane";"hexahydrobenzene";"";"110-82-7";"C6H12";"hydrocarbons";"1";"recommended";"100";"200 – 275";"";"";"1, 22";"";"";"";"";"";"";"";"";"";""
"10";"Fluorinated Ethylene Propylene Copolymer (FEP)/ Polytetrafluoroethylene (PTFE)";"";"cyclohexane";"hexahydrobenzene";"";"110-82-7";"C6H12";"hydrocarbons";"1";"recommended; weight gain, 150°C (302°F)";"100";"275 – 302";"";"";"1, 22";"";"";"";"";"";"";"";"";"";""
"11";"Fluororubber";"";"cyclohexane";"hexahydrobenzene";"";"110-82-7";"C6H12";"hydrocarbons";"1";"recommended";"100";"60 – 125";"<1";"";"1";"";"";"";"";"";"";"";"";"";""
"12";"Nylon";"";"cyclohexane";"hexahydrobenzene";"";"110-82-7";"C6H12";"hydrocarbons";"1";"recommended";"100";"60 – 70";"<1";"";"1";"";"";"";"";"";"";"";"";"";""
"13";"Polychloroprene";"";"cyclohexane";"hexahydrobenzene";"";"110-82-7";"C6H12";"hydrocarbons";"3";"not recommended; swollen";"100";"60 – 110";"";"";"1";"";"";"";"";"";"";"";"";"";""
"14";"Polychloroprene";"";"cyclohexane";"hexahydrobenzene";"";"110-82-7";"C6H12";"hydrocarbons";"3";"not recommended; weight gain";"100";"110 – 125";"<1";"";"1";"";"";"";"";"";"";"";"";"";""
"15";"Polyethylene (PE)";"";"cyclohexane";"hexahydrobenzene";"";"110-82-7";"C6H12";"hydrocarbons";"3";"not recommended; weight gain; may dissolve";"100";"70 – 150";"<1";"plasticizer";"1, 8";"";"";"";"";"";"";"";"";"";""
"16";"Polymethyl Methacrylate (PMMA)";"";"cyclohexane";"hexahydrobenzene";"";"110-82-7";"C6H12";"hydrocarbons";"1";"recommended";"100";"70 – 150";"<1";"";"1";"";"";"";"";"";"";"";"";"";""
"17";"Polyphenylene Sulfide (40% Glass-Filled)";"Fortron PPS";"cyclohexane";"hexahydrobenzene";"";"110-82-7";"C6H12";"hydrocarbons";"1";"recommended";"100";"0 – 200";"<1";"";"11";"";"";"";"";"";"";"";"";"";""
"18";"Polypropylene (PP)";"";"cyclohexane";"hexahydrobenzene";"";"110-82-7";"C6H12";"hydrocarbons";"2";"questionable; weight gain";"100";"70 – 80";"";"";"1";"";"";"";"";"";"";"";"";"";""
"19";"Polypropylene (PP)";"";"cyclohexane";"hexahydrobenzene";"";"110-82-7";"C6H12";"hydrocarbons";"3";"not recommended";"100";"80 – 200";"";"";"1";"";"";"";"";"";"";"";"";"";""
"20";"Polysulfone";"";"cyclohexane";"hexahydrobenzene";"";"110-82-7";"C6H12";"hydrocarbons";"1";"recommended";">90";"125 – 175";"<1";"";"1";"";"";"";"";"";"";"";"";"";""
"21";"Polyvinyl Chloride (PVC)";"";"cyclohexane";"hexahydrobenzene";"";"110-82-7";"C6H12";"hydrocarbons";"1";"recommended";"100";"70 – 150";"<1";"";"1";"";"";"";"";"";"";"";"";"";""
"22";"Polyvinylidene Fluoride (PVDF)";"Kynar";"cyclohexane";"hexahydrobenzene";"";"110-82-7";"C6H12";"hydrocarbons";"1";"recommended";"100";"70 – 285";"";"";"1, 17";"";"";"";"";"";"";"";"";"";""
"23";"Rubber, Butyl (BR)";"";"cyclohexane";"hexahydrobenzene";"";"110-82-7";"C6H12";"hydrocarbons";"2";"questionable";"100";"60 – 70";"<1";"";"1";"";"";"";"";"";"";"";"";"";""
