sep=;
"Title: Corrosion Survey Database (COR•SUR)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Table: Polyphenylene Sulfide, Glass Fiber-Reinforced";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"DOWNLOAD SHOWS ONLY THE DISPLAYED DATA, UP TO 50 ROWS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"No.";"material or substance name";"material synonym";"exposure medium";"exposure medium synonym";"exposure medium note";"exposure medium CAS RN";"exposure medium formula";"exposure medium class";"NACE resistance rating (unitless)";"resistance note";"conc. (%)";"temp. (°F)";"exposure time (mo (30))";"test note";"reference";"";"";"";"";"";"";"";"";"";""
"1";"Polyphenylene Sulfide, Glass Fiber-Reinforced";"Ryton PPS R-4";"benzaldehyde";"benzenecarboxaldehyde";"";"100-52-7";"C7H6O";"aldehydes";"3";"not recommended";"100";"200";"<12";"";"18";"";"";"";"";"";"";"";"";"";""
"2";"Polyphenylene Sulfide, Glass Fiber-Reinforced";"Ryton PPS R-4";"brake fluid";"";"";"";"";"industrial fluids & lubricants";"1";"recommended";"100";"200";"<12";"";"18";"";"";"";"";"";"";"";"";"";""
"3";"Polyphenylene Sulfide, Glass Fiber-Reinforced";"Ryton PPS R-4";"butanol";"";"";"";"";"alcohols";"1";"recommended";"100";"200";"<12";"";"18";"";"";"";"";"";"";"";"";"";""
"4";"Polyphenylene Sulfide, Glass Fiber-Reinforced";"Ryton PPS R-4";"butanone";"";"";"";"";"ketones";"1";"recommended";"100";"200";"<12";"2-butanone";"18";"";"";"";"";"";"";"";"";"";""
"5";"Polyphenylene Sulfide, Glass Fiber-Reinforced";"Ryton PPS R-4";"butyl ether";"";"";"";"";"ethers";"1";"recommended";"100";"200";"<12";"";"18";"";"";"";"";"";"";"";"";"";""
"6";"Polyphenylene Sulfide, Glass Fiber-Reinforced";"Ryton PPS R-4";"crude oil";"";"petroleum product";"";"";"petroleum products";"1";"recommended";"100";"200";"<12";"";"18";"";"";"";"";"";"";"";"";"";""
"7";"Polyphenylene Sulfide, Glass Fiber-Reinforced";"Ryton PPS R-4";"cyclohexanol";"cyclohexyl alcohol";"";"108-93-0";"C6H12O";"alcohols";"1";"recommended";"100";"200";"<12";"";"18";"";"";"";"";"";"";"";"";"";""
"8";"Polyphenylene Sulfide, Glass Fiber-Reinforced";"Ryton PPS R-4";"dichloroethane";"";"";"";"";"halogenated aliphatics";"1";"recommended";"100";"200";"<6";"1,2 dichloroethane, questionable if weight change";"18";"";"";"";"";"";"";"";"";"";""
"9";"Polyphenylene Sulfide, Glass Fiber-Reinforced";"Ryton PPS R-4";"diesel fuel";"";"petroleum product";"";"";"fuels";"1";"recommended";"100";"200";"<12";"";"18";"";"";"";"";"";"";"";"";"";""
"10";"Polyphenylene Sulfide, Glass Fiber-Reinforced";"Ryton PPS R-4";"dioxane";"";"";"";"";"ethers";"2";"questionable; weight change, attacked";"100";"200";"<6";"";"18";"";"";"";"";"";"";"";"";"";""
