sep=;
"Title: Corrosion Survey Database (COR•SUR)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Table: Alkanesulfonic acids";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"DOWNLOAD SHOWS ONLY THE DISPLAYED DATA, UP TO 50 ROWS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"No.";"material or substance name";"exposure medium";"exposure medium class";"conc. (%)";"temp. (°F)";"corrosion rate (mil/yr)";"reference";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1";"Aluminum Alloy (3003/ 5154)";"alkanesulfonic acids";"surfactants & detergents";"100";"25 – 75";">50";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2";"Gold/ Platinum";"alkanesulfonic acids";"surfactants & detergents";"100";"25 – 225";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"3";"Lead";"alkanesulfonic acids";"surfactants & detergents";"100";"25 – 75";">50";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"4";"Mo Superalloy (Ni-Cr-Fe-9Mo; 625/ 725)";"alkanesulfonic acids";"surfactants & detergents";"100";"25 – 125";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"5";"Mo Superalloy (Ni-Cr-Fe-9Mo; 625/ 725)";"alkanesulfonic acids";"surfactants & detergents";"100";"125 – 225";"<20";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"6";"Mo Superalloy (Ni-16Cr-16Mo; C276)";"alkanesulfonic acids";"surfactants & detergents";"100";"25 – 125";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"7";"Mo Superalloy (Ni-16Cr-16Mo; C276)";"alkanesulfonic acids";"surfactants & detergents";"100";"125 – 225";"<20";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"8";"Mo Superalloy (Ni-20Cr-16Mo-4W; 686)";"alkanesulfonic acids";"surfactants & detergents";"100";"25 – 125";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"9";"Mo Superalloy (Ni-20Cr-16Mo-4W; 686)";"alkanesulfonic acids";"surfactants & detergents";"100";"125 – 225";"<20";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"10";"Mo Superalloy (Ni-22Cr-16Mo; C22/ 59)";"alkanesulfonic acids";"surfactants & detergents";"100";"25 – 125";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"11";"Mo Superalloy (Ni-22Cr-16Mo; C22/ 59)";"alkanesulfonic acids";"surfactants & detergents";"100";"125 – 225";"<20";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"12";"Mo Superalloy (Ni-23Cr-16Mo-1Cu; C20000)";"alkanesulfonic acids";"surfactants & detergents";"100";"25 – 125";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"13";"Mo Superalloy (Ni-23Cr-16Mo-1Cu; C20000)";"alkanesulfonic acids";"surfactants & detergents";"100";"125 – 225";"<20";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"14";"Ni-Mo Alloy (Ni-30Mo; B-2)";"alkanesulfonic acids";"surfactants & detergents";"100";"25 – 125";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"15";"Ni-Mo Alloy (Ni-30Mo; B-2)";"alkanesulfonic acids";"surfactants & detergents";"100";"125 – 225";"<20";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"16";"Silver";"alkanesulfonic acids";"surfactants & detergents";"100";"25 – 225";"<20";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"17";"Tantalum";"alkanesulfonic acids";"surfactants & detergents";"100";"25 – 225";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Corrosion Survey Database (COR•SUR) © 2002 NACE International";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
