sep=;
"Title: Corrosion Survey Database (COR•SUR)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Table: Nylon";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"DOWNLOAD SHOWS ONLY THE DISPLAYED DATA, UP TO 50 ROWS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"No.";"material or substance name";"exposure medium";"exposure medium synonym";"exposure medium note";"exposure medium CAS RN";"exposure medium formula";"exposure medium class";"NACE resistance rating (unitless)";"resistance note";"conc. (%)";"temp. (°F)";"exposure time (mo (30))";"test note";"reference";"";"";"";"";"";"";"";"";"";"";""
"1";"Nylon";"acetaldehyde";"ethanal";"";"75-07-0";"C2H4O";"aldehydes";"2";"questionable";"40";"60 – 70";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"2";"Nylon";"acetamide";"ethanamide";"";"60-35-5";"C2H5NO";"amides";"1";"recommended";"50";"60 – 70";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"3";"Nylon";"acetic acid";"ethanoic acid";"";"64-19-7";"C2H4O2";"organic (weak) acids";"2";"questionable; discolored; weight gain";"10";"60 – 70";"<1";"";"1";"";"";"";"";"";"";"";"";"";"";""
"4";"Nylon";"acetic acid";"ethanoic acid";"";"64-19-7";"C2H4O2";"organic (weak) acids";"3";"not recommended";"10";"70 – 212";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"5";"Nylon";"acetic acid";"ethanoic acid";"";"64-19-7";"C2H4O2";"organic (weak) acids";"3";"not recommended";"40";"60 – 70";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"6";"Nylon";"acetic acid";"ethanoic acid";"";"64-19-7";"C2H4O2";"organic (weak) acids";"3";"not recommended";"90";"60 – 212";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"7";"Nylon";"acetone";"2-propanone";"";"67-64-1";"C3H6O";"ketones";"1";"recommended";"100";"60 – 70";"<1";"";"1";"";"";"";"";"";"";"";"";"";"";""
"8";"Nylon";"acetophenone";"methyl phenyl ketone";"";"98-86-2";"C8H8O";"ketones";"1";"recommended";"100";"60 – 70";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"9";"Nylon";"aliphatic alcohol";"";"";"";"";"alcohols";"2";"questionable";"100";"60 – 70";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"10";"Nylon";"allyl chloride";"3-chloropropene";"";"107-05-1";"C3H5Cl";"halogenated aliphatics";"3";"not recommended";"100";"60 – 70";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"11";"Nylon";"aluminum chloride";"aluminum trichloride";"";"7446-70-0";"AlCl3";"salts";"1";"recommended";"10";"60 – 70";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"12";"Nylon";"aluminum sulfate";"alunogenite";"";"10043-01-3";"Al2O12S3";"salts";"1";"recommended";"10";"60 – 70";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"13";"Nylon";"ammonia";"";"aqueous solution";"7664-41-7";"H3N";"bases";"1";"recommended";"10";"60 – 70";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"14";"Nylon";"ammonia";"";"gas";"7664-41-7";"H3N";"bases";"2";"questionable";"100";"60 – 212";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"15";"Nylon";"ammonium carbonate";"";"";"506-87-6";"CH8N2O3";"salts";"1";"recommended";"10";"60 – 70";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"16";"Nylon";"ammonium chloride";"sal ammoniac";"";"12125-02-9";"ClH4N";"salts";"2";"questionable";"10";"60 – 70";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"17";"Nylon";"ammonium chloride";"sal ammoniac";"";"12125-02-9";"ClH4N";"salts";"1";"recommended";"40";"60 – 70";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"18";"Nylon";"ammonium chloride";"sal ammoniac";"";"12125-02-9";"ClH4N";"salts";"2";"questionable";"40";"70 – 212";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"19";"Nylon";"ammonium hydroxide";"ammonia solution";"";"1336-21-6";"H5NO";"bases";"1";"recommended";"30";"60 – 70";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"20";"Nylon";"amyl acetate";"pentyl acetate";"";"628-63-7";"C7H14O2";"esters";"1";"recommended";"100";"60 – 70";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"21";"Nylon";"amyl alcohol";"1-pentanol";"";"71-41-0";"C5H12O";"alcohols";"1";"recommended";"100";"60 – 70";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"22";"Nylon";"aniline";"benzenamine";"";"62-53-3";"C6H7N";"amines";"3";"not recommended; weight gain >12 months";"100";"60 – 70";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"23";"Nylon";"aniline";"benzenamine";"";"62-53-3";"C6H7N";"amines";"2";"questionable; weight gain ";"100";"150 – 175";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"24";"Nylon";"anise oil";"";"";"";"";"ketones";"1";"recommended";"100";"60 – 70";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"25";"Nylon";"antimony chloride";"antimony trichloride";"";"10025-91-9";"Cl3Sb";"salts";"3";"not recommended";"10";"60 – 70";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"26";"Nylon";"aspirin";"acetylsalicylic acid; 2-(Acetyloxy)benzoic acid";"";"";"";"pharmaceuticals";"1";"recommended";"100";"60 – 70";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"27";"Nylon";"barium chloride";"";"";"10361-37-2";"BaCl2";"salts";"1";"recommended";"10";"60 – 175";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"28";"Nylon";"barium chloride";"";"";"10361-37-2";"BaCl2";"salts";"1";"recommended";"10 – 60";"70 – 175";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"29";"Nylon";"barium sulfate";"";"";"7727-43-7";"BaO4S";"salts";"1";"recommended";"10";"60 – 70";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"30";"Nylon";"barium sulfide";"";"";"21109-95-5";"BaS";"salts";"1";"recommended";"10";"60 – 70";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"31";"Nylon";"benzaldehyde";"benzenecarboxaldehyde";"";"100-52-7";"C7H6O";"aldehydes";"3";"not recommended; weight gain";"100";"60 – 70";"<1";"";"1";"";"";"";"";"";"";"";"";"";"";""
"32";"Nylon";"benzaldehyde";"benzenecarboxaldehyde";"";"100-52-7";"C7H6O";"aldehydes";"3";"not recommended";"100";"150 – 175";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"33";"Nylon";"benzene";"[6]annulene";"";"71-43-2";"C6H6";"aromatics";"1";"recommended";"100";"60 – 70";"<1";"";"1";"";"";"";"";"";"";"";"";"";"";""
"34";"Nylon";"benzene";"[6]annulene";"";"71-43-2";"C6H6";"aromatics";"1";"recommended";"100";"150 – 175";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"35";"Nylon";"benzenesulfonic acid";"";"";"";"";"surfactants & detergents";"3";"not recommended";"100";"60 – 70";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"36";"Nylon";"benzoic acid";"benzenecarboxylic acid";"";"65-85-0";"C7H6O2";"organic (weak) acids";"2";"questionable";"70";"60 – 70";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"37";"Nylon";"benzoic acid";"benzenecarboxylic acid";"";"65-85-0";"C7H6O2";"organic (weak) acids";"3";"not recommended";"80 – 90";"60 – 70";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"38";"Nylon";"benzyl alcohol";"phenylmethanol";"";"100-51-6";"C7H8O";"alcohols";"3";"not recommended";"100";"60 – 70";"<1";"";"1";"";"";"";"";"";"";"";"";"";"";""
"39";"Nylon";"benzyl alcohol";"phenylmethanol";"";"100-51-6";"C7H8O";"alcohols";"3";"not recommended; weight gain";"100";"150 – 175";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"40";"Nylon";"bitumen";"";"";"";"";"petroleum products";"2";"questionable";"100";"60 – 70";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"41";"Nylon";"boric acid";"";"";"";"";"inorganic acids";"1";"recommended";"100";"60 – 70";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"42";"Nylon";"boron trifluoride";"";"gas";"7637-07-02";"BF3";"gases";"3";"not recommended";"100";"60 – 70";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"43";"Nylon";"bromine";"";"aqueous solution";"7726-95-6";"Br2";"";"3";"not recommended";"30";"60 – 70";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
