sep=;
"Title: Corrosion Survey Database (COR•SUR)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Table: Arachidic acid";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"DOWNLOAD SHOWS ONLY THE DISPLAYED DATA, UP TO 50 ROWS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"No.";"material or substance name";"exposure medium";"exposure medium synonym";"exposure medium CAS RN";"exposure medium formula";"exposure medium class";"conc. (%)";"temp. (°F)";"corrosion rate (mil/yr)";"reference";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1";"Alloy 20-25-4Mo (904L)";"arachidic acid";"eicosanoic acid";"506-30-9";"C20H40O2";"organic (weak) acids";"100";"175 – 475";"<20";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2";"Alloy 20-38-3-3Cu (20Cb3/ 825)";"arachidic acid";"eicosanoic acid";"506-30-9";"C20H40O2";"organic (weak) acids";"100";"175 – 475";"<20";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"3";"Alloy 30-44-5-3W (G-30)";"arachidic acid";"eicosanoic acid";"506-30-9";"C20H40O2";"organic (weak) acids";"100";"175 – 475";"<20";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"4";"Aluminum Alloy (3003/ 5154)";"arachidic acid";"eicosanoic acid";"506-30-9";"C20H40O2";"organic (weak) acids";"100";"175 – 475";"<20";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"5";"Austenitic Cr-Ni Stainless Steel (18-8; 304/ 304L/ 347)";"arachidic acid";"eicosanoic acid";"506-30-9";"C20H40O2";"organic (weak) acids";"100";"175 – 425";"<20";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"6";"Austenitic Cr-Ni-Mo Stainless Steel (17-12-3; 316L/ 317L)";"arachidic acid";"eicosanoic acid";"506-30-9";"C20H40O2";"organic (weak) acids";"100";"175 – 475";"<20";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"7";"Copper/ Bronze/ Low Brass";"arachidic acid";"eicosanoic acid";"506-30-9";"C20H40O2";"organic (weak) acids";"100";"175 – 475";"<20";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"8";"Copper-Nickel";"arachidic acid";"eicosanoic acid";"506-30-9";"C20H40O2";"organic (weak) acids";"100";"175 – 475";"<20";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"9";"Cr Stainless Steel (17Cr)";"arachidic acid";"eicosanoic acid";"506-30-9";"C20H40O2";"organic (weak) acids";"100";"175 – 225";"<20";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"10";"Cr Stainless Steel (17Cr)";"arachidic acid";"eicosanoic acid";"506-30-9";"C20H40O2";"organic (weak) acids";"100";"275 – 325";">50";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"11";"Gold/ Platinum";"arachidic acid";"eicosanoic acid";"506-30-9";"C20H40O2";"organic (weak) acids";"100";"175 – 475";"<2";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"12";"Mo Superalloy (Ni-Cr-Fe-9Mo; 625/ 725)";"arachidic acid";"eicosanoic acid";"506-30-9";"C20H40O2";"organic (weak) acids";"100";"175 – 475";"<20";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
