sep=;
"Title: Corrosion Survey Database (COR•SUR)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Table: Arachidic acid";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"DOWNLOAD SHOWS ONLY THE DISPLAYED DATA, UP TO 50 ROWS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"No.";"material or substance name";"exposure medium";"exposure medium synonym";"exposure medium CAS RN";"exposure medium formula";"exposure medium class";"conc. (%)";"temp. (°F)";"corrosion rate (mil/yr)";"reference";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"13";"Mo Superalloy (Ni-16Cr-16Mo; C276)";"arachidic acid";"eicosanoic acid";"506-30-9";"C20H40O2";"organic (weak) acids";"100";"175 – 475";"<20";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"14";"Mo Superalloy (Ni-20Cr-16Mo-4W; 686)";"arachidic acid";"eicosanoic acid";"506-30-9";"C20H40O2";"organic (weak) acids";"100";"175 – 475";"<20";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"15";"Mo Superalloy (Ni-22Cr-16Mo; C22/ 59)";"arachidic acid";"eicosanoic acid";"506-30-9";"C20H40O2";"organic (weak) acids";"100";"175 – 475";"<20";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"16";"Mo Superalloy (Ni-23Cr-16Mo-1Cu; C20000)";"arachidic acid";"eicosanoic acid";"506-30-9";"C20H40O2";"organic (weak) acids";"100";"175 – 475";"<20";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"17";"Nickel (200)";"arachidic acid";"eicosanoic acid";"506-30-9";"C20H40O2";"organic (weak) acids";"100";"175 – 475";"<20";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"18";"Nickel-Copper (400)";"arachidic acid";"eicosanoic acid";"506-30-9";"C20H40O2";"organic (weak) acids";"100";"175 – 475";"<20";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"19";"Ni-Cr-Fe Alloy (600/ 690)";"arachidic acid";"eicosanoic acid";"506-30-9";"C20H40O2";"organic (weak) acids";"100";"175 – 475";"<20";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"20";"Silicon Cast Iron (14Si)";"arachidic acid";"eicosanoic acid";"506-30-9";"C20H40O2";"organic (weak) acids";"100";"175 – 597";"<20";"218,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"21";"Silver";"arachidic acid";"eicosanoic acid";"506-30-9";"C20H40O2";"organic (weak) acids";"100";"175 – 425";"<2";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"22";"Superferritic Stainless Steel (26-1)";"arachidic acid";"eicosanoic acid";"506-30-9";"C20H40O2";"organic (weak) acids";"100";"175 – 225";"<20";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"23";"Tantalum";"arachidic acid";"eicosanoic acid";"506-30-9";"C20H40O2";"organic (weak) acids";"100";"175 – 475";"<2";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Corrosion Survey Database (COR•SUR) © 2002 NACE International";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
