sep=;
"Title: Corrosion Survey Database (COR•SUR)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Table: Benzyl chloride";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"DOWNLOAD SHOWS ONLY THE DISPLAYED DATA, UP TO 50 ROWS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"No.";"material or substance name";"exposure medium";"exposure medium synonym";"exposure medium CAS RN";"exposure medium formula";"exposure medium class";"warnings";"conc. (%)";"temp. (°F)";"corrosion rate (mil/yr)";"reference";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1";"Alloy 20-25-4Mo (904L)";"benzyl chloride";"(chloromethyl)benzene";"100-44-7";"C7H7Cl";"halogenated aromatics";"";"100";"0 – 212";"<2";"32,164,210,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2";"Alloy 20-38-3-3Cu (20Cb3/ 825)";"benzyl chloride";"(chloromethyl)benzene";"100-44-7";"C7H7Cl";"halogenated aromatics";"";"100";"25 – 225";"<20";"32,210,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"3";"Alloy 30-44-5-3W (G-30)";"benzyl chloride";"(chloromethyl)benzene";"100-44-7";"C7H7Cl";"halogenated aromatics";"";"100";"25 – 225";"<20";"32,210,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"4";"Aluminum Alloy (3003/ 5154)";"benzyl chloride";"(chloromethyl)benzene";"100-44-7";"C7H7Cl";"halogenated aromatics";"hazardous!";"100";"25 – 75";">50";"32,210,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"5";"Austenitic Cr-Ni Stainless Steel (18-8; 304/ 304L/ 347)";"benzyl chloride";"(chloromethyl)benzene";"100-44-7";"C7H7Cl";"halogenated aromatics";"";"100";"0 – 212";"<2";"32,210,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"6";"Austenitic Cr-Ni Stainless Steel (18-8; 304/ 304L/ 347)";"benzyl chloride";"(chloromethyl)benzene";"100-44-7";"C7H7Cl";"halogenated aromatics";"";"100";"215 – 225";"<20";"32,210,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"7";"Austenitic Cr-Ni-Mo Stainless Steel (17-12-3; 316L/ 317L)";"benzyl chloride";"(chloromethyl)benzene";"100-44-7";"C7H7Cl";"halogenated aromatics";"";"100";"0 – 212";"<2";"32,210,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"8";"Austenitic Cr-Ni-Mo Stainless Steel (17-12-3; 316L/ 317L)";"benzyl chloride";"(chloromethyl)benzene";"100-44-7";"C7H7Cl";"halogenated aromatics";"";"100";"215 – 225";"<20";"32,210,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"9";"Brass (>15Zn)";"benzyl chloride";"(chloromethyl)benzene";"100-44-7";"C7H7Cl";"halogenated aromatics";"";"100";"25 – 75";">50";"32,210,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"10";"Cast Iron, Gray/ Ductile";"benzyl chloride";"(chloromethyl)benzene";"100-44-7";"C7H7Cl";"halogenated aromatics";"";"100";"25 – 75";"<2";"32,210,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"11";"Cast Iron, Gray/ Ductile";"benzyl chloride";"(chloromethyl)benzene";"100-44-7";"C7H7Cl";"halogenated aromatics";"";"100";"75 – 225";"<20";"32,210,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"12";"Copper/ Bronze/ Low Brass";"benzyl chloride";"(chloromethyl)benzene";"100-44-7";"C7H7Cl";"halogenated aromatics";"";"100";"25 – 225";"<20";"32,210,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"13";"Copper-Nickel";"benzyl chloride";"(chloromethyl)benzene";"100-44-7";"C7H7Cl";"halogenated aromatics";"";"100";"25 – 125";"<20";"32,210,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"14";"Cr Stainless Steel (12Cr)";"benzyl chloride";"(chloromethyl)benzene";"100-44-7";"C7H7Cl";"halogenated aromatics";"";"100";"25 – 225";"<20";"32,210,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"15";"Cr Stainless Steel (17Cr)";"benzyl chloride";"(chloromethyl)benzene";"100-44-7";"C7H7Cl";"halogenated aromatics";"";"100";"25 – 225";"<20";"32,210,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"16";"Gold/ Platinum";"benzyl chloride";"(chloromethyl)benzene";"100-44-7";"C7H7Cl";"halogenated aromatics";"";"100";"25 – 375";"<2";"32,210,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"17";"Lead";"benzyl chloride";"(chloromethyl)benzene";"100-44-7";"C7H7Cl";"halogenated aromatics";"";"100";"25 – 225";"<20";"32,210,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"18";"Mo Superalloy (Ni-Cr-Fe-9Mo; 625/ 725)";"benzyl chloride";"(chloromethyl)benzene";"100-44-7";"C7H7Cl";"halogenated aromatics";"";"100";"25 – 375";"<2";"32,210,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"19";"Mo Superalloy (Ni-16Cr-16Mo; C276)";"benzyl chloride";"(chloromethyl)benzene";"100-44-7";"C7H7Cl";"halogenated aromatics";"";"100";"25 – 375";"<2";"32,210,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"20";"Mo Superalloy (Ni-20Cr-16Mo-4W; 686)";"benzyl chloride";"(chloromethyl)benzene";"100-44-7";"C7H7Cl";"halogenated aromatics";"";"100";"25 – 375";"<2";"32,210,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"21";"Mo Superalloy (Ni-22Cr-16Mo; C22/ 59)";"benzyl chloride";"(chloromethyl)benzene";"100-44-7";"C7H7Cl";"halogenated aromatics";"";"100";"25 – 375";"<2";"32,210,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"22";"Mo Superalloy (Ni-23Cr-16Mo-1Cu; C20000)";"benzyl chloride";"(chloromethyl)benzene";"100-44-7";"C7H7Cl";"halogenated aromatics";"";"100";"25 – 375";"<2";"32,210,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"23";"Nickel (200)";"benzyl chloride";"(chloromethyl)benzene";"100-44-7";"C7H7Cl";"halogenated aromatics";"";"100";"25 – 375";"<2";"32,210,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"24";"Nickel Cast Iron (15-35Ni)";"benzyl chloride";"(chloromethyl)benzene";"100-44-7";"C7H7Cl";"halogenated aromatics";"";"100";"25 – 225";"<2";"32,210,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"25";"Nickel-Copper (400)";"benzyl chloride";"(chloromethyl)benzene";"100-44-7";"C7H7Cl";"halogenated aromatics";"";"100";"25 – 375";"<2";"32,210,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"26";"Ni-Cr-Fe Alloy (600/ 690)";"benzyl chloride";"(chloromethyl)benzene";"100-44-7";"C7H7Cl";"halogenated aromatics";"";"100";"25 – 225";"<20";"32,210,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"27";"Ni-Mo Alloy (Ni-30Mo; B-2)";"benzyl chloride";"(chloromethyl)benzene";"100-44-7";"C7H7Cl";"halogenated aromatics";"";"100";"25 – 225";"<20";"32,210,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"28";"Silicon Cast Iron (14Si)";"benzyl chloride";"(chloromethyl)benzene";"100-44-7";"C7H7Cl";"halogenated aromatics";"";"100";"52 – 237";"<20";"32,210,218,220";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"29";"Silver";"benzyl chloride";"(chloromethyl)benzene";"100-44-7";"C7H7Cl";"halogenated aromatics";"";"100";"25 – 225";"<20";"32,210,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
