sep=;
"Title: Corrosion Survey Database (COR•SUR)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Table: Triethylamine";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"DOWNLOAD SHOWS ONLY THE DISPLAYED DATA, UP TO 50 ROWS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"No.";"material or substance name";"exposure medium";"exposure medium CAS RN";"exposure medium formula";"exposure medium class";"warnings";"conc. (%)";"temp. (°F)";"corrosion rate (mil/yr)";"reference";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"11";"Aluminum Alloy (3003/ 5154)";"triethylamine";"121-44-8";"C6H15N";"amines";"";"100";"25 – 75";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"12";"Austenitic Cr-Ni Stainless Steel (18-8; 304/ 304L/ 347)";"triethylamine";"121-44-8";"C6H15N";"amines";"";"5 – 15";"25 – 225";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"13";"Austenitic Cr-Ni Stainless Steel (18-8; 304/ 304L/ 347)";"triethylamine";"121-44-8";"C6H15N";"amines";"";">5";"175 – 225";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"14";"Austenitic Cr-Ni Stainless Steel (18-8; 304/ 304L/ 347)";"triethylamine";"121-44-8";"C6H15N";"amines";"";"55 – 65";"25 – 175";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"15";"Austenitic Cr-Ni Stainless Steel (18-8; 304/ 304L/ 347)";"triethylamine";"121-44-8";"C6H15N";"amines";"";"100";"25 – 225";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"16";"Austenitic Cr-Ni-Mo Stainless Steel (17-12-3; 316L/ 317L)";"triethylamine";"121-44-8";"C6H15N";"amines";"";"5 – 15";"25 – 225";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"17";"Austenitic Cr-Ni-Mo Stainless Steel (17-12-3; 316L/ 317L)";"triethylamine";"121-44-8";"C6H15N";"amines";"";">5";"175 – 225";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"18";"Austenitic Cr-Ni-Mo Stainless Steel (17-12-3; 316L/ 317L)";"triethylamine";"121-44-8";"C6H15N";"amines";"";"55 – 65";"25 – 175";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"19";"Austenitic Cr-Ni-Mo Stainless Steel (17-12-3; 316L/ 317L)";"triethylamine";"121-44-8";"C6H15N";"amines";"";"100";"25 – 225";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"20";"Brass (>15Zn)";"triethylamine";"121-44-8";"C6H15N";"amines";"severe corrosion with oxygen ingress";"100";"25 – 75";">50";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"21";"Cast Iron, Gray/ Ductile";"triethylamine";"121-44-8";"C6H15N";"amines";"";"5 – 15";"25 – 225";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"22";"Cast Iron, Gray/ Ductile";"triethylamine";"121-44-8";"C6H15N";"amines";"";">5";"175 – 225";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"23";"Cast Iron, Gray/ Ductile";"triethylamine";"121-44-8";"C6H15N";"amines";"";"55 – 65";"25 – 175";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"24";"Copper/ Bronze/ Low Brass";"triethylamine";"121-44-8";"C6H15N";"amines";"severe corrosion with oxygen ingress";"100";"25 – 75";">50";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"25";"Copper-Nickel";"triethylamine";"121-44-8";"C6H15N";"amines";"severe corrosion with oxygen ingress";"100";"25 – 75";">50";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"26";"Cr Stainless Steel (12Cr)";"triethylamine";"121-44-8";"C6H15N";"amines";"";"5 – 25";"25 – 225";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"27";"Cr Stainless Steel (12Cr)";"triethylamine";"121-44-8";"C6H15N";"amines";"";">5";"175 – 225";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"28";"Cr Stainless Steel (12Cr)";"triethylamine";"121-44-8";"C6H15N";"amines";"";"35 – 45";"25 – 175";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"29";"Cr Stainless Steel (12Cr)";"triethylamine";"121-44-8";"C6H15N";"amines";"";"55 – 65";"25 – 175";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"30";"Cr Stainless Steel (12Cr)";"triethylamine";"121-44-8";"C6H15N";"amines";"";"75 – 85";"25 – 175";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"31";"Cr Stainless Steel (12Cr)";"triethylamine";"121-44-8";"C6H15N";"amines";"";"100";"25 – 225";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"32";"Cr Stainless Steel (17Cr)";"triethylamine";"121-44-8";"C6H15N";"amines";"";"5 – 25";"25 – 225";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"33";"Cr Stainless Steel (17Cr)";"triethylamine";"121-44-8";"C6H15N";"amines";"";">5";"175 – 225";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"34";"Cr Stainless Steel (17Cr)";"triethylamine";"121-44-8";"C6H15N";"amines";"";"35 – 45";"25 – 175";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"35";"Cr Stainless Steel (17Cr)";"triethylamine";"121-44-8";"C6H15N";"amines";"";"55 – 65";"25 – 175";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"36";"Cr Stainless Steel (17Cr)";"triethylamine";"121-44-8";"C6H15N";"amines";"";"75 – 85";"25 – 175";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"37";"Cr Stainless Steel (17Cr)";"triethylamine";"121-44-8";"C6H15N";"amines";"";"100";"25 – 225";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"38";"Mo Superalloy (Ni-Cr-Fe-9Mo; 625/ 725)";"triethylamine";"121-44-8";"C6H15N";"amines";"";"100";"25 – 125";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"39";"Mo Superalloy (Ni-16Cr-16Mo; C276)";"triethylamine";"121-44-8";"C6H15N";"amines";"";"100";"25 – 125";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"40";"Mo Superalloy (Ni-20Cr-16Mo-4W; 686)";"triethylamine";"121-44-8";"C6H15N";"amines";"";"100";"25 – 125";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"41";"Mo Superalloy (Ni-22Cr-16Mo; C22/ 59)";"triethylamine";"121-44-8";"C6H15N";"amines";"";"100";"25 – 125";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"42";"Mo Superalloy (Ni-23Cr-16Mo-1Cu; C20000)";"triethylamine";"121-44-8";"C6H15N";"amines";"";"100";"25 – 125";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"43";"Nickel (200)";"triethylamine";"121-44-8";"C6H15N";"amines";"severe corrosion with oxygen ingress";"";"0";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"44";"Nickel Cast Iron (15-35Ni)";"triethylamine";"121-44-8";"C6H15N";"amines";"";">5";"175 – 225";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"45";"Nickel Cast Iron (15-35Ni)";"triethylamine";"121-44-8";"C6H15N";"amines";"";"15 – 35";"25 – 175";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"46";"Nickel Cast Iron (15-35Ni)";"triethylamine";"121-44-8";"C6H15N";"amines";"";"55 – 65";"25 – 175";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"47";"Nickel Cast Iron (15-35Ni)";"triethylamine";"121-44-8";"C6H15N";"amines";"";"100";"25 – 225";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"48";"Nickel-Copper (400)";"triethylamine";"121-44-8";"C6H15N";"amines";"severe corrosion with oxygen ingress";"";"0";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"49";"Ni-Cr-Fe Alloy (600/ 690)";"triethylamine";"121-44-8";"C6H15N";"amines";"";"100";"25 – 125";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"50";"Ni-Mo Alloy (Ni-30Mo; B-2)";"triethylamine";"121-44-8";"C6H15N";"amines";"";"100";"25 – 125";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Corrosion Survey Database (COR•SUR) © 2002 NACE International";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
