sep=;
"Title: Corrosion Survey Database (COR•SUR)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Table: Pyroligneous acid";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"DOWNLOAD SHOWS ONLY THE DISPLAYED DATA, UP TO 50 ROWS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"No.";"material or substance name";"exposure medium";"exposure medium class";"conc. (%)";"temp. (°F)";"corrosion rate (mil/yr)";"reference";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1";"Alloy 20-25-4Mo (904L)";"pyroligneous acid";"organic (weak) acids";"5 – 15";"25 – 325";"<2";"208,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2";"Alloy 20-25-4Mo (904L)";"pyroligneous acid";"organic (weak) acids";">15";"25 – 75";"<20";"208,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"3";"Alloy 20-38-3-3Cu (20Cb3/ 825)";"pyroligneous acid";"organic (weak) acids";"5 – 15";"25 – 325";"<2";"208,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"4";"Alloy 20-38-3-3Cu (20Cb3/ 825)";"pyroligneous acid";"organic (weak) acids";"15 – 25";"25 – 175";"<20";"208,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"5";"Alloy 20-38-3-3Cu (20Cb3/ 825)";"pyroligneous acid";"organic (weak) acids";">25";"25 – 75";"<20";"208,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"6";"Alloy 30-44-5-3W (G-30)";"pyroligneous acid";"organic (weak) acids";"5 – 15";"25 – 325";"<2";"208,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"7";"Alloy 30-44-5-3W (G-30)";"pyroligneous acid";"organic (weak) acids";"15 – 25";"25 – 175";"<20";"208,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"8";"Alloy 30-44-5-3W (G-30)";"pyroligneous acid";"organic (weak) acids";">25";"25 – 75";"<20";"208,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"9";"Aluminum Alloy (3003/ 5154)";"pyroligneous acid";"organic (weak) acids";"100";"25 – 75";"<20";"208,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"10";"Austenitic Cr-Ni Stainless Steel (18-8; 304/ 304L/ 347)";"pyroligneous acid";"organic (weak) acids";"5 – 15";"25 – 325";"<2";"208,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"11";"Austenitic Cr-Ni Stainless Steel (18-8; 304/ 304L/ 347)";"pyroligneous acid";"organic (weak) acids";">15";"25 – 75";"<20";"208,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"12";"Austenitic Cr-Ni-Mo Stainless Steel (17-12-3; 316L/ 317L)";"pyroligneous acid";"organic (weak) acids";"5 – 15";"25 – 325";"<2";"208,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"13";"Austenitic Cr-Ni-Mo Stainless Steel (17-12-3; 316L/ 317L)";"pyroligneous acid";"organic (weak) acids";">15";"25 – 75";"<20";"208,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"14";"Cast Iron, Gray/ Ductile";"pyroligneous acid";"organic (weak) acids";"15 – 25";"25 – 75";">50";"208,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"15";"Cast Iron, Gray/ Ductile";"pyroligneous acid";"organic (weak) acids";"35 – 45";"25 – 75";">50";"208,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"16";"Cast Iron, Gray/ Ductile";"pyroligneous acid";"organic (weak) acids";"55 – 65";"25 – 75";">50";"208,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"17";"Cast Iron, Gray/ Ductile";"pyroligneous acid";"organic (weak) acids";"75 – 85";"25 – 75";">50";"208,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"18";"Cast Iron, Gray/ Ductile";"pyroligneous acid";"organic (weak) acids";"100";"25 – 75";">50";"208,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"19";"Copper/ Bronze/ Low Brass";"pyroligneous acid";"organic (weak) acids";">5";"25 – 225";"<20";"208,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"20";"Mo Superalloy (Ni-Cr-Fe-9Mo; 625/ 725)";"pyroligneous acid";"organic (weak) acids";">5";"25 – 325";"<2";"208,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"21";"Mo Superalloy (Ni-16Cr-16Mo; C276)";"pyroligneous acid";"organic (weak) acids";">5";"25 – 325";"<2";"208,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"22";"Mo Superalloy (Ni-20Cr-16Mo-4W; 686)";"pyroligneous acid";"organic (weak) acids";">5";"25 – 325";"<2";"208,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"23";"Mo Superalloy (Ni-22Cr-16Mo; C22/ 59)";"pyroligneous acid";"organic (weak) acids";">5";"25 – 325";"<2";"208,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"24";"Mo Superalloy (Ni-23Cr-16Mo-1Cu; C20000)";"pyroligneous acid";"organic (weak) acids";">5";"25 – 325";"<2";"208,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"25";"Nickel-Copper (400)";"pyroligneous acid";"organic (weak) acids";"5 – 35";"25 – 225";"<20";"208,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"26";"Nickel-Copper (400)";"pyroligneous acid";"organic (weak) acids";"35 – 45";"175 – 225";"<20";"208,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"27";"Ni-Mo Alloy (Ni-30Mo; B-2)";"pyroligneous acid";"organic (weak) acids";"5 – 15";"25 – 75";"<20";"208,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"28";"Silicon Cast Iron (14Si)";"pyroligneous acid";"organic (weak) acids";"5 – 55";"52 – 147";"<2";"208,218";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"29";"Silicon Cast Iron (14Si)";"pyroligneous acid";"organic (weak) acids";"100";"52 – 237";"<20";"208,218";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"30";"Steels, Carbon/ Low Alloy";"pyroligneous acid";"organic (weak) acids";"5 – 15";"25 – 75";">50";"208,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"31";"Steels, Carbon/ Low Alloy";"pyroligneous acid";"organic (weak) acids";"25 – 35";"25 – 75";">50";"208,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"32";"Steels, Carbon/ Low Alloy";"pyroligneous acid";"organic (weak) acids";"45 – 55";"25 – 75";">50";"208,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"33";"Steels, Carbon/ Low Alloy";"pyroligneous acid";"organic (weak) acids";"65 – 75";"25 – 75";">50";"208,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"34";"Steels, Carbon/ Low Alloy";"pyroligneous acid";"organic (weak) acids";"100";"25 – 75";"<2";"208,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"35";"Superferritic Stainless Steel (26-1)";"pyroligneous acid";"organic (weak) acids";"5 – 15";"25 – 325";"<2";"208,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"36";"Superferritic Stainless Steel (26-1)";"pyroligneous acid";"organic (weak) acids";">15";"25 – 75";"<20";"208,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Corrosion Survey Database (COR•SUR) © 2002 NACE International";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
