sep=;
"Title: Corrosion Survey Database (COR•SUR)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Table: Methyl ethyl ketone";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"DOWNLOAD SHOWS ONLY THE DISPLAYED DATA, UP TO 50 ROWS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"No.";"material or substance name";"material synonym";"exposure medium";"exposure medium synonym";"exposure medium note";"exposure medium CAS RN";"exposure medium formula";"exposure medium class";"NACE resistance rating (unitless)";"resistance note";"conc. (%)";"temp. (°F)";"exposure time (mo (30))";"test note";"reference";"";"";"";"";"";"";"";"";"";""
"1";"Acetal Resins (Polyoxymethylene)";"";"methyl ethyl ketone";"2-butanone";"";"78-93-3";"C4H8O";"ketones";"2";"questionable";"100";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";""
"2";"Acrylonitrile Butadiene Styrene Polymer (ABS)";"";"methyl ethyl ketone";"2-butanone";"";"78-93-3";"C4H8O";"ketones";"2";"questionable";"10";"60 – 70";"";"";"1";"";"";"";"";"";"";"";"";"";""
"3";"Acrylonitrile Butadiene Styrene Polymer (ABS)";"";"methyl ethyl ketone";"2-butanone";"";"78-93-3";"C4H8O";"ketones";"3";"not recommended";"80";"60 – 70";"";"";"1";"";"";"";"";"";"";"";"";"";""
"4";"Acrylonitrile Butadiene Styrene Polymer (ABS)";"";"methyl ethyl ketone";"2-butanone";"";"78-93-3";"C4H8O";"ketones";"3";"not recommended; disintegrated ";"100";"60 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";""
"5";"Cellulose Acetate";"";"methyl ethyl ketone";"2-butanone";"";"78-93-3";"C4H8O";"ketones";"3";"not recommended; disintegrated";"any";"0 – 250";"";"";"1";"";"";"";"";"";"";"";"";"";""
"6";"Cellulose Acetate Butyrate";"";"methyl ethyl ketone";"2-butanone";"";"78-93-3";"C4H8O";"ketones";"3";"not recommended; disintegrated";"100";"60 – 70";"<1";"";"1";"";"";"";"";"";"";"";"";"";""
"7";"Chlorendic Unsaturated Polyester, Glass Fiber-Reinforced (190 + 47)";"HET acid polyester-Polifos 190 + 47 phr styrene";"methyl ethyl ketone";"2-butanone";"";"78-93-3";"C4H8O";"ketones";"3";"not recommended";"100";"125";"<6";"";"16";"";"";"";"";"";"";"";"";"";""
"8";"Chlorendic Unsaturated Polyester, Glass Fiber-Reinforced (869 + 44.5)";"HET acid polyester-Polifos 869 + 44.5 phr styrene";"methyl ethyl ketone";"2-butanone";"vapor & condensate";"78-93-3";"C4H8O";"ketones";"3";"not recommended";"100";"115";"<6";"";"16";"";"";"";"";"";"";"";"";"";""
"9";"Chlorinated Polyvinyl Chloride (CPVC)";"";"methyl ethyl ketone";"2-butanone";"";"78-93-3";"C4H8O";"ketones";"3";"not recommended";"100";"70 – 212";"";"";"1, 20";"";"";"";"";"";"";"";"";"";""
"10";"Chlorosulfonated Polyethylene";"";"methyl ethyl ketone";"2-butanone";"";"78-93-3";"C4H8O";"ketones";"2";"questionable";"100";"60 – 70";"";"";"1";"";"";"";"";"";"";"";"";"";""
"11";"Chlorosulfonated Polyethylene";"";"methyl ethyl ketone";"2-butanone";"";"78-93-3";"C4H8O";"ketones";"3";"not recommended";"100";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";""
"12";"Epoxy Resin, Asbestos/ Glass Fiber- Reinforced";"";"methyl ethyl ketone";"2-butanone";"";"78-93-3";"C4H8O";"ketones";"1";"recommended; over 3 years";">10";"75 – 100";">12";"";"1";"";"";"";"";"";"";"";"";"";""
"13";"Epoxy Resin, Glass Fiber- Reinforced";"";"methyl ethyl ketone";"2-butanone";"";"78-93-3";"C4H8O";"ketones";"1";"recommended";"100";"70 – 150";"";"";"1, 19";"";"";"";"";"";"";"";"";"";""
"14";"Ethylene Tetrafluoroethylene Copolymer (ETFE)";"Teflon; Hostaflon; Fluon";"methyl ethyl ketone";"2-butanone";"";"78-93-3";"C4H8O";"ketones";"1";"recommended";">70";"200 – 300";"[>12]";"";"1, 10, 22";"";"";"";"";"";"";"";"";"";""
"15";"Ethylene Tetrafluoroethylene Copolymer (ETFE)";"";"methyl ethyl ketone";"2-butanone";"";"78-93-3";"C4H8O";"ketones";"1";"recommended; steady state reached in one week exposure";"100";"32 – 175";"[";"";"1, 10, 22";"";"";"";"";"";"";"";"";"";""
"16";"Fluorinated Ethylene Propylene Copolymer (FEP)/ Polytetrafluoroethylene (PTFE)";"";"methyl ethyl ketone";"2-butanone";"";"78-93-3";"C4H8O";"ketones";"1";"recommended";"100";"70 – 90";"";"cyclic immersion; immersed";"1, 22";"";"";"";"";"";"";"";"";"";""
"17";"Fluororubber";"";"methyl ethyl ketone";"2-butanone";"";"78-93-3";"C4H8O";"ketones";"3";"not recommended; weight gain";"100";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";""
"18";"Furfuryl Alcohol Resin, Glass Fiber-Reinforced";"";"methyl ethyl ketone";"2-butanone";"";"78-93-3";"C4H8O";"ketones";"1";"recommended";"10";"70 – 175";">12";"";"1";"";"";"";"";"";"";"";"";"";""
"19";"Furfuryl Alcohol Resin, Glass Fiber-Reinforced";"";"methyl ethyl ketone";"2-butanone";"";"78-93-3";"C4H8O";"ketones";"1";"recommended";"100";"70 – 175";"";"";"1";"";"";"";"";"";"";"";"";"";""
"20";"Nylon";"";"methyl ethyl ketone";"2-butanone";"";"78-93-3";"C4H8O";"ketones";"1";"recommended";"100";"60 – 70";"<1";"";"1";"";"";"";"";"";"";"";"";"";""
"21";"Nylon";"";"methyl ethyl ketone";"2-butanone";"";"78-93-3";"C4H8O";"ketones";"1";"recommended";"100";"150 – 175";"";"";"1";"";"";"";"";"";"";"";"";"";""
"22";"Perfluoroalkoxy Resins";"";"methyl ethyl ketone";"2-butanone";"";"78-93-3";"C4H8O";"ketones";"1";"recommended; weight gain; strength loss; steady state reached in one week exposure";"100";"32 – 175";"<1";"";"1, 22";"";"";"";"";"";"";"";"";"";""
"23";"Phenolic Resins, Asbestos-Reinforced";"";"methyl ethyl ketone";"2-butanone";"";"78-93-3";"C4H8O";"ketones";"3";"not recommended; Haveg 61 questionable ";"100";"70 – 80";"";"";"1";"";"";"";"";"";"";"";"";"";""
"24";"Polychloroprene";"";"methyl ethyl ketone";"2-butanone";"";"78-93-3";"C4H8O";"ketones";"3";"not recommended; swollen >12 months";"100";"70 – 160";"";"";"1";"";"";"";"";"";"";"";"";"";""
"25";"Polychloroprene";"";"methyl ethyl ketone";"2-butanone";"";"78-93-3";"C4H8O";"ketones";"3";"not recommended; swollen ";"100";"160 – 175";"";"";"1";"";"";"";"";"";"";"";"";"";""
"26";"Polyesters, Glass Fiber-Reinforced";"";"methyl ethyl ketone";"2-butanone";"";"78-93-3";"C4H8O";"ketones";"1";"recommended; 72% strength retained 18 months";">10";"50 – 95";">12";"";"1";"";"";"";"";"";"";"";"";"";""
