sep=;
"Title: Corrosion Survey Database (COR•SUR)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Table: Methyl ethyl ketone";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"DOWNLOAD SHOWS ONLY THE DISPLAYED DATA, UP TO 50 ROWS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"No.";"material or substance name";"material synonym";"exposure medium";"exposure medium synonym";"exposure medium note";"exposure medium CAS RN";"exposure medium formula";"exposure medium class";"NACE resistance rating (unitless)";"resistance note";"conc. (%)";"temp. (°F)";"exposure time (mo (30))";"test note";"reference";"";"";"";"";"";"";"";"";"";""
"27";"Polyethylene (PE)";"";"methyl ethyl ketone";"2-butanone";"";"78-93-3";"C4H8O";"ketones";"3";"not recommended; weight gain";"100";"70 – 150";"<1";"low to moderate plasticizer";"1, 8";"";"";"";"";"";"";"";"";"";""
"28";"Polymethyl Methacrylate (PMMA)";"";"methyl ethyl ketone";"2-butanone";"";"78-93-3";"C4H8O";"ketones";"3";"not recommended; disintegrated";"100";"70 – 150";"<1";"";"1";"";"";"";"";"";"";"";"";"";""
"29";"Polyphenylene Sulfide (40% Glass-Filled)";"Fortron PPS";"methyl ethyl ketone";"2-butanone";"";"78-93-3";"C4H8O";"ketones";"1";"recommended";"100";"0 – 140";"<1";"";"11";"";"";"";"";"";"";"";"";"";""
"30";"Polyphenylene Sulfide, Glass Fiber-Reinforced";"Ryton PPS R-4";"methyl ethyl ketone";"2-butanone";"";"78-93-3";"C4H8O";"ketones";"1";"recommended; questionable if weight change or ";"100";"200";"<6";"";"18";"";"";"";"";"";"";"";"";"";""
"31";"Polypropylene (PP)";"";"methyl ethyl ketone";"2-butanone";"";"78-93-3";"C4H8O";"ketones";"1";"recommended; may stress crack; permeable";"100";"60 – 70";"<6";"";"1";"";"";"";"";"";"";"";"";"";""
"32";"Polypropylene (PP)";"";"methyl ethyl ketone";"2-butanone";"";"78-93-3";"C4H8O";"ketones";"2";"questionable";"100";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";""
"33";"Polyvinyl Chloride (PVC)";"";"methyl ethyl ketone";"2-butanone";"";"78-93-3";"C4H8O";"ketones";"3";"not recommended; disintegrated ";"100";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";""
"34";"Polyvinylidene Chloride (PVDC)";"Saran brand resin";"methyl ethyl ketone";"2-butanone";"";"78-93-3";"C4H8O";"ketones";"3";"not recommended";"100";"75";"";"";"6";"";"";"";"";"";"";"";"";"";""
"35";"Polyvinylidene Fluoride (PVDF)";"Kynar";"methyl ethyl ketone";"2-butanone";"";"78-93-3";"C4H8O";"ketones";"2";"questionable";"100";"70 – 100";">12";"";"1, 17";"";"";"";"";"";"";"";"";"";""
"36";"Polyvinylidene Fluoride (PVDF)";"";"methyl ethyl ketone";"2-butanone";"";"78-93-3";"C4H8O";"ketones";"3";"not recommended";"100";"100 – 285";"";"";"1, 17";"";"";"";"";"";"";"";"";"";""
"37";"Rubber, Butyl (BR)";"";"methyl ethyl ketone";"2-butanone";"";"78-93-3";"C4H8O";"ketones";"1";"recommended";"100";"70 – 150";"<1";"";"1";"";"";"";"";"";"";"";"";"";""
"38";"Rubber, Natural (NR)";"";"methyl ethyl ketone";"2-butanone";"";"78-93-3";"C4H8O";"ketones";"3";"not recommended; swollen >12 months; ";"100";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";""
"39";"Styrene Acrylonitrile Copolymer (SAN)";"";"methyl ethyl ketone";"2-butanone";"";"78-93-3";"C4H8O";"ketones";"3";"not recommended; may dissolve";"any";"0 – 250";"";"";"1";"";"";"";"";"";"";"";"";"";""
"40";"Vinyl Ester Resins";"";"methyl ethyl ketone";"2-butanone";"";"78-93-3";"C4H8O";"ketones";"1";"recommended";"100";"50 – 70";">12";"";"7";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Corrosion Survey Database (COR•SUR) © 2002 NACE International";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
