sep=;
"Title: Corrosion Survey Database (COR•SUR)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Table: Propylene glycol";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"DOWNLOAD SHOWS ONLY THE DISPLAYED DATA, UP TO 50 ROWS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"No.";"material or substance name";"material synonym";"exposure medium";"exposure medium synonym";"exposure medium CAS RN";"exposure medium formula";"exposure medium class";"NACE resistance rating (unitless)";"resistance note";"conc. (%)";"temp. (°F)";"exposure time (mo (30))";"test note";"reference";"";"";"";"";"";"";"";"";"";"";""
"1";"Acetal Resins (Polyoxymethylene)";"";"propylene glycol";"1,2-propylene glycol";"57-55-6";"C3H8O2";"alcohols";"1";"recommended";"100";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"2";"Acrylonitrile Butadiene Styrene Polymer (ABS)";"";"propylene glycol";"1,2-propylene glycol";"57-55-6";"C3H8O2";"alcohols";"2";"questionable";"100";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"3";"Cellulose Acetate";"";"propylene glycol";"1,2-propylene glycol";"57-55-6";"C3H8O2";"alcohols";"1";"recommended";"100";"60 – 70";"<1";"";"1";"";"";"";"";"";"";"";"";"";"";""
"4";"Cellulose Acetate Butyrate";"";"propylene glycol";"1,2-propylene glycol";"57-55-6";"C3H8O2";"alcohols";"1";"recommended";"100";"60 – 70";"<1";"";"1";"";"";"";"";"";"";"";"";"";"";""
"5";"Chlorendic Unsaturated Polyester, Glass Fiber-Reinforced (190 + 47)";"HET acid polyester-Polifos 190 + 47 phr styrene";"propylene glycol";"1,2-propylene glycol";"57-55-6";"C3H8O2";"alcohols";"1";"recommended";"100";"75";"<6";"";"16";"";"";"";"";"";"";"";"";"";"";""
"6";"Chlorendic Unsaturated Polyester, Glass Fiber-Reinforced (190 + 47)";"";"propylene glycol";"1,2-propylene glycol";"57-55-6";"C3H8O2";"alcohols";"1";"recommended";"100";"100";"";"";"16";"";"";"";"";"";"";"";"";"";"";""
"7";"Chlorendic Unsaturated Polyester, Glass Fiber-Reinforced (869 + 44.5)";"HET acid polyester-Polifos 869 + 44.5 phr styrene";"propylene glycol";"1,2-propylene glycol";"57-55-6";"C3H8O2";"alcohols";"1";"recommended";"100";"75";"<6";"";"16";"";"";"";"";"";"";"";"";"";"";""
"8";"Chlorosulfonated Polyethylene";"";"propylene glycol";"1,2-propylene glycol";"57-55-6";"C3H8O2";"alcohols";"1";"recommended";"100";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"9";"Epoxy Resin, Glass Fiber- Reinforced";"";"propylene glycol";"1,2-propylene glycol";"57-55-6";"C3H8O2";"alcohols";"1";"recommended";"100";"70 – 250";"";"";"1, 24";"";"";"";"";"";"";"";"";"";"";""
"10";"Fluorinated Ethylene Propylene Copolymer (FEP)/ Polytetrafluoroethylene (PTFE)";"";"propylene glycol";"1,2-propylene glycol";"57-55-6";"C3H8O2";"alcohols";"1";"recommended";"100";"70 – 150";"";"cyclic immersion; immersed";"1";"";"";"";"";"";"";"";"";"";"";""
"11";"Fluororubber";"";"propylene glycol";"1,2-propylene glycol";"57-55-6";"C3H8O2";"alcohols";"1";"recommended";"100";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"12";"Glass, Chemical";"";"propylene glycol";"1,2-propylene glycol";"57-55-6";"C3H8O2";"alcohols";"1";"recommended";"100";"70 – 250";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"13";"Polychloroprene";"";"propylene glycol";"1,2-propylene glycol";"57-55-6";"C3H8O2";"alcohols";"1";"recommended";"100";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"14";"Polyesters, Glass Fiber-Reinforced";"";"propylene glycol";"1,2-propylene glycol";"57-55-6";"C3H8O2";"alcohols";"1";"recommended";">10";"60 – 212";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
