sep=;
"Title: Corrosion Survey Database (COR•SUR)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Table: Dichlorodifluoromethane";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"DOWNLOAD SHOWS ONLY THE DISPLAYED DATA, UP TO 50 ROWS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"No.";"material or substance name";"exposure medium";"exposure medium synonym";"exposure medium CAS RN";"exposure medium formula";"exposure medium class";"conc. (%)";"temp. (°F)";"corrosion rate (mil/yr)";"reference";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"12";"Gold/ Platinum";"dichlorodifluoromethane";"refrigerant 12";"75-71-8";"CCl2F2";"chlorofluorocarbons";"100";"25 – 500";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"13";"Lead";"dichlorodifluoromethane";"refrigerant 12";"75-71-8";"CCl2F2";"chlorofluorocarbons";"100";"25 – 225";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"14";"Nickel (200)";"dichlorodifluoromethane";"refrigerant 12";"75-71-8";"CCl2F2";"chlorofluorocarbons";"100";"25 – 500";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"15";"Nickel-Copper (400)";"dichlorodifluoromethane";"refrigerant 12";"75-71-8";"CCl2F2";"chlorofluorocarbons";"100";"25 – 500";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"16";"Ni-Mo Alloy (Ni-30Mo; B-2)";"dichlorodifluoromethane";"refrigerant 12";"75-71-8";"CCl2F2";"chlorofluorocarbons";"100";"25 – 375";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"17";"Ni-Mo Alloy (Ni-30Mo; B-2)";"dichlorodifluoromethane";"refrigerant 12";"75-71-8";"CCl2F2";"chlorofluorocarbons";"100";"372 – 425";"<20";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"18";"Silicon Cast Iron (14Si)";"dichlorodifluoromethane";"refrigerant 12";"75-71-8";"CCl2F2";"chlorofluorocarbons";"100";"52 – 102";"<2";"218";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"19";"Silver";"dichlorodifluoromethane";"refrigerant 12";"75-71-8";"CCl2F2";"chlorofluorocarbons";"100";"25 – 75";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"20";"Steels, Carbon/ Low Alloy";"dichlorodifluoromethane";"refrigerant 12";"75-71-8";"CCl2F2";"chlorofluorocarbons";"100";"25 – 225";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"21";"Tantalum";"dichlorodifluoromethane";"refrigerant 12";"75-71-8";"CCl2F2";"chlorofluorocarbons";"100";"25 – 225";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"22";"Titanium, Unalloyed";"dichlorodifluoromethane";"refrigerant 12";"75-71-8";"CCl2F2";"chlorofluorocarbons";"100";"25 – 75";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"23";"Zirconium";"dichlorodifluoromethane";"refrigerant 12";"75-71-8";"CCl2F2";"chlorofluorocarbons";"100";"25 – 75";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Corrosion Survey Database (COR•SUR) © 2002 NACE International";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
