sep=;
"Title: Corrosion Survey Database (COR•SUR)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Table: Magnesium chlorate";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"DOWNLOAD SHOWS ONLY THE DISPLAYED DATA, UP TO 50 ROWS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"No.";"material or substance name";"exposure medium";"exposure medium class";"conc. (%)";"temp. (°F)";"corrosion rate (mil/yr)";"reference";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1";"Alloy 20-38-3-3Cu (20Cb3/ 825)";"magnesium chlorate";"salts";"5 – 15";"52 – 102";"<2";"218,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2";"Alloy 30-44-5-3W (G-30)";"magnesium chlorate";"salts";"5 – 15";"52 – 102";"<2";"218,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"3";"Aluminum Alloy (3003/ 5154)";"magnesium chlorate";"salts";"5 – 15";"52 – 102";">50";"218,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"4";"Austenitic Cr-Ni Stainless Steel (18-8; 304/ 304L/ 347)";"magnesium chlorate";"salts";"5 – 15";"52 – 102";"<2";"218,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"5";"Austenitic Cr-Ni-Mo Stainless Steel (17-12-3; 316L/ 317L)";"magnesium chlorate";"salts";"5 – 15";"52 – 102";"<2";"218,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"6";"Brass (>15Zn)";"magnesium chlorate";"salts";"5 – 15";"52 – 102";">50";"218,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"7";"Nickel-Copper (400)";"magnesium chlorate";"salts";"5 – 15";"52 – 102";"<2";"218,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"8";"Steels, Carbon/ Low Alloy";"magnesium chlorate";"salts";"5 – 15";"52 – 102";">50";"218,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Corrosion Survey Database (COR•SUR) © 2002 NACE International";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
