sep=;
"Title: Corrosion Survey Database (COR•SUR)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Table: Tannic acid";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"DOWNLOAD SHOWS ONLY THE DISPLAYED DATA, UP TO 50 ROWS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"No.";"material or substance name";"exposure medium";"exposure medium class";"conc. (%)";"temp. (°F)";"corrosion rate (mil/yr)";"reference";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"15";"Alloy 30-44-5-3W (G-30)";"tannic acid";"natural products";"5 – 25";"25 – 225";"<2";"106,202,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"16";"Alloy 30-44-5-3W (G-30)";"tannic acid";"natural products";"5 – 95";"175 – 225";"<2";"106,202,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"17";"Alloy 30-44-5-3W (G-30)";"tannic acid";"natural products";"35 – 45";"25 – 175";"<2";"106,202,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"18";"Alloy 30-44-5-3W (G-30)";"tannic acid";"natural products";"55 – 65";"25 – 175";"<2";"106,202,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"19";"Alloy 30-44-5-3W (G-30)";"tannic acid";"natural products";"75 – 85";"25 – 175";"<2";"106,202,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"20";"Aluminum Alloy (3003/ 5154)";"tannic acid";"natural products";"5 – 95";"25 – 75";"<2";"106,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"21";"Aluminum Alloy (3003/ 5154)";"tannic acid";"natural products";"45 – 75";"175 – 225";">50";"106,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"22";"Aluminum Alloy (3003/ 5154)";"tannic acid";"natural products";"85 – 95";"75 – 125";">50";"106,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"23";"Austenitic Cr-Ni Stainless Steel (18-8; 304/ 304L/ 347)";"tannic acid";"natural products";"5 – 25";"25 – 225";"<2";"106,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"24";"Austenitic Cr-Ni Stainless Steel (18-8; 304/ 304L/ 347)";"tannic acid";"natural products";"5 – 95";"175 – 225";"<2";"106,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"25";"Austenitic Cr-Ni Stainless Steel (18-8; 304/ 304L/ 347)";"tannic acid";"natural products";"35 – 45";"25 – 175";"<2";"106,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"26";"Austenitic Cr-Ni Stainless Steel (18-8; 304/ 304L/ 347)";"tannic acid";"natural products";"55 – 65";"25 – 175";"<2";"106,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"27";"Austenitic Cr-Ni Stainless Steel (18-8; 304/ 304L/ 347)";"tannic acid";"natural products";"75 – 85";"25 – 175";"<2";"106,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"28";"Austenitic Cr-Ni-Mo Stainless Steel (17-12-3; 316L/ 317L)";"tannic acid";"natural products";"5 – 95";"175 – 225";"<2";"106,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"29";"Austenitic Cr-Ni-Mo Stainless Steel (17-12-3; 316L/ 317L)";"tannic acid";"natural products";"15 – 45";"25 – 175";"<2";"106,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"30";"Austenitic Cr-Ni-Mo Stainless Steel (17-12-3; 316L/ 317L)";"tannic acid";"natural products";"55 – 65";"25 – 175";"<2";"106,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"31";"Austenitic Cr-Ni-Mo Stainless Steel (17-12-3; 316L/ 317L)";"tannic acid";"natural products";"75 – 85";"25 – 175";"<2";"106,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"32";"Brass (>15Zn)";"tannic acid";"natural products";"5 – 25";"25 – 225";"<2";"106,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"33";"Brass (>15Zn)";"tannic acid";"natural products";"5 – 95";"175 – 225";"<2";"106,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"34";"Brass (>15Zn)";"tannic acid";"natural products";"35 – 45";"25 – 175";"<2";"106,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"35";"Brass (>15Zn)";"tannic acid";"natural products";"55 – 65";"25 – 175";"<2";"106,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"36";"Brass (>15Zn)";"tannic acid";"natural products";"75 – 85";"25 – 175";"<2";"106,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"37";"Cast Iron, Gray/ Ductile";"tannic acid";"natural products";"5 – 25";"25 – 175";"<2";"106,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"38";"Cast Iron, Gray/ Ductile";"tannic acid";"natural products";"5 – 95";"125 – 175";"<2";"106,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"39";"Cast Iron, Gray/ Ductile";"tannic acid";"natural products";"5 – 95";"175 – 225";"<20";"106,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"40";"Cast Iron, Gray/ Ductile";"tannic acid";"natural products";"35 – 45";"25 – 125";"<2";"106,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"41";"Cast Iron, Gray/ Ductile";"tannic acid";"natural products";"55 – 65";"25 – 125";"<2";"106,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"42";"Cast Iron, Gray/ Ductile";"tannic acid";"natural products";"75 – 85";"25 – 125";"<2";"106,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"43";"Copper/ Bronze/ Low Brass";"tannic acid";"natural products";"5 – 25";"25 – 225";"<2";"106,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"44";"Copper/ Bronze/ Low Brass";"tannic acid";"natural products";"5 – 95";"175 – 225";"<2";"106,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"45";"Copper/ Bronze/ Low Brass";"tannic acid";"natural products";"35 – 45";"25 – 175";"<2";"106,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"46";"Copper/ Bronze/ Low Brass";"tannic acid";"natural products";"55 – 65";"25 – 175";"<2";"106,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"47";"Copper/ Bronze/ Low Brass";"tannic acid";"natural products";"75 – 85";"25 – 175";"<2";"106,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"48";"Copper-Nickel";"tannic acid";"natural products";"5 – 25";"25 – 225";"<2";"106,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"49";"Copper-Nickel";"tannic acid";"natural products";"5 – 95";"175 – 225";"<2";"106,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"50";"Copper-Nickel";"tannic acid";"natural products";"35 – 45";"25 – 175";"<2";"106,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Corrosion Survey Database (COR•SUR) © 2002 NACE International";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
