sep=;
"Title: Corrosion Survey Database (COR•SUR)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Table: Tannic acid";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"DOWNLOAD SHOWS ONLY THE DISPLAYED DATA, UP TO 50 ROWS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"No.";"material or substance name";"exposure medium";"exposure medium class";"conc. (%)";"temp. (°F)";"corrosion rate (mil/yr)";"reference";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1";"Alloy 20-25-4Mo (904L)";"tannic acid";"natural products";"1 – 50";"68 – 230";"<2";"106,202,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2";"Alloy 20-25-4Mo (904L)";"tannic acid";"natural products";"5 – 25";"25 – 225";"<2";"106,202,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"3";"Alloy 20-25-4Mo (904L)";"tannic acid";"natural products";"5 – 95";"175 – 225";"<2";"106,202,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"4";"Alloy 20-25-4Mo (904L)";"tannic acid";"natural products";"35 – 45";"25 – 175";"<2";"106,202,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"5";"Alloy 20-25-4Mo (904L)";"tannic acid";"natural products";"55 – 65";"25 – 175";"<2";"106,202,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"6";"Alloy 20-25-4Mo (904L)";"tannic acid";"natural products";"75 – 85";"25 – 175";"<2";"106,202,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"7";"Alloy 20-25-6Mo (254SMO/ 6XN)";"tannic acid";"natural products";"1 – 50";"68 – 230";"<2";"106,202";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"8";"Alloy 20-38-3-3Cu (20Cb3/ 825)";"tannic acid";"natural products";"1 – 50";"68 – 230";"<2";"106,202,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"9";"Alloy 20-38-3-3Cu (20Cb3/ 825)";"tannic acid";"natural products";"5 – 25";"25 – 225";"<2";"106,202,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"10";"Alloy 20-38-3-3Cu (20Cb3/ 825)";"tannic acid";"natural products";"5 – 95";"175 – 225";"<2";"106,202,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"11";"Alloy 20-38-3-3Cu (20Cb3/ 825)";"tannic acid";"natural products";"35 – 45";"25 – 175";"<2";"106,202,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"12";"Alloy 20-38-3-3Cu (20Cb3/ 825)";"tannic acid";"natural products";"55 – 65";"25 – 175";"<2";"106,202,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"13";"Alloy 20-38-3-3Cu (20Cb3/ 825)";"tannic acid";"natural products";"75 – 85";"25 – 175";"<2";"106,202,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"14";"Alloy 30-44-5-3W (G-30)";"tannic acid";"natural products";"1 – 50";"68 – 230";"<2";"106,202,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
