sep=;
"Title: Corrosion Survey Database (COR•SUR)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Table: Sodium hypochlorite";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"DOWNLOAD SHOWS ONLY THE DISPLAYED DATA, UP TO 50 ROWS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"No.";"material or substance name";"material synonym";"exposure medium";"exposure medium note";"exposure medium CAS RN";"exposure medium formula";"exposure medium class";"NACE resistance rating (unitless)";"resistance note";"conc. (%)";"temp. (°F)";"exposure time (mo (30))";"test note";"reference";"";"";"";"";"";"";"";"";"";"";""
"1";"Acetal Resins (Polyoxymethylene)";"";"sodium hypochlorite";"";"7681-52-9";"ClNaO";"salts";"3";"not recommended; pitted in 4 to 6%, ";"10";"70 – 100";"";"plus 12.5% chlorine";"1";"";"";"";"";"";"";"";"";"";"";""
"2";"Acrylonitrile Butadiene Styrene Polymer (ABS)";"";"sodium hypochlorite";"";"7681-52-9";"ClNaO";"salts";"3";"not recommended";"10";"60 – 70";"";"plus 12.5% chlorine; plus sodium chloride also";"1";"";"";"";"";"";"";"";"";"";"";""
"3";"Acrylonitrile Butadiene Styrene Polymer (ABS)";"";"sodium hypochlorite";"";"7681-52-9";"ClNaO";"salts";"2";"questionable";"100";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"4";"Carbon-Graphite Composites";"";"sodium hypochlorite";"";"7681-52-9";"ClNaO";"salts";"3";"not recommended";"any";"0 – 250";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"5";"Cellulose Acetate";"";"sodium hypochlorite";"";"7681-52-9";"ClNaO";"salts";"2";"questionable; discolored; softened";"5";"60 – 70";"<1";"";"1";"";"";"";"";"";"";"";"";"";"";""
"6";"Chlorendic Unsaturated Polyester, Glass Fiber-Reinforced (190 + 47)";"HET acid polyester-Polifos 190 + 47 phr styrene";"sodium hypochlorite";"";"7681-52-9";"ClNaO";"salts";"1";"recommended";"3 – 12";"100";"";"also 30 g/L, excess sodium hydroxide at 12%";"16";"";"";"";"";"";"";"";"";"";"";""
"7";"Chlorendic Unsaturated Polyester, Glass Fiber-Reinforced (190 + 47)";"HET acid polyester-Polifos 190 + 47 phr styrene";"sodium hypochlorite";"";"7681-52-9";"ClNaO";"salts";"1";"recommended";"5";"0 – 140";"";"reactor, also vapor and condensate at 46°C (115°F)";"16";"";"";"";"";"";"";"";"";"";"";""
"8";"Chlorendic Unsaturated Polyester, Glass Fiber-Reinforced (190 + 47)";"";"sodium hypochlorite";"";"7681-52-9";"ClNaO";"salts";"1";"recommended";"5";"115";"";"";"16";"";"";"";"";"";"";"";"";"";"";""
"9";"Chlorendic Unsaturated Polyester, Glass Fiber-Reinforced (190 + 47)";"";"sodium hypochlorite";"";"7681-52-9";"ClNaO";"salts";"1";"recommended";"5";"130";"";"";"16";"";"";"";"";"";"";"";"";"";"";""
"10";"Chlorendic Unsaturated Polyester, Glass Fiber-Reinforced (190 + 47)";"";"sodium hypochlorite";"";"7681-52-9";"ClNaO";"salts";"1";"recommended";"5";"185";"";"";"16";"";"";"";"";"";"";"";"";"";"";""
"11";"Chlorendic Unsaturated Polyester, Glass Fiber-Reinforced (190 + 47)";"HET acid polyester-Polifos 190 + 47 phr styrene";"sodium hypochlorite";"";"7681-52-9";"ClNaO";"salts";"1";"recommended; benzoyl peroxide/dimethylaniline cure system rec (not reactor/vapor)";"6";"140";"<6";"bleach reactor";"16";"";"";"";"";"";"";"";"";"";"";""
"12";"Chlorendic Unsaturated Polyester, Glass Fiber-Reinforced (190 + 47)";"HET acid polyester-Polifos 190 + 47 phr styrene";"sodium hypochlorite";"";"7681-52-9";"ClNaO";"salts";"1";"recommended";"12";"120";"";"30 g/L, excess sodium hydroxide";"16";"";"";"";"";"";"";"";"";"";"";""
"13";"Chlorendic Unsaturated Polyester, Glass Fiber-Reinforced (190 + 47)";"";"sodium hypochlorite";"";"7681-52-9";"ClNaO";"salts";"1";"recommended";"15";"80";"";"";"16";"";"";"";"";"";"";"";"";"";"";""
"14";"Chlorendic Unsaturated Polyester, Glass Fiber-Reinforced (869 + 44.5)";"HET acid polyester-Polifos 869 + 44.5 phr styrene";"sodium hypochlorite";"";"7681-52-9";"ClNaO";"salts";"3";"not recommended";"5";"130";"";"reactor";"16";"";"";"";"";"";"";"";"";"";"";""
"15";"Chlorendic Unsaturated Polyester, Glass Fiber-Reinforced (869 + 44.5)";"HET acid polyester-Polifos 869 + 44.5 phr styrene";"sodium hypochlorite";"";"7681-52-9";"ClNaO";"salts";"1";"recommended; benzoyl peroxide/dimethylaniline cure system recommended, not recommended with 30 g/L excess sodium hydroxide for 15% at 38°C (100°F)";"5 – 20";"100";"";"";"16";"";"";"";"";"";"";"";"";"";"";""
