sep=;
"Title: Corrosion Survey Database (COR•SUR)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Table: Acetamide";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"DOWNLOAD SHOWS ONLY THE DISPLAYED DATA, UP TO 50 ROWS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"No.";"material or substance name";"exposure medium";"exposure medium synonym";"exposure medium CAS RN";"exposure medium formula";"exposure medium class";"conc. (%)";"temp. (°F)";"corrosion rate (mil/yr)";"reference";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1";"Alloy 20-25-4Mo (904L)";"acetamide";"ethanamide";"60-35-5";"C2H5NO";"amides";"100";"275 – 325";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2";"Alloy 20-38-3-3Cu (20Cb3/ 825)";"acetamide";"ethanamide";"60-35-5";"C2H5NO";"amides";"100";"275 – 325";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"3";"Alloy 30-44-5-3W (G-30)";"acetamide";"ethanamide";"60-35-5";"C2H5NO";"amides";"100";"275 – 325";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"4";"Aluminum Alloy (3003/ 5154)";"acetamide";"ethanamide";"60-35-5";"C2H5NO";"amides";"5 – 95";"25 – 125";"<20";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"5";"Aluminum Alloy (3003/ 5154)";"acetamide";"ethanamide";"60-35-5";"C2H5NO";"amides";"85 – 95";"275 – 325";"<20";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"6";"Austenitic Cr-Ni Stainless Steel (18-8; 304/ 304L/ 347)";"acetamide";"ethanamide";"60-35-5";"C2H5NO";"amides";"100";"275 – 325";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"7";"Austenitic Cr-Ni-Mo Stainless Steel (17-12-3; 316L/ 317L)";"acetamide";"ethanamide";"60-35-5";"C2H5NO";"amides";"100";"275 – 325";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"8";"Brass (>15Zn)";"acetamide";"ethanamide";"60-35-5";"C2H5NO";"amides";"100";"275 – 325";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"9";"Cast Iron, Gray/ Ductile";"acetamide";"ethanamide";"60-35-5";"C2H5NO";"amides";"5 – 95";"75 – 125";"<20";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"10";"Cast Iron, Gray/ Ductile";"acetamide";"ethanamide";"60-35-5";"C2H5NO";"amides";">5";"25 – 75";"<20";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"11";"Copper/ Bronze/ Low Brass";"acetamide";"ethanamide";"60-35-5";"C2H5NO";"amides";"100";"275 – 325";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"12";"Copper-Nickel";"acetamide";"ethanamide";"60-35-5";"C2H5NO";"amides";"100";"275 – 325";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"13";"Mo Superalloy (Ni-Cr-Fe-9Mo; 625/ 725)";"acetamide";"ethanamide";"60-35-5";"C2H5NO";"amides";">5";"25 – 125";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"14";"Mo Superalloy (Ni-Cr-Fe-9Mo; 625/ 725)";"acetamide";"ethanamide";"60-35-5";"C2H5NO";"amides";">85";"125 – 375";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"15";"Mo Superalloy (Ni-16Cr-16Mo; C276)";"acetamide";"ethanamide";"60-35-5";"C2H5NO";"amides";">5";"25 – 125";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"16";"Mo Superalloy (Ni-16Cr-16Mo; C276)";"acetamide";"ethanamide";"60-35-5";"C2H5NO";"amides";">85";"125 – 375";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"17";"Mo Superalloy (Ni-20Cr-16Mo-4W; 686)";"acetamide";"ethanamide";"60-35-5";"C2H5NO";"amides";">5";"25 – 125";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"18";"Mo Superalloy (Ni-20Cr-16Mo-4W; 686)";"acetamide";"ethanamide";"60-35-5";"C2H5NO";"amides";">85";"125 – 375";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
